Taxonomy,Control_327,Control_328,Control_330,DSS_334,DSS_339,DSS_treatedp,D_Control,D_DSS,D_RCE,D_RCE_plus_DSS,RCE_318,RCE_319,RCE_322,RCE_plus_DSS_301,RCE_plus_DSS_305,RCE_plus_DSS_313,Start
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Sedimenticola|s__Sedimenticola thiotaurini,138,46,64,54,35,29,69,84,100,102,87,121,112,157,94,105,66
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus Reidiella|s__Candidatus Reidiella endopervernicosa,114,127,80,127,118,142,114,258,208,139,205,242,197,184,108,185,145
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Thiolapillus|s__Thiolapillus brandeum,105,64,86,53,26,31,60,67,83,69,61,73,84,101,103,59,73
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae,374,262,562,159,121,179,283,200,211,263,278,279,112,248,256,225,296
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae,259,206,199,361,347,179,176,383,278,433,211,297,243,381,297,394,286
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae,161,97,79,105,121,57,80,108,161,119,83,131,169,178,121,134,193
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Steroidobacteraceae,79,68,38,110,107,70,61,201,127,123,80,158,61,145,176,119,102
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae,183,114,135,104,83,105,117,129,173,138,126,157,112,178,167,131,179
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Immundisolibacterales|f__Immundisolibacteraceae,98,79,70,164,81,107,78,168,178,183,85,97,145,260,279,209,142
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae,98626,177611,39255,78239,19018,52725,65893,282024,248097,230772,289963,116440,283659,102280,34829,265457,186641
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae,11027,7937,7158,7051,6360,4734,6737,8971,10906,10583,8854,10902,9830,10651,8938,9338,11325
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae,8772,6789,5414,5778,5880,3679,5556,7306,8712,8552,7043,7774,7496,9141,6933,7918,9677
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae,4942,3669,3185,3254,3150,2158,3118,4139,4667,4422,3624,4075,3918,5151,4047,4499,4974
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae,4800,3311,2812,2492,2963,1791,2687,3762,5165,3972,3802,3994,3806,4440,3431,3757,5023
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Thiomonas,332,204,192,203,209,151,202,412,356,365,259,305,260,316,234,240,287
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Rhizobacter,238,139,124,62,99,57,119,99,165,153,184,195,117,159,180,148,175
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Rubrivivax,162,120,115,99,146,108,97,127,224,243,110,176,120,173,86,143,223
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Roseateles,144,82,89,54,45,35,57,37,88,89,45,110,115,97,69,69,77
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Inhella,124,103,68,68,46,25,86,122,78,71,73,93,69,113,67,72,87
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Aquabacterium,120,90,42,53,56,20,55,89,117,110,69,91,83,116,103,113,111
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Xylophilus,112,61,60,33,51,72,75,47,98,101,58,116,111,95,84,61,105
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Methylibium,103,65,58,47,63,42,74,57,72,70,86,101,85,75,71,74,130
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Mitsuaria,93,53,48,40,44,53,52,92,78,87,74,63,56,87,39,83,78
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Paucibacter,92,72,66,64,39,32,72,110,51,68,46,55,69,80,62,71,63
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Leptothrix,74,67,48,82,39,30,50,158,65,107,56,69,14,60,47,61,92
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Sphaerotilus,63,61,53,43,35,22,38,45,199,81,76,86,101,51,39,56,180
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,4207,3588,3104,3397,3402,2214,2894,3800,4805,4296,3782,3898,3452,5123,4209,4165,4958
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae,2172,1325,1301,957,1081,761,1170,1366,1924,1785,1356,1642,1383,2242,1613,1530,2013
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae,944,785,772,676,646,444,514,805,1118,856,767,879,747,1038,809,855,1032
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae,763,485,682,305,258,302,437,593,499,466,435,383,339,533,378,334,624
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sulfuricellaceae,675,557,463,370,497,418,460,740,609,658,398,564,415,844,499,609,605
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae,616,347,362,315,367,234,316,425,416,491,275,440,407,521,331,443,491
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae,342,267,228,359,342,220,222,338,403,387,279,330,290,570,473,379,425
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Usitatibacteraceae,162,127,103,88,47,57,140,84,198,128,198,232,198,134,135,106,201
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae,155,152,102,75,55,90,96,95,211,192,128,212,97,210,112,123,170
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae,1307,972,717,903,953,607,882,1320,1315,1343,1122,1486,1283,1444,1238,1316,1375
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae,872,835,626,574,569,387,657,669,1005,853,680,820,888,1080,841,921,1060
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae,221,148,128,129,167,89,160,240,277,213,215,192,212,276,204,187,224
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Kinetoplastibacterium|s__Candidatus Kinetoplastibacterium sorsogonicusi,116,67,218,84,60,73,147,167,113,103,101,118,62,76,86,86,120
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae,10144,7472,6830,5998,6023,4182,6169,7363,8274,8594,7069,8119,7347,10006,7803,8541,8905
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae,5663,4183,3517,3759,3896,2681,3431,5079,5187,5553,4353,4993,4852,5881,4595,5006,5904
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae,4083,2406,2402,2407,2226,1883,2236,3419,3807,3947,3067,3899,3101,4187,3327,3535,3573
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae,2771,2235,1981,1791,1870,1250,1785,2234,2503,2853,2222,2452,2224,2820,2023,2566,3042
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae,2288,1842,1438,1674,1532,1150,1581,1800,2248,2408,2174,2439,2496,2794,2006,2368,2439
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bartonellaceae,1470,1071,1661,1016,1072,862,1155,1143,836,1539,1065,1075,655,1736,1080,1355,1103
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Stappiaceae,1196,811,759,739,801,526,682,1012,1253,1129,960,977,1082,1394,952,1111,1293
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae,866,607,505,422,477,372,510,754,1103,859,741,838,735,880,696,621,1153
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aurantimonadaceae,730,447,453,439,478,359,436,582,532,832,384,638,538,850,699,816,678
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae,703,625,507,554,514,336,476,663,882,626,614,556,567,821,585,730,826
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae,520,301,255,270,313,258,282,486,539,562,316,444,461,709,602,532,540
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae,358,377,322,333,462,295,323,457,397,526,387,432,343,566,299,510,462
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|g__Hartmannibacter,109,38,42,81,41,42,40,63,63,89,110,98,55,137,95,87,83
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|g__Nordella,91,59,60,76,51,36,66,158,80,159,55,128,65,136,129,114,82
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Parvibaculaceae,273,232,159,179,252,154,163,304,263,334,195,205,272,328,161,303,274
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Cohaesibacteraceae,237,255,193,175,197,134,207,243,264,273,240,272,291,235,203,277,369
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Chelatococcaceae,199,181,155,129,121,112,132,130,142,211,130,208,98,242,130,165,210
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae,8851,7171,5616,5789,5915,4089,5535,8162,9395,8706,7570,8592,9349,8775,6162,7836,9711
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae,2421,1775,1296,1390,1600,1143,1502,2191,3122,2334,2176,2460,2366,2580,2072,2110,2933
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingosinicellaceae,206,191,155,166,132,111,147,185,203,315,317,306,287,283,225,267,283
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae,11037,7609,6851,7085,7479,4669,6140,8808,9096,10983,7769,9796,8155,12370,9490,9803,10256
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae,4879,3550,3356,2910,2889,2085,3034,3950,4671,4648,3884,4298,3733,5283,3691,3909,4678
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae,4751,3013,3007,2704,2853,2098,2881,4090,4152,5150,3431,4373,3530,5527,4327,4239,4274
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Terasakiellaceae,90,92,92,131,77,91,67,187,93,240,75,78,67,244,164,121,128
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae,1595,901,1673,870,770,828,1337,1054,900,1495,1374,1427,631,1442,1486,1427,1356
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae,1126,646,1710,541,333,464,1054,723,566,892,1135,943,547,935,939,774,980
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus Deianiraeaceae,97,107,147,39,29,31,104,44,120,108,148,187,71,99,158,94,114
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus Midichloriaceae,88,71,163,86,41,84,121,104,75,148,155,177,59,196,183,126,124
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae,2352,1663,1254,1496,1426,1029,1460,2341,2520,2728,2128,2380,2087,2682,2125,2255,2925
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae,574,353,880,423,247,413,621,450,313,490,716,690,283,584,719,584,572
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Phreatobacter|s__Phreatobacter stygius,118,150,126,74,81,68,98,127,84,114,108,121,55,149,76,116,122
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Phreatobacter|s__Phreatobacter cathodiphilus,99,91,53,61,20,36,48,70,94,119,56,61,39,78,61,57,52
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Micavibrio|s__Micavibrio aeruginosavorus,134,38,69,119,76,46,72,116,69,177,87,104,57,160,113,92,96
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|g__Candidatus Puniceispirillum|s__Candidatus Puniceispirillum marinum,45,46,36,35,40,27,29,58,69,80,90,65,89,84,64,87,71
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales|f__Maricaulaceae,467,425,381,604,458,365,319,820,584,751,444,485,440,692,596,563,620
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales|f__Hyphomonadaceae,358,236,166,288,216,217,192,699,398,466,243,353,207,484,397,313,314
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Holosporaceae,206,193,271,251,158,254,228,391,177,394,256,311,120,336,344,253,223
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Caedimonadaceae,90,93,86,19,32,45,71,49,90,95,126,123,62,137,108,67,77
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Emcibacterales|f__Emcibacteraceae,298,156,186,190,259,157,160,229,261,266,273,293,252,347,280,242,221
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Magnetococcales|f__Magnetococcaceae,90,46,79,94,66,69,84,74,58,121,87,112,36,162,197,86,97
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Kordiimonadales|f__Kordiimonadaceae,89,37,126,44,63,34,74,78,72,79,69,92,59,114,90,93,91
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales|f__Parvularculaceae,68,100,40,48,64,80,50,113,91,88,63,75,54,102,78,94,63
d__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae,616,360,473,326,221,260,356,543,425,557,382,481,314,582,539,382,530
d__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Halobacteriovoraceae,209,122,379,84,44,80,161,82,138,106,173,109,82,138,157,98,179
d__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Bacteriovoracaceae,98,108,91,150,134,68,93,138,83,121,56,62,53,155,88,134,108
d__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales|f__Silvanigrellaceae,104,59,187,94,66,126,96,103,89,163,75,80,65,201,81,151,99
d__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales|f__Acidithiobacillaceae,592,594,526,461,569,372,451,650,491,654,363,553,327,688,424,709,550
d__Bacteria|p__Proteobacteria|c__Zetaproteobacteria|o__Mariprofundales|f__Mariprofundaceae,269,202,151,181,182,125,149,306,285,262,136,195,196,299,182,217,249
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae,61019,34384,38302,42062,11803,10863,16017,7768,6986,52635,21827,15611,4585,34368,30941,37574,19570
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae,8262,4562,5864,4848,4307,3963,4278,6121,5590,6966,4737,6098,4467,8306,7954,7138,5601
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae,1627,843,2384,567,404,553,1555,653,799,1192,1946,868,574,1001,994,1175,1812
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae,1252,1027,1501,597,705,530,1080,677,813,1016,952,988,658,1146,936,864,1076
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae,2557,1821,1732,1747,1749,1289,1576,2123,2066,2388,1708,2105,1937,2519,2145,2261,2133
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae,1216,828,844,670,680,510,743,895,1460,1025,884,1100,974,974,949,861,1395
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae,737,909,635,598,849,544,659,744,864,808,694,763,910,856,501,826,1135
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__Gemmataceae,982,884,682,494,608,439,631,753,1043,889,715,936,904,1013,705,868,1156
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Isosphaerales|f__Isosphaeraceae,595,475,384,419,498,363,454,602,641,740,464,602,475,700,512,690,631
d__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Sedimentisphaerales|f__Sedimentisphaeraceae,707,456,448,286,233,162,332,350,786,450,490,385,580,526,407,362,782
d__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Sedimentisphaerales|f__Anaerohalosphaeraceae,118,113,91,76,112,67,131,197,343,104,155,232,113,168,79,124,143
d__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Phycisphaerales|f__Phycisphaeraceae,247,127,124,140,130,106,138,212,202,214,142,155,108,140,135,252,173
d__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae,152,56,57,58,31,24,65,44,75,76,159,152,153,75,95,72,88
d__Bacteria|p__Planctomycetes|c__Candidatus Brocadiae|o__Candidatus Brocadiales|f__Candidatus Brocadiaceae,157,81,153,56,44,53,75,59,77,86,102,58,139,89,61,91,107
d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae,2304,2661,1760,3713,3386,1648,2044,4613,4220,2898,3172,3197,3582,3882,2281,3926,3679
d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae,458,348,299,457,430,281,331,416,474,588,376,584,479,550,450,532,513
d__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae,1142,1466,1052,1333,1508,914,1003,1339,1728,1442,1041,1299,1229,1539,715,1482,1789
d__Bacteria|p__Verrucomicrobia|c__Methylacidiphilae|o__Methylacidiphilales|f__Methylacidiphilaceae,133,110,96,47,63,66,87,100,82,103,92,101,80,121,153,100,142
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae,476,352,506,307,327,259,364,338,213,394,296,400,135,490,479,434,289
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae,315,210,456,170,134,132,237,194,260,186,295,228,126,323,248,300,238
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Simkaniaceae,97,70,58,73,66,42,74,73,73,50,64,54,73,64,42,63,135
d__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellales|f__Kiritimatiellaceae,172,103,80,148,38,33,99,73,266,107,167,162,134,148,121,155,212
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,5085,3632,6973,4655,2204,4193,3688,5221,2330,4137,3543,3619,1588,3953,3689,3479,3848
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,3176,1773,3341,1972,1056,1737,1852,2246,1360,1979,1759,1783,931,2159,2036,1888,1856
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae,803,512,1010,625,357,542,616,778,695,787,698,715,434,848,805,720,701
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae,739,282,351,393,337,285,260,724,522,578,340,460,345,581,440,465,434
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae,1041,572,882,741,441,600,572,1137,600,868,670,664,429,981,735,851,711
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae,404,175,182,217,136,173,209,343,372,309,275,368,224,379,316,278,278
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae,1655,1596,1306,1299,1549,993,1295,1600,1676,1702,1238,1742,1318,1887,1087,1745,1787
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Bryobacteraceae,269,135,107,145,122,105,112,190,187,192,158,147,224,211,148,252,219
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Solibacteraceae,210,136,120,161,204,138,133,341,253,243,239,257,224,248,280,250,240
d__Bacteria|p__Acidobacteria|c__Vicinamibacteria|f__Vicinamibacteraceae|g__Luteitalea,150,169,140,160,162,142,126,136,130,193,125,182,85,227,98,162,161
d__Bacteria|p__Acidobacteria|c__Holophagae|o__Thermotomaculales|f__Thermotomaculaceae,96,60,104,42,23,46,94,35,112,85,85,70,70,85,76,106,137
d__Bacteria|p__Acidobacteria|c__Blastocatellia|g__Chloracidobacterium|s__Chloracidobacterium thermophilum,77,60,51,54,76,36,39,52,185,87,123,145,102,109,84,101,158
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae,2284,1165,1321,788,727,722,1027,1184,1361,1993,1008,1368,980,2498,2399,1652,1305
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae,1280,860,2163,808,643,873,1111,833,1016,1259,1532,2052,630,3064,2353,1282,1243
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae,401,198,440,195,139,186,183,258,212,297,189,251,130,442,437,339,258
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae,320,240,624,203,142,204,255,191,222,338,305,324,124,486,303,303,290
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|g__Thermosulfidibacter,37,47,70,140,71,76,37,121,26,143,29,63,32,135,190,103,35
d__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae,99,76,96,81,53,91,102,103,68,145,103,199,77,194,288,110,96
d__Bacteria|p__Candidatus Saccharibacteria|c__Candidatus Saccharimonia|o__Candidatus Nanosynbacterales|f__Candidatus Nanosynbacteraceae,205,505,198,412,479,984,487,1191,654,1193,238,743,175,774,118,978,538
d__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae,604,272,523,306,175,254,381,278,312,433,335,304,291,526,437,445,329
d__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae,464,274,311,383,291,215,231,305,289,370,306,357,296,447,438,384,399
d__Bacteria|p__Nitrospirae|c__Thermodesulfovibrionia|o__Thermodesulfovibrionales|f__Dissulfurispiraceae,136,138,171,136,186,128,188,119,116,259,148,253,102,355,251,305,148
d__Bacteria|p__Elusimicrobia|c__Endomicrobia|o__Endomicrobiales|f__Endomicrobiaceae,227,92,112,120,123,132,85,171,132,263,154,191,75,325,244,243,136
d__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae,86,59,80,98,92,40,57,130,64,70,75,66,31,89,98,79,94
d__Bacteria|p__Dictyoglomi|c__Dictyoglomia|o__Dictyoglomales|f__Dictyoglomaceae,236,177,453,179,92,111,331,205,168,188,216,217,151,146,131,157,189
d__Bacteria|p__Chrysiogenetes|c__Chrysiogenetes|o__Chrysiogenales|f__Chrysiogenaceae,189,114,152,125,145,96,103,166,128,175,91,148,94,227,151,204,141
d__Bacteria|p__Calditrichaeota|c__Calditrichae|o__Calditrichales|f__Calditrichaceae,179,145,208,232,221,196,178,167,159,249,161,205,137,355,250,236,167
d__Eukaryota|k__Metazoa|p__Chordata|c__Dipnotetrapodomorpha|c__Mammalia,776656,1454624,1532525,46187,1192949,1567207,525243,453488,250052,1043675,441089,485311,230554,361101,131356,181101,481277
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae,1751,1105,2033,857,891,786,1083,974,853,1269,937,920,513,1457,1086,1177,1147
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanotrichaceae,100,52,83,40,47,33,65,52,88,79,133,80,137,116,93,81,84
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae,305,144,209,172,70,50,128,168,108,169,148,142,181,225,222,191,140
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae,100,78,62,134,112,67,64,84,109,108,95,81,62,137,169,108,90
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae,88,36,87,35,38,56,76,83,60,96,52,84,58,141,105,80,57
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae,535,392,429,282,341,232,287,290,395,544,299,384,358,428,315,433,395
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae,318,131,121,185,130,112,107,192,195,329,168,192,167,227,229,173,225
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae,353,326,266,191,215,137,178,259,314,292,199,257,243,257,243,284,319
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae,323,232,197,234,119,101,167,206,233,229,203,221,234,217,279,171,259
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae,594,409,369,399,368,279,322,549,497,609,403,463,379,540,436,485,545
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae,1995,1030,2623,794,543,589,1538,967,939,920,1346,923,712,804,606,991,1464
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae,790,312,795,257,119,222,394,305,187,315,352,324,143,322,391,337,422
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae,440,243,596,70,83,138,322,125,513,185,370,268,214,166,196,202,462
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae,812,689,793,644,597,498,522,822,540,731,505,576,313,844,606,785,630
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae,195,83,208,70,67,65,118,61,77,136,114,87,73,173,198,130,112
