Taxonomy,Control_327,Control_328,Control_330,DSS_334,DSS_339,DSS_treatedp,D_Control,D_DSS,D_RCE,D_RCE_plus_DSS,RCE_318,RCE_319,RCE_322,RCE_plus_DSS_301,RCE_plus_DSS_305,RCE_plus_DSS_313,Start
d__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae,542,322,297,347,309,271,333,613,707,700,451,706,412,728,695,614,587
d__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Baekduiaceae,100,70,73,63,104,46,67,78,87,180,79,145,86,205,176,150,104
d__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae,82,116,37,68,95,35,65,113,119,103,93,93,102,79,34,86,169
d__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae,82,79,73,178,188,112,74,107,83,191,111,139,76,180,194,172,113
d__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales|f__Euzebyaceae,112,72,94,68,84,54,69,99,102,136,107,165,77,140,138,106,117
d__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egibacterales|f__Egibacteraceae,73,52,46,70,57,42,44,86,59,96,45,67,47,109,102,93,80
d__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egicoccales|f__Egicoccaceae,65,68,52,49,47,34,46,80,73,107,58,90,65,116,83,78,74
d__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae,240,124,134,112,150,83,95,115,135,206,119,158,118,155,141,171,181
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus,3179,2461,2273,1879,2157,1416,1996,2560,2877,3002,2616,2785,2545,3537,2680,2979,2968
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Cyanobium,245,162,164,107,136,84,150,148,241,260,157,207,128,281,222,217,270
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Thermosynechococcus,163,89,120,73,70,74,92,122,102,179,101,98,149,146,112,127,124
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochloraceae|g__Prochlorococcus,782,444,924,337,300,376,552,430,483,545,625,638,298,545,445,507,640
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Leptolyngbyaceae|g__Leptolyngbya,710,297,513,476,417,204,301,415,353,568,370,509,372,536,553,569,487
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Pseudanabaenaceae|g__Pseudanabaena,386,165,278,107,82,98,130,147,106,143,123,191,77,139,190,114,142
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Merismopediaceae|g__Synechocystis,160,62,123,28,37,80,74,101,56,124,49,62,47,117,135,98,94
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Acaryochloridaceae|g__Acaryochloris,147,83,119,41,53,74,87,52,116,125,196,144,165,184,129,118,88
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Oculatellaceae|g__Thermoleptolyngbya,122,94,82,84,30,33,75,51,192,101,99,130,142,141,160,110,166
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochlorotrichaceae|g__Halomicronema,112,84,77,41,49,52,94,67,128,209,140,102,77,145,112,70,151
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Chamaesiphonaceae|g__Chamaesiphon,106,70,91,23,89,36,64,66,90,90,42,57,119,58,44,126,102
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc,2179,1013,1989,748,788,821,1192,1174,1051,1370,1298,1242,861,1428,1352,1265,1524
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Anabaena,256,139,282,61,36,84,173,108,113,94,200,158,116,96,145,124,245
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Cylindrospermum,97,35,88,36,60,44,45,42,42,80,154,86,177,56,67,68,64
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae|g__Calothrix,1290,606,1124,508,608,546,743,674,670,909,862,829,513,1124,870,884,900
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae|g__Anabaenopsis,129,107,181,85,53,103,113,96,74,126,153,166,157,142,96,183,104
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae|g__Sphaerospermopsis,109,108,73,155,46,124,55,128,53,55,43,35,23,55,38,144,54
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Scytonema,366,120,185,75,33,76,128,79,115,77,125,126,153,60,86,58,148
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Brasilonema,128,71,213,43,24,47,139,84,51,122,97,73,81,104,63,79,111
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Rivularia,163,126,252,77,68,69,157,135,116,142,164,184,147,131,201,135,198
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Microchaete,101,37,92,82,43,54,49,217,61,105,44,50,14,105,84,59,53
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae|g__Fischerella,185,121,211,77,49,109,145,82,90,129,136,127,73,102,89,85,177
d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae|g__Gloeothece,246,178,335,198,154,136,227,150,134,280,241,209,87,222,235,224,258
d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae|g__Halothece,104,50,64,41,57,36,68,78,110,38,79,69,90,99,47,54,71
d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae|g__Rippkaea,154,67,171,88,77,63,113,145,78,117,89,97,43,175,61,118,118
d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Chroococcaceae|g__Geminocystis,576,402,746,209,137,246,467,386,363,398,583,501,264,470,576,320,499
d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Chroococcaceae|g__Chondrocystis,81,88,114,92,39,88,68,114,35,63,74,39,24,32,58,60,81
d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Microcystaceae|g__Microcystis,235,146,242,159,129,127,150,209,295,151,245,206,270,174,179,153,254
d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Geminocystaceae|g__Cyanobacterium,133,75,138,218,180,169,99,150,81,249,95,138,82,251,208,179,107
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae|g__Trichodesmium,213,133,322,99,113,116,192,151,107,184,159,143,79,160,141,147,183
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae|g__Microcoleus,203,43,67,54,33,27,45,57,39,68,34,80,35,109,54,75,69
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae|g__Planktothrix,109,63,141,66,58,63,92,92,91,127,112,112,61,162,151,109,78
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae|g__Oxynema,74,67,101,44,53,30,79,51,95,58,71,142,93,82,68,49,88
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae|g__Oscillatoria,380,144,204,158,82,100,159,242,144,191,166,123,147,217,225,154,228
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae|g__Moorea,182,96,195,55,40,75,92,57,81,130,90,120,104,146,132,72,109
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Gomontiellaceae|g__Crinalium,158,79,121,59,32,35,80,39,69,58,55,72,63,35,34,51,104
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Coleofasciculaceae|g__Geitlerinema,148,53,105,47,80,55,73,64,89,91,73,122,81,117,127,142,129
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Koinonema|s__[Phormidium] sp. ETS-05,100,54,62,54,29,49,66,97,50,104,34,54,37,77,142,79,84
d__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Dermocarpellaceae|g__Stanieria,202,103,241,74,58,112,145,136,170,109,224,141,242,181,157,129,137
d__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|f__Gloeobacteraceae,249,142,160,143,274,130,149,250,221,167,163,216,241,218,192,224,301
d__Bacteria|p__Cyanobacteria|o__Gloeoemargaritales|f__Gloeomargaritaceae|g__Gloeomargarita,206,122,98,142,116,105,120,309,135,162,117,150,110,269,140,196,170
d__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales|f__Chroococcidiopsidaceae|g__Chroococcidiopsis,80,48,86,42,22,24,53,50,65,90,84,109,84,91,81,39,87
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae,5570,3967,7614,4900,3279,4518,5068,5795,2673,4524,4406,4250,1998,3801,4020,4288,4648
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae,2741,1804,3950,2264,1072,2092,2447,2697,1266,2194,2166,1956,965,1617,1975,1907,2290
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae,655,476,954,627,267,548,538,684,324,543,523,483,219,351,420,496,477
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae,1167,1168,1477,1750,573,1531,1041,3320,566,2581,1006,1659,510,1338,3771,1894,1238
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae,1988,1277,1200,1415,1400,908,1117,1501,1640,2090,1254,1690,1440,2416,2143,2089,1815
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae,1271,804,768,623,741,570,767,891,858,1315,717,958,873,1690,1369,1200,1068
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Trueperales|f__Trueperaceae,72,58,26,58,38,42,44,88,61,109,57,68,74,64,61,72,107
d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae,898,307,501,341,323,338,320,498,415,578,222,482,294,829,648,623,354
d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|g__Dehalogenimonas|s__Dehalogenimonas formicexedens,97,58,55,90,38,23,61,84,79,85,55,70,87,74,68,67,101
d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|g__Dehalogenimonas|s__Dehalogenimonas lykanthroporepellens,79,76,58,67,47,52,63,49,96,66,54,58,63,84,104,126,49
d__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae,622,343,453,298,200,320,409,499,428,577,349,558,329,536,557,392,462
d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae,267,195,166,192,220,173,185,241,252,242,134,404,176,343,322,269,164
d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Chloroflexaceae,196,156,102,57,137,65,96,179,168,144,141,144,179,123,106,120,282
d__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales|f__Caldilineaceae,193,119,108,90,63,49,93,108,103,142,125,195,133,166,159,129,177
d__Bacteria|p__Chloroflexi|c__Tepidiformia|o__Tepidiformales|f__Tepidiformaceae,172,182,93,106,142,169,134,313,261,359,223,231,203,310,220,211,363
d__Bacteria|p__Chloroflexi|c__Ardenticatenia|o__Ardenticatenales|f__Ardenticatenaceae,171,124,104,120,155,42,90,139,193,154,161,206,176,213,224,221,226
d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales|f__Sphaerobacteraceae,102,78,82,106,51,42,69,92,73,155,70,97,84,134,151,132,102
d__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonosporobacteraceae,113,71,75,71,69,71,65,120,58,113,58,89,38,162,124,127,61
d__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae,186,234,181,271,285,161,182,257,156,330,98,181,45,267,140,279,214
d__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae,89,67,66,62,34,19,40,92,76,101,68,78,57,56,67,54,82
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae,564928,912677,696817,443164,126145,199575,754912,363163,200968,789596,494239,438687,148313,438875,905784,270693,512066
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,14417,14640,17202,8452,6581,7695,12654,9024,7320,10196,10928,10326,5040,11506,18346,9133,11623
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Thiovulaceae,1781,1543,2057,946,867,947,1518,1130,912,1256,1299,1566,724,1718,1846,1539,1518
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Sulfurovaceae,656,595,538,471,329,266,412,461,733,381,492,494,613,538,496,617,792
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Hydrogenimonaceae,211,133,117,88,88,57,138,116,170,138,149,173,219,134,121,173,147
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Nautiliales|f__Nitratiruptoraceae,521,479,386,197,260,214,327,294,289,486,357,380,180,552,623,364,356
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Nautiliales|f__Nautiliaceae,374,300,519,397,192,303,310,403,247,406,327,361,182,460,546,326,362
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae,14951,6305,9764,12712,5726,7322,10069,11112,15564,15592,19312,19135,10955,32219,33090,25353,13059
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfomicrobiaceae,703,386,366,440,319,256,431,487,592,626,677,709,466,902,781,679,644
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfohalobiaceae,203,71,98,73,79,108,119,100,157,120,226,246,94,317,260,153,156
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae,3203,1857,2699,2014,1716,1646,2100,2461,2307,2933,3596,3095,3475,3871,3172,2990,2577
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae,1738,1011,1272,1132,752,786,961,1396,1582,1358,1428,1552,1208,2168,1719,1525,1566
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Archangiaceae,1301,800,706,600,655,466,652,685,925,1036,866,1042,778,1155,958,1016,1102
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae,1159,645,706,584,744,388,661,730,786,1141,815,1048,746,1218,1048,1048,996
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae,521,506,387,403,417,298,391,418,489,587,404,514,448,620,529,551,559
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Vulgatibacteraceae,158,61,64,141,49,45,78,107,103,152,165,135,212,144,108,77,95
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae,853,663,548,462,478,377,560,788,1013,1015,780,931,862,934,718,717,1042
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|g__Minicystis,198,155,134,116,104,43,133,144,168,160,229,180,293,179,159,149,224
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Labilitrichaceae,129,70,80,110,109,66,72,104,138,197,158,172,162,154,169,141,202
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae,109,87,67,52,44,63,91,75,108,128,76,136,57,100,67,77,103
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Kofleriaceae,128,78,76,114,128,66,83,117,121,233,121,190,117,186,140,164,149
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae,3396,2214,1985,2221,1834,1434,1963,2771,3429,3176,2649,2972,2506,3815,3265,2884,3726
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae,687,438,371,547,432,216,438,572,613,653,523,726,646,718,606,537,691
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Syntrophotaleaceae,632,486,289,295,303,172,336,456,860,481,615,642,675,649,570,437,824
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophaceae,533,278,395,497,374,332,322,753,504,632,411,546,344,793,689,505,441
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae,395,298,207,241,181,189,276,494,402,408,395,371,257,475,425,312,324
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales|f__Desulfarculaceae,416,415,353,316,308,223,308,267,335,417,271,436,277,467,344,441,341
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales|f__Bradymonadaceae,256,184,175,183,193,125,139,209,291,234,284,280,208,339,290,249,305
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales|f__Desulfurellaceae,191,88,95,46,24,57,97,110,81,88,78,78,69,78,166,68,146
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|f__Candidatus Desulfofervidaceae|g__Candidatus Desulfofervidus,134,87,273,45,38,49,177,42,71,74,132,106,67,77,48,65,110
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae,18283,12628,15149,24477,324764,7587,11865,66118,15431,25423,13514,13737,11202,17459,13750,14687,17390
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae,5628,3864,6408,3180,2477,2589,4496,4444,4245,4453,4839,4528,3257,5023,4152,4418,5520
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae,4787,3076,3689,2455,2268,1778,2950,3994,3950,4053,3174,3419,3399,4183,3495,3469,4117
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae,4073,2568,4436,2523,2116,2060,3019,2886,2315,3338,3347,2603,1719,3647,3028,3024,3438
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae,3346,2020,2351,1588,1522,1262,1981,2535,2557,2533,2349,2703,2292,3027,2637,2546,2850
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae,762,489,786,429,369,294,633,554,912,720,924,553,642,754,561,708,1103
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Bruguierivoracaceae,284,281,280,164,203,158,190,195,291,222,159,234,119,252,162,218,314
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Budviciaceae,239,159,211,159,194,127,132,144,169,186,285,237,249,230,175,236,188
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|g__Plesiomonas,91,70,63,79,157,43,67,76,99,110,115,91,127,158,104,124,94
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,19441,13789,12205,13045,13256,8875,11681,17035,18620,18337,14618,16894,15242,21311,16790,17985,18804
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,7522,4890,8562,3723,3788,3312,5511,4815,4189,5408,5006,4836,3117,6362,4765,4949,5847
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,13724,25269,21156,3862,25939,29123,5735,11099,4726,19755,4696,9134,3665,9453,4921,4397,6721
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae,4237,3032,3509,3084,2646,2269,2736,3649,3884,3749,3139,3507,2510,4419,3439,3746,4042
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae,3474,2425,2842,2072,1906,2500,2151,2766,2929,3181,2496,2416,2259,3346,2646,3491,3213
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae,2934,1794,2750,1546,1321,1282,2111,1914,1933,2207,2257,1857,1413,2346,1955,2263,2177
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae,994,644,1239,534,507,499,692,756,593,796,699,757,410,1011,924,659,824
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae,344,323,253,263,343,267,273,404,431,309,238,295,218,385,239,301,379
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Psychromonadaceae,338,140,168,87,78,79,124,171,144,173,125,105,80,144,80,108,100
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Ferrimonadaceae,163,127,136,177,62,60,110,101,100,102,83,131,65,138,129,260,121
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Moritellaceae,113,90,98,34,42,55,74,73,201,87,101,61,86,90,107,53,175
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae,5655,6456,6395,2999,5444,5611,3824,4498,4466,6671,4227,5038,3798,5501,3845,4118,5317
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae,1642,1025,1200,1293,1094,753,952,1391,1113,1472,796,933,694,1677,1601,1474,1305
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae,1201,1595,1154,287,1259,1840,483,780,608,1233,477,988,520,773,525,362,599
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae,405,224,278,200,249,135,192,267,195,288,146,174,161,327,188,310,202
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Kangiellaceae,256,168,244,158,151,135,213,206,249,228,257,247,154,302,226,306,296
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Saccharospirillaceae,215,140,119,119,134,115,162,190,206,195,192,273,101,181,167,185,222
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Endozoicomonadaceae,160,136,83,196,119,54,76,157,150,134,155,100,217,163,100,222,94
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae,6457,5439,4379,4791,5199,3451,4477,6327,7516,7119,5291,6303,5436,7214,5170,6593,7517
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae,1301,894,718,860,771,531,737,1072,1273,1161,1165,1262,1278,1279,890,1320,1246
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae,6797,4710,5937,4394,3608,3087,4885,5248,5386,5179,4557,5042,3572,5958,5071,4772,5813
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae,3903,3018,2649,2322,3000,1797,2550,3067,3626,3644,2809,3125,3144,3955,3161,3304,4075
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae,720,579,600,408,547,389,424,397,487,473,339,329,407,562,253,572,503
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae,1724,1285,1285,1272,1205,878,1126,1339,1464,1679,1324,1617,1223,1903,1484,1619,1632
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae,1543,982,955,906,837,635,898,1157,1140,1455,1404,1343,1367,1674,1377,1209,1280
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Wenzhouxiangellaceae,345,330,155,225,168,122,189,419,372,238,204,329,239,272,244,224,345
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Granulosicoccaceae,234,254,192,217,279,195,178,294,193,241,118,184,139,329,170,290,246
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae,154,214,143,174,225,120,174,111,138,172,135,213,162,226,164,263,176
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Thioalkalispiraceae,144,92,79,62,61,37,103,89,93,81,56,147,76,100,96,81,100
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Woeseiaceae,138,119,91,118,68,109,139,102,155,145,137,232,149,219,181,166,136
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|g__Thiohalobacter,101,79,61,68,52,58,65,79,90,137,122,109,158,126,103,89,91
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Thioalkalibacteraceae,76,55,51,83,109,44,70,72,71,94,52,71,82,122,46,86,89
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae,1924,1173,2443,1214,723,1128,1252,1461,847,1317,1282,1158,579,1472,1130,1365,1198
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae,1463,1084,1062,987,867,698,1036,1238,1108,1374,1066,1277,880,1703,1365,1345,1415
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae,474,350,328,184,236,228,284,366,659,329,402,477,320,524,418,364,498
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae,1025,987,1078,814,889,611,795,1109,1085,1250,920,975,864,1435,1038,1162,1202
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae,893,741,540,748,691,501,590,842,1064,948,757,897,810,1066,979,901,931
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae,587,321,255,456,421,203,313,479,369,498,302,452,310,533,510,439,408
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae,243,203,181,207,181,185,185,330,399,235,295,288,288,292,262,235,328
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae,2129,1288,2354,1352,1079,1175,1460,1569,1362,1904,1568,1521,887,2186,1967,1523,1562
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae,464,364,369,299,243,239,288,356,462,404,422,365,307,495,461,398,522
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae,2088,1592,1506,1442,1447,1072,1377,1520,2072,2176,1614,2035,1641,2565,2067,2270,1786
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Gallaecimonas|s__Gallaecimonas mangrovi,145,85,71,29,42,20,60,109,103,75,66,55,124,89,72,85,66
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Pseudohongiella|s__Pseudohongiella spirulinae,143,187,183,200,256,173,153,257,130,173,57,137,64,271,110,275,165
