Taxonomy,Control_327,Control_328,Control_330,DSS_334,DSS_339,DSS_treatedp,D_Control,D_DSS,D_RCE,D_RCE_plus_DSS,RCE_318,RCE_319,RCE_322,RCE_plus_DSS_301,RCE_plus_DSS_305,RCE_plus_DSS_313,Start
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,122875,82205,36659,2130,8427,1817,23786,16694,40713,14803,10278,22604,13409,24822,13206,3340,20963
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus,45114,33237,27579,684,9529,486,14106,22697,9831,14333,2975,7640,3925,14045,5723,3613,4664
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus,33288,37047,12470,6082,42698,4427,9623,22241,13393,25346,12357,5358,2643,3932,2761,2311,13012
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella,1107,610,912,607,478,519,551,772,509,728,450,561,318,758,647,729,645
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus,1068,648,1181,584,287,410,641,804,340,702,571,552,274,515,700,581,627
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc,1009,653,1016,779,362,656,550,1072,502,779,579,709,359,760,702,595,578
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,19090,6489,14254,7455,3392,4689,5973,4753,4616,6627,4335,7803,4370,7948,10851,6304,5816
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus,1049,465,854,806,312,657,509,991,351,853,482,674,265,663,915,639,536
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,18016,7829,12326,7094,5324,6086,7260,10338,5923,10688,5862,8082,4726,10986,11573,9484,7892
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus,2073,983,1966,1356,500,914,1148,2063,842,1586,952,1254,699,1613,1751,1352,1180
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium,1140,567,934,815,385,626,481,897,452,845,429,547,274,800,813,574,540
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus,23022,11266,19345,11164,7419,9834,11899,14033,9809,14549,11012,12538,7309,16717,17133,13708,12651
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus,2625,1156,2114,1082,553,904,1083,1200,813,1284,1087,1415,556,1615,1311,1135,1134
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus,1916,1017,1833,1387,699,1271,1061,1758,763,1343,1061,1223,614,1371,1682,1132,1156
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Priestia,1853,861,1786,779,424,763,1003,1050,772,1006,917,917,514,847,1029,809,1027
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus,1661,842,904,560,546,429,806,783,923,1028,826,1191,713,1220,1399,1004,1117
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Alkalihalobacillus,1259,710,1040,992,782,745,657,925,546,1160,536,739,347,1199,1143,1113,727
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Peribacillus,1006,599,1149,541,382,405,656,641,523,800,570,667,418,942,940,723,606
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus,28897,12664,18184,12118,8977,8756,11911,13846,13612,20654,12466,17544,12126,26475,26952,18850,15254
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus,2730,1215,1783,1164,808,940,1261,1406,1493,1776,1391,1749,1168,2202,2390,1644,1594
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella,1493,658,868,683,640,623,673,1015,881,1321,817,1278,660,1531,1416,1132,912
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus,8781,6754,10944,5783,4452,6899,5771,7446,3719,7859,5111,5092,2737,5143,5979,4853,5734
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus,776,573,918,628,330,616,581,995,470,691,530,534,257,546,762,583,686
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina,1898,900,1265,1128,1047,990,776,1234,797,1393,628,1051,473,1549,1449,1291,853
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planococcus,1831,849,1431,782,523,654,871,965,794,1140,868,1202,631,1484,1602,1053,936
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium|s__Exiguobacterium sp. N4-1P,935,2055,1551,54,1685,2222,234,605,184,1486,177,519,191,414,129,51,289
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Alicyclobacillus,926,506,517,529,408,382,498,572,598,662,714,722,695,814,837,651,585
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria,1812,912,1471,1154,596,994,820,1410,697,1353,741,1055,520,1306,1504,924,937
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium,14077,3410,6698,3026,1443,2118,3662,4359,3154,5573,3006,6137,3094,6895,7305,4603,3560
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea,2127,728,1142,280,256,340,582,1059,728,766,466,619,533,766,1125,969,971
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum,1435,716,310,13185,603,1067,7039,42643,27535,21240,19018,5749,11115,16235,4902,30335,11629
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium,1126,585,1040,519,292,627,693,882,443,706,424,655,340,666,847,651,507
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelothrix,956,661,880,798,331,703,513,1532,527,1180,467,754,327,749,1443,867,692
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter,843,297,523,7427,1147,2145,336,8472,1800,10647,3839,3559,2689,5588,4694,3942,626
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas,3789,1590,1978,1351,1235,1058,1447,1731,1848,2578,1726,2517,1935,3390,3404,2470,2086
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera,1179,616,871,742,638,487,632,906,759,1033,651,939,681,1419,1276,1009,812
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella,1074,613,874,471,378,431,602,467,499,622,521,691,364,795,782,699,608
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus,1509,793,949,365,369,364,711,668,613,1104,440,844,493,1501,1672,1037,744
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium,1313,570,765,672,388,458,530,765,627,770,508,705,614,1178,1272,895,651
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus,982,543,890,836,497,715,613,1047,396,848,482,635,228,694,593,581,593
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Tissierella,883,572,945,752,587,612,574,577,606,718,375,573,413,940,699,754,600
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium,239453,630245,458866,2646,530791,798481,88044,222249,75341,420762,39407,185160,63235,120607,30833,9504,87879
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium,2950,1955,1621,1580,1457,1115,1868,2296,3150,2955,2541,3057,2557,2972,2624,2431,2938
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter,2002,1475,1421,1307,1107,856,1220,1607,1604,1733,1225,1606,1318,2127,1589,1739,1872
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium,845,726,519,548,454,352,548,786,857,876,688,893,584,981,749,819,932
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,45363,28529,12235,7823,15772,27266,9733,70197,53786,25661,38319,18702,34205,15964,12775,24737,19594
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium,3049,2007,1675,1642,1726,1168,1780,2490,2975,2846,2278,3052,2260,3045,2422,2457,3062
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium,2483,1554,1466,1296,1314,984,1402,1804,2468,2441,2140,2378,2182,2519,2081,2135,2618
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium,6469,4805,4512,4038,4431,2989,3818,5268,6346,6413,4950,5913,5153,6857,5536,5918,6803
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus,2164,1775,1418,1467,1614,1011,1355,1787,2069,2234,1731,1821,1899,2417,1926,2048,2322
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Nocardia,1584,961,866,840,900,543,829,971,1114,1492,1067,1186,1245,1493,1320,1314,1299
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia,910,773,550,655,585,451,569,724,756,874,625,800,917,950,624,859,890
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces,18078,11250,10892,9017,9903,7762,9838,12151,12656,19549,11284,15120,11315,18930,16149,14703,14374
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides,1719,999,1123,851,1157,723,1000,1287,1360,2045,1200,1494,1128,1971,1520,1577,1545
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,2277,1472,1374,1030,1067,744,1154,1613,1935,2119,1360,1622,1503,2349,1983,1751,1960
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis,1065,682,620,629,567,429,549,857,1071,1107,872,1005,826,977,822,791,1098
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora,1877,1119,1215,1100,1188,778,1106,1233,1300,2122,1211,1617,1175,2101,1752,1836,1430
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia,2390,1520,1334,1711,1779,987,2004,3073,2267,3075,1646,1695,1514,2712,1944,1585,2466
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella,1422,907,805,874,641,572,997,1315,1214,1665,947,1320,1046,1563,1498,1318,1157
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter,1109,632,669,607,412,374,654,826,791,1057,675,747,635,1037,856,716,854
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella,2504,1361,1440,1104,998,1073,1275,2679,3861,3055,1986,2046,2868,3300,3075,3035,1591
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella,741,432,402,386,247,298,403,967,1309,884,658,571,1047,930,869,919,524
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,1027,622,711,698,560,462,597,761,708,1048,520,891,546,1324,1100,1153,612
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma,3283,2312,4168,2944,2256,2694,3009,3549,1591,2714,2589,2440,1228,2109,2087,2429,2784
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasmopsis,1675,1224,2637,1426,697,1308,1516,1712,838,1240,1412,1267,602,1304,1418,1324,1407
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma,2741,1804,3950,2264,1072,2092,2447,2697,1266,2194,2166,1956,965,1617,1975,1907,2290
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma,715,725,951,1063,347,899,634,2074,363,1704,652,1152,300,987,2654,1344,779
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus,1988,1277,1200,1415,1400,908,1117,1501,1640,2090,1254,1690,1440,2416,2143,2089,1815
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter,564817,912475,696743,443139,126107,199544,754797,363126,200905,789529,494198,438635,148266,438820,905631,270651,511986
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter,7195,9373,7936,4301,3680,3517,6764,4462,3920,5583,5133,5459,2583,6288,10981,4632,5863
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Aliarcobacter,2317,1502,3020,1232,731,1224,1793,1274,930,1211,1781,1338,635,1320,1718,1256,1672
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter,1801,1044,2121,824,634,835,1366,879,840,1022,1592,1263,703,1233,1471,1035,1411
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Malaciobacter,1035,734,1567,595,303,588,894,654,474,622,869,596,354,616,682,589,895
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Sulfurospirillum,685,796,748,524,569,509,611,564,535,656,546,556,349,883,1669,637,676
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Thiovulaceae|g__Sulfurimonas,1720,1487,1994,868,752,860,1453,1031,833,1124,1192,1450,684,1545,1718,1412,1456
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio,11594,4178,7097,10259,3795,5421,7590,8718,12540,12110,14823,14858,8668,25691,28010,21582,9827
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Pseudodesulfovibrio,1678,1074,1157,1120,985,776,1143,1258,1428,1610,1663,1819,1285,2500,1964,1764,1559
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfosarcina,999,539,659,625,545,401,656,806,909,845,1837,1053,2243,973,743,848,869
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfobulbus,752,424,538,603,406,343,448,583,668,618,590,625,589,928,703,792,673
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium,671,534,409,362,398,292,414,656,720,827,573,724,724,766,553,576,823
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter,3215,2078,1878,2137,1787,1361,1874,2698,3224,3041,2484,2813,2335,3645,3123,2742,3532
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter,3196,2074,2456,1689,2241,1087,1941,1625,1975,2089,1914,2030,1770,2513,2010,2253,2342
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella,2475,1732,1808,1157,1761,1021,1420,1554,1906,1826,1702,1835,1579,1943,1705,1688,2406
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter,2270,1581,1639,1340,1873,789,1389,1818,2061,1578,1671,1529,1291,1626,1462,1657,2226
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia,1159,720,1047,6067,124305,477,773,21080,1264,5336,1037,721,640,1586,953,1105,1318
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Salmonella,811,553,699,433,1018,288,624,734,800,697,798,648,536,886,619,710,897
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Buchnera,2010,1186,3295,1194,689,1060,1930,1446,1039,1435,2045,1546,764,1464,1321,1469,1836
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea,1807,1419,1477,1102,946,844,1299,1344,1479,1522,1186,1466,1227,1732,1223,1434,1785
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Erwinia,1085,741,1151,457,326,340,802,753,814,815,1019,818,707,895,926,694,990
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia,2485,1643,1816,1298,1144,946,1607,2134,2226,2217,1741,1943,1955,2366,1834,1956,2337
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Yersinia,1596,947,1168,680,640,498,850,1030,1097,1040,895,797,835,1072,1099,922,1169
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus,1260,744,1461,673,476,611,944,831,699,920,1069,744,490,975,829,849,1024
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Providencia,1195,793,1293,700,711,591,869,698,709,1026,989,684,477,1169,1020,921,1077
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae|g__Dickeya,1410,748,965,590,649,486,820,1041,1105,1052,1000,1134,982,1208,1019,1034,1096
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae|g__Pectobacterium,1100,849,859,689,604,531,732,1034,936,946,724,991,672,1102,979,985,1224
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,18636,13121,11473,12490,12669,8356,11151,16308,17920,17516,14033,16151,14657,20477,16288,17168,18004
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter,6148,3889,7428,2733,2929,2495,4609,3502,3205,3960,3987,3670,2370,4593,3291,3674,4573
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella,8872,22060,16691,485,20606,26494,2560,7240,1798,15864,1582,5859,1827,4825,1176,639,3037
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,1202,669,859,832,786,620,694,815,698,960,876,726,572,1268,842,925,889
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter,1500,1005,1093,981,951,692,982,1281,1269,1267,1078,1381,929,1555,1141,1204,1289
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas,1248,768,1065,669,517,604,671,945,998,976,834,830,570,1081,953,940,1040
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella,3230,2244,2596,1829,1720,2349,1969,2541,2787,2970,2349,2288,2175,3151,2513,3155,3036
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas,2791,1741,2678,1444,1246,1220,2058,1803,1856,2114,2110,1780,1266,2240,1872,2105,2102
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas,4382,5481,5376,2064,4392,4976,3068,3439,3459,5448,3368,4100,3002,4081,2844,2940,4175
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax,1134,1510,1103,203,1216,1787,416,682,499,1121,386,892,423,676,393,292,484
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas,1842,1740,1425,1525,1804,1048,1336,1785,2193,1964,1305,1855,1435,2123,1393,2111,2247
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas,1785,1496,1285,1091,1282,993,1260,1407,1999,1864,1442,1619,1516,1789,1266,1492,2114
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter,1148,844,625,914,715,543,706,1246,1164,1218,893,959,912,1289,986,1066,1227
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio,5402,3710,4749,3839,3075,2486,3975,4217,4313,4201,3654,4020,2902,4828,4034,3852,4628
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas,3245,2592,2257,2009,2710,1478,2191,2735,3133,3092,2401,2596,2757,3260,2550,2781,3508
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella,1754,1098,2281,1091,657,1009,1147,1289,776,1181,1133,1051,449,1327,1023,1248,1105
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer,893,741,540,748,691,501,590,842,1064,948,757,897,810,1066,979,901,931
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella,1995,1178,2213,1191,1019,1070,1393,1377,1286,1753,1470,1391,842,2054,1764,1402,1448
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas,840,513,524,461,495,346,458,539,681,714,594,780,653,874,704,674,588
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas,97988,177012,38873,78017,18841,52602,65319,281654,247327,230444,289320,115858,283024,101924,34556,265173,185907
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia,3287,2425,1907,1976,1812,1313,1888,2652,3372,3141,2613,3177,2955,3056,2717,2842,3316
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia,1976,1412,1214,1183,1210,862,1171,1586,2116,1958,1701,2056,2075,1903,1525,1698,2133
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus,1832,1282,1051,1098,1119,788,1031,1418,1695,1759,1446,1682,1542,1939,1617,1594,1756
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea,917,607,532,604,385,256,595,602,836,646,580,921,716,670,563,653,950
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia,796,656,975,857,533,436,555,953,826,767,615,851,576,902,644,749,767
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax,1540,1100,889,768,1058,494,843,1035,1279,1356,1224,1421,1106,1415,1047,1186,1340
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax,1157,877,704,812,765,465,656,1163,1149,1140,909,1013,1010,1182,1009,1095,1357
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas,1019,838,629,683,559,440,666,831,1199,999,828,854,1078,950,800,859,1296
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax,925,582,456,625,534,423,553,854,830,877,611,655,585,921,673,779,898
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter,1454,1272,1046,1027,1073,658,949,998,1170,1351,904,1274,1021,1652,1114,1576,1366
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella,1410,944,824,888,907,584,838,1293,1499,1329,1140,1286,1165,1416,1194,1274,1551
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia,1674,1229,1007,851,1125,659,982,1280,2323,1571,1576,1594,1621,1512,1157,1345,2150
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum,834,526,411,523,553,364,415,812,746,639,548,693,574,873,558,765,707
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria,2867,2492,2144,2307,2456,1681,1990,2452,3151,2899,2344,2668,2190,3509,3045,2751,3325
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Azoarcus,903,680,486,544,457,397,546,886,912,870,766,989,857,953,878,808,1005
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium,4606,3560,3200,2885,3038,2020,2794,3489,3681,3854,2878,3548,3197,4702,3601,4082,3982
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium,1887,1252,1138,972,874,561,1008,1171,1410,1417,1219,1435,1262,1640,1353,1352,1484
