Taxonomy,Control_327,Control_328,Control_330,DSS_334,DSS_339,DSS_treatedp,D_Control,D_DSS,D_RCE,D_RCE_plus_DSS,RCE_318,RCE_319,RCE_322,RCE_plus_DSS_301,RCE_plus_DSS_305,RCE_plus_DSS_313,Start
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio hungatei,3746,790,1874,938,349,791,829,821,759,1399,711,1541,694,2820,2623,1636,887
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes hadrus,8419,2121,5053,1340,595,1120,1889,1167,1609,2227,1177,1983,1332,3935,4752,2415,2030
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes caccae,5997,1590,3181,1059,533,1070,1763,1286,1220,2431,1260,1780,1304,3690,3754,2321,1424
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes rhamnosivorans,5469,1386,2948,1105,453,958,1569,1025,1073,1914,889,1657,979,3156,3523,2037,1171
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum hallii,18469,2923,6654,1647,1037,1530,3524,1832,2047,3042,3284,7951,3431,4672,5137,2866,2910
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna sedimenticola,6291,1713,4784,1246,611,1088,1543,1300,1250,2254,1198,2180,1346,3525,4137,2123,1789
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna sp. CTTW,5790,1379,3289,1216,553,1049,1316,1242,960,2137,951,1755,891,3442,3916,2234,1327
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna cellulosilytica,4430,1162,2644,1090,561,991,1144,1002,869,1673,837,1495,758,2717,3125,1981,1162
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira eligens,8510,2319,6181,1647,917,1744,2213,1786,1610,3882,1528,2766,1580,5870,7924,4550,1921
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum umeaense,4918,1163,2136,824,419,766,1141,1062,1060,1807,919,1625,935,2850,3268,2098,1156
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Herbinix|s__Herbinix luporum,3588,1137,2632,953,439,948,1204,1046,908,1747,915,1613,722,2781,3326,1981,1092
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum propionicum,3400,770,2426,740,526,621,1194,919,925,1481,602,1020,555,2453,1758,901,1195
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Pseudobutyrivibrio|s__Pseudobutyrivibrio xylanivorans,3154,968,2238,761,584,687,949,794,739,1315,577,1212,593,2357,2424,1568,909
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Acutalibacter|s__Acutalibacter muris,115391,34663,65830,12009,17452,16211,30931,19087,21625,45387,21067,45002,19631,69011,86870,46478,27251
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor plautii,40280,15926,23336,7872,8199,10922,21245,12360,16906,36356,8950,23249,9135,49538,52221,29068,15907
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii,36322,11185,17732,7215,5406,6562,11379,7596,9060,18662,8449,17537,7671,27072,28502,19408,10456
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter sp. NSJ-62,18237,7533,11172,4446,3260,3800,7755,5791,5537,15436,3529,10073,3517,24406,21932,14700,5928
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter sp. PEA192,1888,800,1293,553,371,414,763,600,472,1729,423,1069,402,2774,2413,1795,615
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter valericigenes,11462,4729,7161,3060,2152,2456,4830,3900,3301,9520,2434,6191,2477,15605,13512,9638,3882
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus champanellensis,2731,1045,1672,1889,3928,2216,1566,2918,1070,2946,823,2513,801,3981,4878,4312,1413
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans,1834,669,1341,1481,3998,1490,914,2595,844,1914,734,1528,697,2510,2883,3143,1299
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus albus,1658,851,1144,1218,1767,1335,934,1515,834,1491,534,1396,544,2333,2266,2124,1032
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. JE7A12,1054,444,1047,620,520,692,648,950,594,914,618,1245,541,1119,1320,1046,759
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans,5491,2132,3189,1909,1367,1416,2255,2795,1782,6395,1733,3645,1396,7564,6592,9582,2231
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproiciproducens|s__Caproiciproducens sp. 7D4C2,2921,1198,1749,724,668,762,1327,810,892,1866,853,1848,791,2671,2568,1725,1093
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproiciproducens|s__Caproiciproducens sp. NJN-50,1760,662,1089,512,425,808,947,728,709,1498,639,1535,597,2379,2206,1609,863
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter welbionis,4540,1734,2952,946,924,1045,1817,1468,1214,3576,781,2269,801,4912,5774,3314,1443
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ethanoligenens|s__Ethanoligenens harbinense,2138,830,1203,632,546,531,886,816,790,1382,734,1461,679,1836,2161,1306,815
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminiclostridium|s__Ruminiclostridium herbifermentans,822,574,711,978,497,674,451,937,360,778,365,558,226,791,822,774,488
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Thermoclostridium|s__Thermoclostridium stercorarium,844,458,607,496,609,532,504,676,472,767,404,757,294,1073,942,892,566
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. SY8519,7529,2096,3776,1383,849,1198,2151,1325,1481,3064,1403,2964,1349,4528,5155,2958,1963
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium botulinum,3728,2327,4500,2987,1520,2749,2413,4010,1559,3014,2249,2267,1202,2206,2355,2445,2213
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium pasteurianum,2538,940,1886,1255,604,1082,1043,1332,689,1313,919,1009,595,1546,1390,1165,936
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium perfringens,2312,1544,3049,2309,814,1958,1878,4588,1400,2927,1877,1678,1402,2098,2573,2629,1842
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium butyricum,1857,942,2000,1308,456,1018,930,2145,594,1466,821,907,659,1101,1363,1187,826
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium saccharoperbutylacetonicum,1763,741,1444,1072,417,865,714,1392,384,1043,557,699,402,1086,934,970,675
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium kluyveri,1739,704,1644,889,488,765,688,933,477,996,594,893,350,1133,1072,834,642
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium saccharobutylicum,1076,597,1305,718,233,569,534,1105,347,698,457,408,322,526,513,532,581
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium beijerinckii,1020,509,1176,628,276,548,579,895,352,665,518,493,290,669,740,643,544
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium bornimense,855,612,901,1069,333,916,413,1485,292,804,285,473,288,484,659,576,416
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium baratii,816,705,963,1405,433,1290,567,2384,422,1281,528,473,530,583,929,892,511
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium gasigenes,586,531,552,1068,345,1075,332,1748,221,916,400,399,431,450,726,753,369
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella hathewayi,12622,3845,6762,1855,1096,2327,3690,2356,2667,5398,2830,5524,2492,7383,8774,4341,3454
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales Family XIII. Incertae Sedis|g__Aminipila|s__Aminipila sp. JN-18,1657,538,1074,668,539,635,750,773,600,1139,440,868,481,1583,1660,1116,617
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides difficile,15047,5560,11334,3889,4943,4072,5374,5630,3743,8975,5044,7198,4520,11379,10982,9828,5625
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia ilealis,2925,4258,495,9373,3590,15901,720,18174,5164,28270,5657,2801,5257,8328,7266,4181,2927
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptacetobacter|s__Peptacetobacter hiranonis,686,501,1110,707,271,502,466,689,390,650,506,688,236,932,770,545,519
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__[Eubacterium] cellulosolvens,3931,1244,2107,1106,607,975,1115,953,957,2008,908,1802,875,2973,3318,2045,1143
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium sp. NSJ-61,3845,1211,2222,501,367,513,834,823,748,1204,615,1019,560,1211,3078,883,831
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium limosum,2132,752,1394,519,461,452,739,603,569,1117,468,1121,520,1412,1613,1049,777
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella sp. Marseille-P3954,2712,1072,1455,733,585,628,983,908,792,1695,847,1639,884,2522,2705,1759,1001
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella minuta,1910,569,744,617,537,563,504,849,679,1072,458,932,495,1390,1576,994,693
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus johnsonii,91257,63585,25894,198,7287,196,19318,13375,36786,11991,7903,18858,11728,21496,10147,1378,18154
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus reuteri,43743,32514,26921,497,9180,201,13666,22067,9262,13715,2672,7117,3678,13419,5190,3177,4190
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus murinus,30321,34565,10640,5111,40134,3580,8414,20328,12171,23210,11224,4202,2034,2635,1455,1179,11596
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecalis,10379,3671,8921,5070,1165,2549,3280,1701,2232,2645,1472,4309,2046,3692,5469,2752,2687
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecium,3698,875,1423,275,304,472,732,524,614,891,885,1024,909,911,1064,680,909
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus suis,1467,1040,1184,723,733,621,724,785,490,831,463,735,343,980,1131,968,750
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus cereus,1112,600,1533,462,308,380,908,606,470,633,746,644,350,583,541,581,815
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus thuringiensis,1017,561,1241,519,291,498,687,549,474,624,624,490,335,986,644,578,751
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus aureus,1468,2095,2207,474,2011,2494,824,1230,487,2318,732,755,376,748,1198,416,731
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__[Clostridium] innocuum,13101,2810,5863,2113,1219,1555,3055,2274,2546,4488,2634,5694,2903,6266,6227,4159,3076
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium ramosum,974,595,833,912,222,562,607,2082,607,1084,371,443,190,628,1077,444,483
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea cylindroides,2127,728,1142,280,256,340,582,1059,728,766,466,619,533,766,1125,969,971
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum rodentium,1435,716,310,13185,603,1067,7039,42643,27535,21240,19018,5749,11115,16235,4902,30335,11629
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium|s__Amedibacterium intestinale,1126,585,1040,519,292,627,693,882,443,706,424,655,340,666,847,651,507
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter sanguinis,430,163,257,2315,405,728,171,2629,591,3396,1283,1202,904,1854,1627,1317,240
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter sp. H121,388,111,232,4277,633,1196,146,4884,1023,6029,2178,1977,1516,3114,2556,2217,319
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas ruminantium,1108,554,599,386,334,350,490,644,680,697,523,783,540,980,899,613,736
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Tissierella|s__Tissierellia sp. JN-28,883,572,945,752,587,612,574,577,606,718,375,573,413,940,699,754,600
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium flaccumfaciens,239096,629981,458566,2332,530454,798268,87809,221830,75103,420277,39155,184835,63016,120212,30579,9176,87507
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pseudolongum,38832,24922,8512,5243,13222,25112,6753,65615,49411,20589,35044,14640,30751,9562,6575,19506,15841
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia equolifaciens,1128,701,584,730,788,448,910,1456,1081,1424,761,753,610,1274,948,749,1237
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella aerofaciens,1027,622,711,698,560,462,597,761,708,1048,520,891,546,1324,1100,1153,612
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter typhlonius,520040,799339,647689,284006,102117,185195,688312,322899,178379,734440,456303,404742,131743,368630,691965,252593,447425
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter hepaticus,19092,46226,21975,29447,12543,6223,28840,25359,12132,28377,20429,18194,10629,54239,156275,8080,35571
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter cinaedi,6321,25479,5939,2553,2586,1575,11830,2823,3142,6234,3856,3407,1206,3534,6664,2219,5427
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter apodemus,2954,5207,3218,119504,1300,1178,3595,3819,914,3416,2139,1922,751,1754,8424,1207,10488
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter bilis,1542,3940,1703,726,505,467,2233,790,614,1731,1257,1057,412,918,2119,640,1381
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter himalayensis,1264,3491,1159,508,464,338,1828,542,504,1213,845,717,296,830,2042,422,999
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter pylori,637,1487,865,320,507,290,887,344,474,477,502,565,304,541,1292,462,508
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter winghamensis,170,478,141,103,1141,291,216,89,71,113,98,86,29,106,8076,66,233
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio fairfieldensis,2986,709,1357,3868,763,1607,1487,2897,4624,3779,3224,3189,2308,9027,12877,8380,2320
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio sp. 86,815,247,512,569,261,318,513,642,856,748,825,921,608,1318,1362,1312,677
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio desulfuricans,1303,446,830,1016,324,495,861,804,1207,1207,1742,1764,1041,2488,2452,2076,1162
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio piger,1138,305,771,867,278,453,851,713,974,1145,1592,1575,831,2428,2340,1982,881
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio vulgaris,997,365,770,807,355,483,777,672,837,1012,1555,1556,655,2338,1859,2090,833
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium|s__Sorangium cellulosum,671,534,409,362,398,292,414,656,720,827,573,724,724,766,553,576,823
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia coli,697,406,690,4889,103704,322,485,17524,789,4170,643,471,346,1157,693,742,758
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Buchnera|s__Buchnera aphidicola,2010,1186,3295,1194,689,1060,1930,1446,1039,1435,2045,1546,764,1464,1321,1469,1836
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas putida,723,489,425,425,399,342,477,818,863,669,657,670,742,864,750,762,812
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas stutzeri,943,602,580,626,490,294,458,686,899,738,677,647,815,930,727,686,924
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella|s__Pasteurella multocida,8706,21862,16515,302,20410,26329,2391,7043,1679,15726,1495,5761,1787,4663,1114,472,2875
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. N3-2A,1103,3118,2368,30,2873,3777,349,1017,244,2377,224,841,260,625,140,37,423
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas muris,97988,177012,38873,78017,18841,52602,65319,281654,247327,230444,289320,115858,283024,101924,34556,265173,185907
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium leguminosarum,842,664,547,444,502,334,468,594,589,625,441,598,515,754,696,678,806
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira murdochii,14388,8063,9017,9793,2706,2505,3820,1750,1598,12229,5223,3607,1043,8130,7138,8867,4482
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira hyodysenteriae,11963,6747,7507,8337,2386,2182,3081,1462,1382,10336,4381,3008,908,6578,5994,7394,3880
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira hampsonii,11960,6811,7399,8141,2250,2010,3073,1400,1356,10281,4176,3016,858,6536,5999,7264,3775
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira intermedia,8710,4837,5389,6029,1684,1583,2325,1224,991,7611,3036,2259,675,4964,4497,5423,2880
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira pilosicoli,6270,3537,4279,4322,1303,1293,1833,944,842,5520,2295,1875,534,3819,3427,3919,2143
d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia muciniphila,2018,2359,1605,3555,3139,1530,1838,4216,3616,2575,2789,2831,3212,3508,2042,3684,3198
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium nucleatum,1039,656,1512,755,336,597,825,824,481,781,722,663,289,707,713,639,817
d__Eukaryota|k__Metazoa|p__Chordata|c__Dipnotetrapodomorpha|c__Mammalia|o__Primates|f__Hominidae,776656,1454624,1532525,46187,1192949,1567207,525243,453488,250052,1043675,441089,485311,230554,361101,131356,181101,481277
d__Viruses|k__Pararnavirae|p__Artverviricota|c__Revtraviricetes|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,1223,3110,2301,6,2501,3388,308,862,168,2069,194,726,223,507,124,38,385
