feature,metadata,value,coef,stderr,N,N.not.0,pval,qval
RXN0-6981,DSS_only,TRUE,0.762616716635336,0.11450293873319,12,12,0.00028778899790191,0.0150363687431308
RXN0-6982,DSS_only,TRUE,0.762616716635336,0.11450293873319,12,12,0.00028778899790191,0.0150363687431308
RXN0-6983,DSS_only,TRUE,0.762616716635336,0.11450293873319,12,12,0.00028778899790191,0.0150363687431308
RXN0-6984,DSS_only,TRUE,0.762616716635336,0.11450293873319,12,12,0.00028778899790191,0.0150363687431308
RXN0-6985,DSS_only,TRUE,0.762616716635336,0.11450293873319,12,12,0.00028778899790191,0.0150363687431308
RXN0-6987,DSS_only,TRUE,0.762616716635336,0.11450293873319,12,12,0.00028778899790191,0.0150363687431308
RXN0-6988,DSS_only,TRUE,0.762616716635336,0.11450293873319,12,12,0.00028778899790191,0.0150363687431308
MEVALONATE-KINASE-RXN,DSS_only,TRUE,-1.10977291898026,0.16686673628796,12,9,0.000290348074464194,0.0150842503800906
RXN-6622,DSS_only,TRUE,0.763469292752783,0.11498411145111,12,12,0.000293282660949678,0.0152028037095528
325-BISPHOSPHATE-NUCLEOTIDASE-RXN,DSS_only,TRUE,0.612501758684391,0.0935875816941812,12,12,0.00032041588422012903,0.0162809583137194
3.4.15.5-RXN,DSS_only,TRUE,0.7772635071621808,0.1205722172585,12,12,0.000351444143701981,0.0173473487774659
GLUCOKIN-RXN,DSS_only,TRUE,0.574940812947015,0.0901832089984156,12,12,0.000376044329060645,0.018363788495703
RXN-11290,DSS_only,TRUE,0.9189086327137349,0.14512193337054097,12,12,0.000391937839912808,0.0188070338424063
NADPH-DEHYDROGENASE-RXN,RCEwDSS_only,TRUE,0.701949474350377,0.111202006310599,12,12,0.000399380768209293,0.0188314733230282
FORMALDEHYDE-TRANSKETOLASE-RXN,DSS_only,TRUE,0.756075675703021,0.120786846618682,12,12,0.00042023591303876,0.0192381153169751
RXN-21040,DSS_only,TRUE,0.756075675703021,0.120786846618682,12,12,0.00042023591303876,0.0192381153169751
2-DEHYDROPANTOATE-REDUCT-RXN,DSS_only,TRUE,0.390805376786341,0.0626478722395881,12,12,0.000429059564475013,0.0193644595899935
3.2.1.3-RXN,DSS_only,TRUE,0.9320835947351651,0.150563370882257,12,12,0.00044933340672507,0.019988413564506
RXN-9024,DSS_only,TRUE,0.9320835947351651,0.150563370882257,12,12,0.00044933340672507,0.019988413564506
BETA-GLUCURONID-RXN,DSS_only,TRUE,0.8522738875690842,0.139579258487385,12,12,0.000488177380945905,0.0212411581806785
RXN-15289,DSS_only,TRUE,0.8522738875690842,0.139579258487385,12,12,0.000488177380945905,0.0212411581806785
RXN-15291,DSS_only,TRUE,0.8522738875690842,0.139579258487385,12,12,0.000488177380945905,0.0212411581806785
NUCLEOSIDE-DEOXYRIBOSYLTRANSFERASE-RXN,DSS_only,TRUE,-1.3424787275913999,0.21994318038662303,12,7,0.0004892693290914219,0.0212756109480999
THREONINE-ALDOLASE-RXN,DSS_only,TRUE,1.0338659558141101,0.17047979123863097,12,12,0.0005086286945021041,0.0219497650865724
RXN-10769,RCEwDSS_only,TRUE,0.593729628324126,0.0982789265543005,12,12,0.000520446413659684,0.0222501926398021
RXN-10773,RCEwDSS_only,TRUE,0.593729628324126,0.0982789265543005,12,12,0.000520446413659684,0.0222501926398021
RXN-13602,RCEwDSS_only,TRUE,0.593729628324126,0.0982789265543005,12,12,0.000520446413659684,0.0222501926398021
RXN-13603,RCEwDSS_only,TRUE,0.593729628324126,0.0982789265543005,12,12,0.000520446413659684,0.0222501926398021
RXN-14179,RCEwDSS_only,TRUE,0.593729628324126,0.0982789265543005,12,12,0.000520446413659684,0.0222501926398021
RXN-18846,RCEwDSS_only,TRUE,0.593729628324126,0.0982789265543005,12,12,0.000520446413659684,0.0222501926398021
RXN-21055,RCEwDSS_only,TRUE,0.593729628324126,0.0982789265543005,12,12,0.000520446413659684,0.0222501926398021
RXN-5341,RCEwDSS_only,TRUE,0.593729628324126,0.0982789265543005,12,12,0.000520446413659684,0.0222501926398021
RXN-8036,RCEwDSS_only,TRUE,0.593729628324126,0.0982789265543005,12,12,0.000520446413659684,0.0222501926398021
RXN-9674,RCEwDSS_only,TRUE,0.593729628324126,0.0982789265543005,12,12,0.000520446413659684,0.0222501926398021
RXN18C3-14,RCEwDSS_only,TRUE,0.593729628324126,0.0982789265543005,12,12,0.000520446413659684,0.0222501926398021
3.2.1.21-RXN,RCEwDSS_only,TRUE,0.593729628324126,0.0985734822946004,12,12,0.0005298639948803941,0.0225443513500341
OROTATE-REDUCTASE-NADH-RXN,RCEwDSS_only,TRUE,0.796032692887498,0.132161938248526,12,12,0.000529894085383308,0.0225443513500341
RXN-14907,RCEwDSS_only,TRUE,0.873659327151203,0.145907484192108,12,3,0.0005489213726306481,0.0228917807413171
TAURINE-AMINOTRANSFERASE-RXN,RCEwDSS_only,TRUE,0.873659327151203,0.145907484192108,12,3,0.0005489213726306481,0.0228917807413171
RXN-9929,DSS_only,TRUE,0.70817193993118,0.118439629999934,12,12,0.000553648442941089,0.0229518985745337
RXN-9778,DSS_only,TRUE,0.9526862954506099,0.15950587101244398,12,12,0.000557228891931048,0.0230467070436662
GLYCERATE-DEHYDROGENASE-RXN,DSS_only,TRUE,0.722039040459412,0.121697243512672,12,12,0.000579837191309466,0.0237705944854477
3.4.15.6-RXN,RCEwDSS_only,TRUE,0.675186174842822,0.114275352771623,12,4,0.000594412948241437,0.024217336640627002
AMP-NUCLEOSID-RXN,DSS_only,TRUE,1.66330380358868,0.2820511375825,12,11,0.000601193955092284,0.024386537245360003
GUANINE-DEAMINASE-RXN,DSS_only,TRUE,1.10853994529171,0.190655491395585,12,12,0.000653886590384615,0.0254747447102005
RXN-15261,DSS_only,TRUE,1.10853994529171,0.190655491395585,12,12,0.000653886590384615,0.0254747447102005
RXN-7668,DSS_only,TRUE,0.6987535727734331,0.121326277487214,12,12,0.000691781201936584,0.026499041978967002
1.2.3.3-RXN,DSS_only,TRUE,-0.8397833744227159,0.14688417352319,12,7,0.000722316628892009,0.0268417521950134
2.7.11.24-RXN,DSS_only,TRUE,-1.4606160120466,0.254441503842888,12,10,0.00070528561695888,0.0268417521950134
3.4.14.4-RXN,DSS_only,TRUE,0.8363295518928909,0.145813452113982,12,12,0.000708825689651661,0.0268417521950134
GLUTAMATE-FORMIMINOTRANSFERASE-RXN,DSS_only,TRUE,0.683150722348584,0.11900346581282198,12,12,0.000705201048795666,0.0268417521950134
RXN-14950,DSS_only,TRUE,0.424516916252046,0.0743857036390652,12,12,0.0007300735568721389,0.0268417521950134
RXN-14957,DSS_only,TRUE,0.424516916252046,0.0743857036390652,12,12,0.0007300735568721389,0.0268417521950134
RXN-14959,DSS_only,TRUE,0.424516916252046,0.0743857036390652,12,12,0.0007300735568721389,0.0268417521950134
RXN-20716,DSS_only,TRUE,0.683150722348584,0.11900346581282198,12,12,0.000705201048795666,0.0268417521950134
RXN0-949,DSS_only,TRUE,0.424516916252046,0.0743857036390652,12,12,0.0007300735568721389,0.0268417521950134
RXN-10759,DSS_only,TRUE,1.1186848686389599,0.197458809378674,12,12,0.000762179229788831,0.0271264761742878
