Sample_ID,Control_327,Control_328,Control_330,DSS_334,DSS_339,DSS_treatedp,D_Control,D_DSS,D_RCE,D_RCE_plus_DSS,RCE_318,RCE_319,RCE_322,RCE_plus_DSS_301,RCE_plus_DSS_305,RCE_plus_DSS_313,Start
X0,618026.0,648252.0,755804.0,631384.0,673924.0,743393.0,680141.0,635064.0,548401.0,647796.0,652052.0,663328.0,614765.0,657645.0,614739.0,665880.0,617485.0
X1,361807.0,334330.0,230420.0,343271.0,305475.0,243064.0,300412.0,340452.0,430197.0,327477.0,328735.0,316074.0,368766.0,318697.0,358494.0,313955.0,363857.0
X2,0.0,0.0,0.0,0.0,0.0,537.201,0.0,0.0,0.0,2382.09,4231.7,6410.22,0.0,3577.68,5430.36,2698.27,2008.23
X3,1217.37,0.0,583.4119999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1529.98,0.0,1581.52,3072.26,0.0,676.2639999999999
X4,0.0,0.0,0.0,537.441,0.0,0.0,0.0,135.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X5,0.0,0.0,0.0,607.974,3035.19,970.467,0.0,1613.99,527.9730000000001,2032.69,806.327,917.316,502.559,397.67699999999996,861.3,2670.45,464.091
X6,2209.72,806.961,1466.14,0.0,0.0,0.0,1150.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1459.16
X7,1457.06,2931.06,1888.64,14091.3,38722.9,7306.65,5068.93,32309.7,9277.03,34711.4,5342.99,4583.26,2888.89,6105.4,10933.4,7245.98,3842.75
X8,423.07,0.0,0.0,0.0,0.0,0.0,1135.84,0.0,1240.23,0.0,1543.46,1802.22,557.515,0.0,0.0,0.0,1204.28
X9,2928.26,3860.42,1254.72,21964.8,11914.1,9862.5,5875.5,23624.2,20968.0,14068.3,8833.71,0.0,9463.78,8771.48,5629.08,11805.5,8726.91
X10,0.0,3600.2,0.0,13928.3,5070.9,5260.07,7808.48,8168.09,16104.1,6197.29,4585.17,0.0,7748.47,4296.83,2988.62,5765.33,5765.03
X11,0.0,182.13099999999997,0.0,142.584,341.56199999999995,79.8516,1920.38,149.73,4560.43,755.935,172.56400000000002,0.0,507.82300000000004,522.985,277.622,98.0092,973.447
X12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X14,1252.19,886.6619999999999,203.50400000000002,254.87400000000002,459.51099999999997,1378.81,178.015,3048.47,2253.88,611.655,1607.38,642.565,1888.71,311.471,185.322,950.913,692.324
X15,3491.23,1568.85,1059.07,0.0,0.0,1383.94,0.0,1095.98,0.0,1910.46,0.0,0.0,0.0,3769.15,4259.54,0.0,0.0
X16,4201.0,5367.55,4113.87,0.0,0.0,0.0,1495.06,0.0,0.0,447.68800000000005,0.0,1660.43,3252.7,1869.83,3068.41,0.0,0.0
X17,0.0,0.0,0.0,6471.44,41183.8,0.0,0.0,8597.75,0.0,3739.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X18,0.0,0.0,0.0,0.0,0.0,0.0,508.04,1265.52,1545.08,811.193,866.2860000000001,255.363,0.0,709.158,0.0,1541.25,681.368
X19,1579.58,689.625,927.352,1139.8,175.418,796.3380000000001,813.0260000000001,495.454,447.55,922.4830000000001,238.954,1028.99,889.427,2136.69,2714.45,1323.51,552.34
X20,0.0,0.0,0.0,11536.5,0.0,0.0,0.0,297.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.675
X21,0.0,0.0,0.0,0.0,1891.14,128.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18892.9,0.0,87.3934
X22,0.0,0.0,0.0,1789.81,412.51599999999996,0.0,0.0,953.23,406.889,249.247,285.158,200.457,672.816,2275.3,8014.7,0.0,1108.51
X23,26135.8,41559.5,30225.9,27494.5,6119.93,13961.3,43511.3,20606.8,11909.8,36814.9,31190.9,26656.0,12629.4,22025.9,45126.1,18084.5,25350.6
X24,0.0,0.0,0.0,4295.2,0.0,1968.32,0.0,1723.55,1447.59,3587.59,0.0,3884.26,2339.88,7093.59,10035.2,6085.84,2520.02
X25,2384.99,2832.7,2520.76,1794.24,0.0,2980.16,3918.89,2785.8,1316.18,5334.37,3640.5,4144.49,3616.76,0.0,8140.24,0.0,1773.36
X26,3010.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.458
X27,0.0,4186.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3835.79,0.0,10804.5,0.0,0.0,0.0,3237.11
X28,12813.1,2766.96,5754.24,0.0,0.0,0.0,3983.57,0.0,2827.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3546.94
X29,7689.93,0.0,3960.41,0.0,0.0,2261.58,1829.64,0.0,3996.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2711.39
X30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X31,1127.22,697.283,251.356,0.0,0.0,0.0,97.4205,0.0,10.7052,0.0,0.0,26.0304,0.0,0.0,0.0,0.0,0.0
X32,7309.85,6375.8,5098.49,0.0,1429.92,0.0,6046.28,888.253,7052.54,1491.48,5843.17,5292.04,5961.54,1517.43,6349.49,0.0,5606.34
X33,1041.71,1199.36,253.64,0.0,1721.41,0.0,355.645,940.9830000000001,515.992,755.14,406.026,0.0,0.0,0.0,0.0,0.0,476.853
X34,1611.19,1211.82,886.822,0.0,605.3,0.0,669.878,1210.84,665.457,658.1460000000001,0.0,534.533,421.18800000000005,686.2639999999999,552.0,435.035,0.0
X35,1233.72,1498.84,4879.17,2495.33,1073.09,2410.8,2643.52,464.96,1865.3,2055.79,4738.88,6232.4,930.791,10274.4,7631.92,3046.94,2828.25
X36,17695.8,14357.9,8500.01,0.0,0.0,0.0,11795.8,0.0,18907.6,0.0,10063.9,7631.32,12925.0,0.0,0.0,0.0,17004.9
X37,5277.98,11547.5,2786.92,12325.0,6391.54,5446.96,10640.6,7448.16,27001.7,3433.83,27194.2,7210.58,32233.2,7347.76,4571.65,4451.46,17131.9
X38,1348.2,543.691,800.294,1016.92,1680.65,0.0,2168.56,659.3889999999999,2904.4,967.7739999999999,2040.48,3490.98,2827.65,1649.39,2909.21,1422.73,1193.0
X39,2700.38,3627.68,2118.94,15237.7,4579.91,3546.36,6730.8,10116.4,11825.2,6202.79,5499.36,5183.31,8019.76,4895.03,2862.97,6258.19,5618.37
X40,4285.25,2814.54,1107.93,7560.27,4006.3,0.0,4492.19,0.0,14518.0,1492.04,8133.41,8766.77,7457.69,4563.65,3095.42,6740.88,6870.97
X41,4528.21,7336.49,2698.28,7632.09,13161.1,9038.56,11003.5,21548.7,32590.4,5651.91,14107.5,13741.8,18500.8,14797.1,2624.19,7366.29,9142.29
X42,0.0,0.0,0.0,432.43800000000005,99.3178,640.038,0.0,593.896,323.909,731.41,358.839,0.0,193.197,253.923,268.718,125.12899999999999,0.0
X43,191590.0,174058.0,111098.0,162365.0,113066.0,151050.0,137842.0,161381.0,227001.0,159044.0,166336.0,187349.0,214254.0,172675.0,163973.0,178087.0,196096.0
X44,164.297,149.391,98.5325,287.94,199.645,143.349,169.692,265.099,280.189,238.34400000000002,189.553,211.389,196.324,220.68400000000003,176.579,188.83900000000003,192.877
X45,0.0,0.0,0.0,0.997877,5.29929,2.72791,0.0,2.93673,1.2740799999999999,4.45901,1.7594900000000002,0.0,0.0,1.23623,1.4962600000000001,4.31391,0.9018709999999999
X46,0.815284,1.6521599999999999,0.0,11.2845,36.5576,5.8034,3.15441,29.3771,5.24993,34.3097,2.72105,2.9934,0.610682,4.56689,10.6281,5.682519999999999,2.70457
X47,0.0988689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114924
X48,1.17455,0.6037,0.0,16.281,8.044130000000001,6.82936,3.90665,16.5251,11.8273,10.7628,3.61576,0.0,0.888408,6.27727,3.08323,7.60813,3.33314
X49,0.0,0.260176,0.0,0.0,0.479934,0.0,3.08736,0.0,6.98376,1.22672,0.0,0.0,0.311531,0.590046,0.171516,0.0,1.49044
X50,0.0,0.0,0.0,0.0,0.234423,0.0,2.6473299999999997,0.0,5.60356,1.1233799999999998,0.16000999999999999,0.0,0.376975,0.407211,0.455132,0.0,1.30131
X51,0.0,0.0,0.0,0.0,10.7009,0.0,0.0,1.2107700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.582849,0.0,0.865311,0.0,0.0,0.0,0.0,0.0
X53,0.0,1.15826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.600164,0.0,3.34283,0.0,0.0,0.0,0.0
X54,18.3168,12.3571,9.2047,0.0,0.0,0.0,9.73242,0.0,10.785,0.0,6.29345,5.00173,3.9247300000000003,0.0,0.0,0.0,11.9293
X55,1.96697,6.851210000000001,1.20652,6.702489999999999,2.92151,0.0,6.85762,1.63077,18.1185,0.941049,21.0225,2.70628,21.4,4.09335,1.52036,0.0,9.35636
X56,0.852541,0.684298,0.32800100000000004,7.0412300000000005,1.0274299999999998,1.05561,2.61127,4.2302,5.04899,1.92881,1.4109399999999999,0.573856,2.92984,1.96338,0.7625689999999999,1.76059,2.21842
X57,4.53138,2.09337,0.799261,4.86076,2.16262,0.0,4.27784,0.0,13.8281,0.428536,8.108419999999999,9.06949,5.13237,2.97497,2.39784,5.86322,6.0516
X58,126.949,103.03200000000001,66.5081,170.266,85.4532,99.6149,95.4902,140.623,145.812,135.366,107.249,154.18,125.37,147.83,118.054,128.188,122.209
X59,0.0,0.0,0.0,0.342412,6.92095,0.0,0.0,1.39859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X60,0.0,0.0,0.0,0.0,6.63323,0.0,0.0,1.01347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X61,0.0,0.0,0.0,0.342412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X62,0.0,0.0,0.0,0.0,5.19057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X63,0.686184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X64,0.686184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X65,103.289,121.98200000000001,75.5254,141.482,112.82799999999999,73.2091,109.42299999999999,121.866,119.066,146.60299999999998,104.855,104.55,90.3119,107.745,132.013,107.275,102.728
X66,0.0,0.0,0.0,0.0,10.9437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X67,35.6833,52.6796,18.5193,38.5404,35.4396,27.7831,38.5497,57.4817,49.7673,62.07899999999999,37.8506,47.5108,48.5367,45.3309,32.2481,52.817,38.5851
X68,177.516,161.44799999999998,91.2635,238.90900000000002,163.785,129.93200000000002,139.33,203.854,181.00400000000002,183.91099999999997,181.703,184.338,162.526,171.482,137.474,176.076,175.142
X69,0.0,0.0,0.0,0.0,13.9561,0.0,0.0,1.27736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X70,3.48394,2.01688,0.616468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X71,1.47275,1.17808,0.698876,0.0,0.0,0.0,0.0,1.07641,0.0,0.678064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X72,77.7844,87.4465,49.2655,134.554,99.1317,100.464,81.3131,113.45,85.4775,122.884,96.3435,146.293,99.8039,131.584,105.095,139.18,95.243
X73,6.492380000000001,1.78865,4.75683,10.0183,48.0316,0.0,5.61758,19.6355,0.0,8.5877,0.0,4.69377,4.90439,2.95415,0.0,0.0,0.0
X74,0.0,0.0,0.0,0.0,10.7418,0.0,0.0,1.38944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X75,6.21161,1.73754,3.8199,9.5207,3.5533099999999997,0.0,5.27404,9.64953,0.0,7.0693,0.0,4.63091,4.66732,2.9104799999999997,0.0,0.0,0.0
X76,0.0,0.0,0.0,0.9802040000000001,10.83,0.0,0.0,2.1349400000000003,0.0,0.567533,0.0,0.0,0.0,0.705785,0.0,0.0,0.0
X77,0.0,0.0,0.0,0.0,8.70445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X78,0.0,0.0,0.0,0.742107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X79,5.286519999999999,10.9732,6.5117,54.0077,62.6993,42.6102,30.0574,78.3483,55.1255,84.9582,16.1335,10.1251,9.88906,36.4193,29.4126,44.0348,25.3009
X80,0.0,1.694,0.8612139999999999,6.67963,32.9251,2.2659,3.1646900000000002,31.4637,6.12066,30.8065,3.09938,2.1717299999999997,0.0,3.3253,9.02696,2.41667,1.47462
X81,0.921365,0.644967,0.0,15.1731,7.08763,6.571619999999999,2.68653,18.6528,9.85983,10.3057,3.24673,0.0,0.696214,6.0669699999999995,3.61487,5.266,3.32449
X82,0.0,0.248837,0.0,0.0,0.310479,0.0,2.8750299999999998,0.0,6.66498,0.986014,0.0909486,0.0,0.63507,0.8094680000000001,0.260285,0.0,1.06066
X83,0.0,0.357484,0.0,0.0,0.33223,0.0,2.76859,0.0,6.75085,0.833333,0.17793299999999998,0.0,0.671759,0.619708,0.17468699999999998,0.0,1.52871
X84,0.0,0.0,0.0,0.0,9.22766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X85,0.0,0.464025,0.33655300000000005,0.753302,3.4205400000000004,0.0,0.0,1.3683100000000001,4.14767,3.7221800000000003,0.531522,0.0,0.0,2.25393,0.0,0.0,0.691876
X86,0.183192,0.0,0.0,0.0,0.0,0.0,1.7628700000000002,0.0,0.819127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997713
X87,0.18298299999999998,0.0,0.0,0.0,0.0,0.0,1.7569599999999999,0.0,0.817116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960469999999999
X88,255.36700000000002,148.134,156.946,197.71200000000002,91.0871,106.905,165.435,166.69400000000002,137.849,206.41400000000002,175.209,208.43,144.608,267.845,312.925,210.919,150.576
X89,1.30966,0.912119,0.0,0.0,0.681651,1.3687799999999999,0.0,3.22528,2.49775,0.594407,1.72348,0.628514,1.82745,0.0,0.0,1.0655700000000001,0.8368680000000001
X90,0.0,0.0,0.0,0.0,0.0,0.617256,0.0,0.0,0.0,0.715811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X91,0.0,0.0,0.0,0.0,11.4807,0.0,0.0,1.5164799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31198,0.0,0.0,0.0,0.0,0.519975,0.0,1.40891,0.0
X93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11974,0.0,1.28096,0.0,0.0,0.0,0.0,0.0
X94,27.2035,45.5855,32.139,26.1712,5.8983,15.2974,47.2253,21.2636,11.5728,37.7983,31.3021,25.549,11.435,22.5504,46.7325,19.1194,27.4077
X95,0.0,0.0,0.0,2.88896,0.0,0.0,0.0,0.0,0.0,0.611332,0.0,1.44728,0.0,1.40924,3.46236,2.23727,0.8969809999999999
X96,0.0,0.56647,0.0,0.0,0.0,1.17787,1.6626400000000001,0.90843,0.0,1.4925899999999999,1.13467,0.8562120000000001,0.0,0.0,1.00747,0.0,0.0
X97,0.0,1.1306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918024,0.0,4.11635,0.0,0.0,0.0,0.651246
X98,0.0,0.0,0.954501,0.0,0.0,0.65422,0.0,0.0,1.45802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X99,189.68200000000002,72.4965,98.0056,121.314,47.6845,68.5668,83.4901,106.999,86.792,122.258,104.46799999999999,143.245,100.458,198.65400000000002,203.237,157.89600000000002,86.4034
X100,255.584,159.52200000000002,165.53099999999998,200.81400000000002,79.7539,110.059,179.537,166.11,135.418,212.482,183.715,212.155,145.023,281.791,333.121,207.49900000000002,155.998
X101,0.9113370000000001,0.0,0.719384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X102,1.29758,1.0563200000000001,0.0,0.0,0.723568,1.4026100000000001,0.0,3.52451,2.67699,0.889467,1.7000099999999998,0.595303,2.84639,0.48558999999999997,0.0,1.16162,0.807383
X103,0.520567,0.0,0.0,0.0,0.0,0.599541,0.0,0.0,0.0,0.703363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X104,0.0,0.0,0.0,0.0,9.75094,0.0,0.0,0.934154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39585,0.498042,0.717387,0.0,0.0,0.591738,0.0,1.40095,0.0
X106,1.8044,0.0,1.00429,0.0,0.0,1.18315,1.29355,0.0,0.0,1.30617,0.0,1.28281,0.0,1.53788,3.11568,1.94625,0.6606479999999999
X107,0.0,0.0,0.0,2.15056,0.0,0.0,0.0,1.2596399999999999,0.0,0.0,0.0,0.0,0.0,3.19034,10.2757,0.0,1.726
X108,31.6304,52.5901,39.09,30.8941,6.95078,17.837,55.1664,26.0208,13.8539,45.0433,36.4912,30.4111,14.1675,26.5461,54.3627,22.7996,31.6867
X109,0.0,0.0,0.0,3.24463,0.0,0.0,0.0,0.0,0.336935,0.75775,0.0,1.38808,1.12234,1.74925,4.33282,2.12278,0.871574
X110,0.0,0.6509020000000001,0.5484060000000001,0.0,0.0,1.12089,1.8121200000000002,0.907308,0.6269560000000001,1.51482,1.27014,0.7951010000000001,0.0,0.0,0.948752,0.0,0.507149
X111,0.0,1.24876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979518,0.0,4.40335,0.0,0.0,0.0,0.619648
X112,0.0,0.0,0.834043,0.0,0.0,0.761171,0.0,0.0,1.62681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X113,2.10697,2.18295,7.70867,3.67766,1.5710899999999999,3.5557800000000004,4.44349,0.7524109999999999,2.63502,3.3874699999999995,7.27924,9.91411,1.23156,14.8879,10.7589,4.27819,4.261769999999999
X114,1.57249,0.0,0.0,1.69207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58882,3.45609,0.0,0.0
X115,183.865,70.8446,97.0004,104.414,37.7029,63.8513,79.4201,97.279,81.585,113.197,103.11,136.155,94.5154,201.671,202.18099999999998,149.298,82.7161
X116,204.797,145.155,112.634,174.423,111.088,94.9345,152.514,172.878,173.577,186.05900000000003,159.311,163.93400000000003,129.656,186.825,208.46,147.569,144.762
X117,0.0,0.0,0.0,0.0,0.0,0.700815,0.0,0.0,0.0,0.423167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X118,0.0,0.0,0.0,0.0,9.43551,0.0,0.0,1.61829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X119,0.0,0.0,0.0,11.0491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X120,0.0,0.0,0.0,1.99364,0.0,0.0,0.0,1.2510299999999999,0.0,0.0,0.524694,0.0,0.0,2.8043299999999998,9.86704,0.0,1.39345
X121,23.9484,39.7981,29.5293,0.0,0.0,13.5447,41.9567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4624,0.0
X122,0.0,0.464449,0.0,0.0,0.0,1.35974,1.5699,0.6694859999999999,0.0,1.99417,0.0,0.660817,0.0,0.0,0.641113,0.0,0.0
X123,0.0,0.92106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20749,0.0,3.62981,0.0,0.0,0.0,0.736008
X124,0.0,0.0,0.9750989999999999,0.0,0.0,0.0,0.0,0.0,1.33376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X125,0.8793610000000001,0.926143,0.0,8.61703,0.7103510000000001,1.04785,3.07183,4.54205,4.67897,2.13061,1.07816,0.0,2.76157,1.4073,0.964298,2.53742,2.15981
X126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9310799999999999,0.0,1.0777299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X127,147.609,77.1814,57.9119,77.7161,33.0284,50.2186,68.4219,73.6115,91.4281,87.2883,84.5119,105.262,72.9873,119.57,107.488,95.7315,79.9939
X128,107.62100000000001,126.48700000000001,92.6676,181.19799999999998,111.199,95.8813,139.275,162.46,173.418,159.77100000000002,130.47,138.392,134.066,156.476,193.917,140.411,150.525
X129,0.0,0.0,0.0,0.946917,3.60437,0.9932639999999999,0.0,2.31694,0.616788,2.90567,0.924948,0.0,0.0,0.0,1.3232899999999999,3.28358,0.5907640000000001
X130,0.663194,0.523767,0.22042899999999999,13.151,7.19597,5.58933,2.27215,13.4521,9.1476,8.86115,2.82068,0.0,0.41321499999999994,4.45332,3.92591,6.04745,3.22516
X131,0.0,0.121565,0.0,0.0,0.397406,0.0,1.64094,0.0,3.79448,0.7123430000000001,0.158898,0.0,0.41818500000000003,0.507529,0.144612,0.0,0.999199
X132,0.0,0.209115,0.0,0.0,0.5024850000000001,0.0,1.8502299999999998,0.0,5.1669599999999996,0.843606,0.382606,0.0,0.44057299999999994,0.569001,0.309682,0.0,1.3167799999999998
X133,0.0,0.0,0.0,0.0,13.2965,0.0,0.0,1.31451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X134,29.1699,48.5232,36.5805,32.7582,6.98867,17.2177,48.1223,23.7669,13.8459,43.086999999999996,39.2012,32.6261,15.0474,28.9397,57.4583,20.0687,31.3504
X135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413691,0.0,0.386438,0.0,0.0,0.0
X136,0.875116,0.7411449999999999,0.0,7.03943,0.9286409999999999,0.840586,2.95391,3.5242199999999997,4.24875,1.88169,1.20074,0.636375,2.27945,1.15963,1.02301,2.27224,2.32914
X137,49.3974,53.0197,31.7021,96.1608,41.0664,46.3157,55.2365,55.2408,77.6932,54.8764,47.4965,66.67699999999999,79.1603,80.7361,55.3302,68.3471,55.1304
X138,0.0,0.0,0.0,0.26758899999999997,4.87536,0.0,0.0,0.669964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X139,0.0,0.0,0.0,0.0,4.6525099999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X140,0.0,0.0,0.0,0.26758899999999997,0.0,0.0,0.0,0.651147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X141,1.75258,0.0,1.38835,32.7638,73.6138,13.8378,3.9557599999999997,31.6814,0.0,16.4184,4.23837,7.009460000000001,2.06185,11.2141,12.2513,11.9427,5.5852699999999995
X142,0.0,0.0,0.0,0.0,9.52779,0.0,0.0,1.14301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X143,1.30275,0.0,1.12504,5.7363599999999995,5.5233300000000005,0.0,3.3067599999999997,12.1369,0.0,9.2681,2.90168,4.98196,1.78562,9.61754,9.07843,8.95496,3.92774
X144,197.313,158.88,156.774,212.81599999999997,158.668,124.286,199.082,193.325,180.49400000000003,233.321,178.885,212.94400000000002,125.19200000000001,247.921,295.71299999999997,201.578,164.053
X145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02463,0.0,0.0
X146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686068,0.0,0.0,0.785229,0.0,0.0
X147,0.8919379999999999,2.78822,1.66418,14.6291,45.4632,9.69572,4.68676,36.6131,8.5153,42.1805,4.10741,3.52638,1.3206200000000001,6.17922,12.175,8.72785,3.8486
X148,0.0,0.0,0.0,0.0,0.0,0.0,0.25544,0.0,0.342562,0.0,0.0,0.27112800000000004,0.0,0.0,0.0,0.0,0.0
X149,0.0,0.329305,0.0,0.18548,0.49097700000000005,0.184497,3.9966699999999995,0.0,9.46097,1.55081,0.297648,0.0,1.18462,0.935768,0.562425,0.0,1.6622299999999999
X150,0.0,0.144387,0.0,0.10736500000000002,0.314004,0.0,1.9922900000000001,0.0958184,4.86,0.777352,0.140809,0.0,0.538385,0.48174300000000003,0.31948899999999997,0.0,0.9170959999999999
X151,1.2092399999999999,1.0913700000000002,0.24926199999999998,0.0,0.627833,2.07476,0.0,4.01653,2.88003,0.9353889999999999,2.45885,1.0213700000000001,2.26016,0.36139899999999997,0.0,1.25289,1.0777
X152,0.0,0.0,0.0,1.60195,23.905,0.0,0.0,4.89316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49945,1.14173,0.850944,0.0,0.0,0.0,0.0,1.0624200000000001,0.554979
X154,0.0,0.0,0.0,10.3528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403776
X155,0.0,0.0,0.0,2.7420400000000003,0.0,0.0,0.0,1.6928900000000002,0.0,0.0,0.732352,0.0,0.0,3.48348,13.102,0.0,1.66798
X156,33.0433,54.2623,40.6059,33.3187,8.543280000000001,18.0763,59.0208,29.1014,16.0384,48.1858,38.666,34.3701,14.8713,28.8189,57.0507,23.8987,32.4821
X157,1.93534,2.90518,9.87981,4.53672,2.25272,4.11975,5.29106,1.07118,3.59585,3.6119800000000004,9.09805,12.4581,1.2971700000000002,18.6949,13.5755,6.71555,5.86529
X158,0.8985690000000001,0.796115,0.32335,8.47907,0.911897,0.913716,3.4354199999999997,4.52707,4.82941,2.28179,1.51607,0.782853,2.86996,1.45354,0.960843,2.1179200000000002,2.31985
X159,133.613,68.8945,84.7941,100.725,41.393,70.971,94.0663,69.7655,72.6492,97.0885,88.2841,136.543,78.8093,158.81,162.314,122.943,81.8411
X160,161.493,145.27200000000002,112.835,187.22400000000002,157.30700000000002,79.223,150.47,196.327,136.327,193.705,154.694,142.784,158.811,185.153,216.382,160.929,134.844
X161,0.0,0.0,0.0,0.0,22.9944,0.0,0.0,3.1587400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X162,0.0,0.0,0.0,6.9352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X163,0.0,0.0,0.0,1.6037700000000001,0.0,0.0,0.0,0.8599120000000001,0.0,0.0,0.0,0.0,0.0,2.75273,7.68117,0.0,1.11166
X164,24.6382,42.0604,31.9004,28.4848,6.14947,13.3045,44.6752,22.498,11.8542,37.7602,31.8716,26.8277,10.8072,21.980999999999998,46.6855,18.9251,27.6435
X165,105.568,54.755,57.1723,90.6997,50.9653,35.7279,57.9879,118.414,84.3738,108.536,86.5961,81.7762,122.492,125.786,116.686,112.514,67.128
X166,12.1959,5.59668,6.1104400000000005,13.2536,10.9933,1.19717,6.71525,12.1329,4.09165,12.6435,4.69869,7.887739999999999,4.26661,7.6212800000000005,11.2406,4.9806099999999995,2.9010599999999998
