Sample_ID,Control_327,Control_328,Control_330,DSS_334,DSS_339,DSS_treatedp,D_Control,D_DSS,D_RCE,D_RCE_plus_DSS,RCE_318,RCE_319,RCE_322,RCE_plus_DSS_301,RCE_plus_DSS_305,RCE_plus_DSS_313,Start
X1077,1.12283,0.0,0.735312,23.7647,65.1565,9.6343,2.57345,22.9899,0.0,11.0372,2.4344,4.44361,0.98754,7.52053,8.14419,8.15842,3.27759
X1078,0.0,0.0,0.0,0.0,9.03456,0.0,0.0,1.4519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1079,1.1114600000000001,0.0,0.730927,21.4566,13.1069,9.15265,2.5292,12.9518,0.0,8.497160000000001,2.37054,4.38745,0.979727,7.2755399999999995,7.69354,7.863589999999999,3.16875
X1080,0.0,0.0,0.0,0.0,1.93852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1081,0.0,0.0,0.0,7.5161,57.3989,0.0,0.0,15.979000000000001,0.0,3.12534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1082,0.0,0.0,0.0,7.33455,0.0,0.0,0.0,0.0,0.0,2.96408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1083,0.41453599999999996,0.389023,0.27679499999999996,0.0,0.376274,0.46593999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1084,0.383616,0.381421,0.255748,0.0,0.356958,0.456981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1085,253.42,172.889,158.289,275.925,165.513,157.764,201.78900000000002,282.301,209.467,272.017,205.498,255.613,172.415,315.04900000000004,358.314,258.776,187.38299999999998
X1086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503763,0.0,0.0,0.0,0.5295380000000001,1.9424299999999999,0.0,0.0
X1087,0.0,0.0,0.0,1.0565200000000001,7.59237,2.46618,0.0,3.3583300000000005,1.3982299999999999,5.01627,4.12394,4.11483,1.2942799999999999,1.19611,1.3562100000000001,5.50049,1.78292
X1088,0.682912,0.0,0.735413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1089,0.0,1.98695,0.945089,11.362,37.735,6.16105,4.2895199999999996,29.0071,6.572189999999999,34.8512,2.90081,2.62755,1.5838,5.45858,10.0762,5.9581800000000005,2.28348
X1090,0.546856,0.556366,0.0,14.2175,8.20279,6.4273,2.66463,13.7004,10.2031,8.74868,2.51133,0.0,0.526907,5.522819999999999,3.81161,6.36715,3.34772
X1091,0.0,0.181869,0.0,0.0,0.418196,0.0,3.38246,0.0,8.11329,1.09571,0.0,0.0,0.373699,0.709318,0.421066,0.0,1.57339
X1092,0.0,0.316334,0.0,0.0,0.358817,0.0,2.6766400000000004,0.0,7.2554,1.20496,0.0,0.0,1.02194,0.933858,0.295639,0.0,1.5294299999999998
X1093,0.0,0.381855,0.0,0.0,0.0,0.6698310000000001,0.0,0.674936,0.0,1.0443799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906085,0.0,0.0
X1095,0.0,0.0,0.0,0.0,15.2488,0.0,0.0,0.713703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22536,0.357165,0.803555,0.0,0.0,0.627085,0.0,0.886658,0.393561
X1097,0.723648,0.627182,0.7853600000000001,0.690114,0.0,1.03305,0.0,0.0,0.0,0.0,0.0,0.0,0.6231260000000001,1.7887400000000002,2.93973,0.0,0.0
X1098,0.0,0.0,0.0,11.904000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1099,0.0,0.0,0.0,2.51039,0.6768649999999999,0.0,0.0,1.09266,0.551614,0.421757,0.0,0.0,0.569275,2.99309,9.932960000000001,0.0,1.36943
X1100,30.5251,49.8333,37.3581,33.5623,7.397760000000001,15.1404,54.916000000000004,27.0431,15.3448,44.6761,37.5036,31.8698,15.0751,26.9719,54.3285,20.3764,30.072
X1101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1102,0.0,0.698862,0.0,0.0,0.0,1.11579,1.07759,0.992816,0.0,0.940687,1.03578,0.708271,0.0,0.0,1.1665,0.0,0.0
X1103,0.430359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1104,0.0,1.00224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795718,0.0,4.7763800000000005,0.0,0.0,0.0,1.02116
X1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728111
X1106,0.0,0.0,1.01019,0.0,0.0,0.650351,0.0,0.0,1.33198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1107,0.9832200000000001,1.48096,0.0,0.0,1.8584,0.0,0.49820200000000003,1.37955,0.781367,0.691079,0.417332,0.0,0.0,0.0,0.0,0.0,0.431759
X1108,2.1313400000000002,1.81255,0.892441,0.0,0.0,0.0,1.04863,1.4554200000000002,0.369527,0.48608599999999996,0.0,0.511863,0.0,0.5375979999999999,0.0,0.0,0.0
X1109,0.0,0.0,2.5709,1.41277,0.0,1.48681,1.94409,0.0,0.0,0.0,1.58313,2.91741,0.0,5.74607,3.1682200000000003,0.0,1.50855
X1110,19.3673,12.1831,9.24185,0.0,0.0,0.0,8.91902,0.0,11.3241,0.0,5.52701,4.9143099999999995,4.32492,0.0,0.0,0.0,11.4741
X1111,1.87283,0.0,1.07159,0.0,0.0,0.0,0.0,0.822009,0.0,1.19475,0.0,0.0,0.0,2.17433,3.42006,1.66995,0.0
X1112,1.26891,1.49661,0.42182299999999995,10.3698,0.0,0.920528,3.2528,4.68377,5.74073,2.73865,1.62059,1.0558100000000001,3.4324800000000004,1.5658100000000001,0.782369,2.0876099999999997,2.11021
X1113,0.0,0.0,0.0,0.738458,0.0,0.808832,0.0,1.39444,0.0,1.2264899999999999,0.0,0.0,0.0,0.0,0.414807,0.0,0.0
X1114,185.32299999999998,84.6639,90.07600000000001,180.453,94.4292,107.43700000000001,93.4897,182.87900000000002,130.28799999999998,158.914,115.652,158.321,119.33200000000001,205.05599999999998,198.35299999999998,175.859,107.39299999999999
X1115,272.34,231.325,179.40099999999998,378.902,231.438,189.36700000000002,255.442,339.704,308.10200000000003,336.719,275.074,270.58299999999997,239.043,334.19,372.528,271.369,255.641
X1116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482806,0.0,0.0,0.0,0.530898,2.2445,0.0,0.29357
X1117,0.0,0.0,0.0,1.35552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1118,0.0,0.0,0.0,1.38699,7.92563,3.22116,0.0,3.64267,1.5066700000000002,6.08586,4.47166,4.8966400000000005,1.52111,1.87589,1.63458,5.76284,2.06548
X1119,0.590643,0.0,0.662733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1120,0.0,1.9542400000000002,1.32708,12.1316,37.8788,9.750960000000001,4.90273,27.564,6.4717400000000005,34.5957,2.84037,3.42766,1.52376,5.59048,9.65817,8.85628,3.7255300000000005
X1121,0.479382,0.565797,0.0,13.4566,7.486039999999999,5.81405,2.6119,12.7861,9.70453,8.40052,2.34472,0.0,0.703941,5.16945,3.5305800000000005,5.75811,3.1297200000000003
X1122,0.0,0.336266,0.0,0.0,0.360502,0.0,3.3847,0.0,8.2432,1.12801,0.0,0.0,1.1142299999999998,0.9811110000000001,0.433233,0.0,1.5056
X1123,0.0,0.27176999999999996,0.0,0.0,0.327438,0.0,2.43066,0.0,6.718260000000001,1.1068,0.0,0.0,0.8999280000000001,0.8600389999999999,0.266785,0.0,1.37799
X1124,1.40555,0.661093,0.30582600000000004,0.0,0.44550500000000004,1.10701,0.0,3.33101,2.44179,0.35038,1.7097200000000001,0.80156,2.44215,0.0,0.0,0.675988,0.529656
X1125,0.440888,0.353511,0.0,0.0,0.0,0.6254149999999999,0.0,0.6976720000000001,0.0,1.12447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00803,0.0,0.0
X1127,0.0,0.0,0.0,0.0,16.9048,0.0,0.0,0.683988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1128,0.0,0.0,0.0,0.0,0.0,0.0,0.34684299999999996,0.0,1.21997,0.643562,0.8429989999999999,0.0,0.0,0.709832,0.0,0.822789,0.36344099999999996
X1129,2.3654900000000003,1.07686,1.21184,0.800372,0.0,1.47365,1.72967,1.2336,1.0862399999999999,1.7685,0.0,2.20821,0.658525,7.25133,6.78712,2.81644,1.0833700000000002
X1130,0.0,0.0,0.0,12.6005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1131,0.0,0.0,0.0,2.82103,0.942422,0.0,0.0,1.26458,0.7634850000000001,0.391944,0.557869,0.0,0.7303029999999999,3.41819,10.3608,0.0,1.33605
X1132,31.4423,51.0005,38.215,33.6302,8.0158,16.453,56.4711,28.2335,16.0696,47.1185,38.5087,33.8296,15.2925,27.7134,56.3616,20.5926,31.3004
X1133,0.0,0.0,0.0,3.31236,0.0,0.0,0.0,0.52413,0.0,0.864115,0.0,1.44928,2.09553,2.19338,6.10269,2.76397,1.4107100000000001
X1134,0.0,0.695117,0.0,0.0,0.0,1.04536,1.75859,1.12735,0.0,1.9403299999999999,1.06625,0.689581,0.0,0.0,1.17311,0.0,0.0
X1135,0.42921099999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1136,0.0,1.15486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27247,0.0,5.83522,0.0,0.0,0.0,1.27186
X1137,3.56943,0.481284,3.5182,0.0,0.0,0.0,1.52616,0.0,0.80478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.818643
X1138,0.0,0.0,1.31359,0.0,0.0,0.701479,0.0,0.0,1.8157400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1139,1.36006,1.4081299999999999,0.280428,0.0,1.84844,0.0,0.59613,1.3349,0.7470899999999999,0.7174699999999999,0.42011800000000005,0.0,0.0,0.0,0.0,0.0,0.459297
X1140,2.42293,1.9482400000000002,1.33206,0.0,0.0,0.0,1.1197700000000002,1.48529,0.35944299999999996,0.480608,0.0,0.59202,0.0,0.550597,0.0,0.0,0.0
X1141,0.906225,1.9256900000000001,5.36725,3.43891,1.3119999999999998,2.17496,3.16767,0.5299520000000001,2.05782,2.7974,5.34063,7.6299,0.0,13.2529,8.34694,3.7113699999999996,2.6640200000000003
X1142,18.0304,11.4591,8.553510000000001,0.0,0.0,0.0,8.730269999999999,0.0,10.7229,0.0,5.40736,4.63901,3.9613199999999997,0.0,0.0,0.0,11.1918
X1143,2.13642,5.8336,1.2658200000000002,6.29017,2.35052,0.0,6.4364300000000005,1.4592200000000002,15.1079,0.977611,18.6261,2.5284400000000002,18.0504,3.7616199999999997,1.72422,0.659902,8.32207
X1144,1.85847,0.7310260000000001,1.21276,0.0,0.0,0.0,0.0,0.806188,0.0,1.48489,0.0,0.0,0.0,2.00791,3.4817400000000003,1.64225,0.0
X1145,1.22105,1.57359,0.374087,10.0764,1.0094100000000001,0.8869879999999999,3.39185,4.79971,5.71376,2.67255,1.4470399999999999,1.08026,3.3995699999999998,1.57869,0.715354,2.6934,2.57551
X1146,1.0196399999999999,2.97269,0.8351360000000001,2.41862,8.0108,6.21685,9.43075,21.4949,36.3562,3.60849,14.0992,13.2124,18.4719,12.7459,1.7346,1.03599,6.446680000000001
X1147,0.0,0.0,0.0,0.680081,0.0,0.729174,0.0,1.39001,0.35746300000000003,1.19763,0.0,0.0,0.0,0.0,0.365512,0.0,0.0
X1148,213.583,105.685,96.8766,215.954,121.773,115.725,100.15899999999999,204.114,159.55700000000002,168.035,143.73,184.72400000000002,139.295,242.87599999999998,251.2,212.886,141.894
X1149,180.22299999999998,198.638,132.43,399.583,231.498,200.045,225.69400000000002,343.792,318.172,302.647,240.78900000000002,256.469,231.416,266.194,280.504,258.22,260.198
X1150,0.0,0.0,0.0,2.0722,5.675009999999999,2.40383,0.0,3.4426300000000003,0.8277690000000001,5.29629,2.81097,2.9507,1.40736,0.897652,1.6618700000000002,4.13045,1.1674799999999999
X1151,1.43498,3.98849,2.16794,18.4694,48.2513,17.3579,7.60957,35.5631,8.54224,47.5287,4.20682,4.37245,2.87256,9.35688,13.1384,17.2141,5.86768
X1152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347157,0.0,0.0,0.0,0.156409,0.0,0.0,0.0,0.0
X1153,0.973935,0.909608,0.0,16.4422,8.26539,7.94765,2.94876,17.3851,12.1512,11.1161,2.7309200000000002,0.0,0.45101199999999997,6.45405,4.21903,6.71747,4.28185
X1154,0.0,0.197511,0.0,0.0,0.448454,0.0,3.1934299999999998,0.150089,6.73723,0.923428,0.0,0.0,0.672144,0.9270520000000001,0.28276,0.10392,1.32508
X1155,0.0,0.251931,0.0,0.0,0.5447390000000001,0.0,3.4929699999999997,0.160134,7.8703,1.0651700000000002,0.278868,0.0,0.8483799999999999,1.07935,0.466836,0.139585,1.8989599999999998
X1156,1.1857600000000001,0.801454,0.218764,0.0,0.521092,1.26239,0.324004,2.8822400000000004,2.39229,0.49563199999999996,1.5050700000000001,0.669952,2.02648,0.0,0.0,0.914892,0.5942810000000001
X1157,0.41650299999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.566682,0.0,0.46295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1158,0.0,0.0,0.0,0.0,7.681769999999999,0.0,0.0,0.663417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.869323,1.2537399999999999,0.6469020000000001,0.512099,0.0,0.0,0.46483599999999997,0.0,1.05092,0.0
X1160,0.0,0.0,0.0,9.76593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1161,0.0,0.0,0.0,1.96065,0.298392,0.0,0.0,0.988192,0.374308,0.0,0.0,0.0,0.0,2.32756,8.12014,0.0,0.784331
X1162,24.9285,40.3946,28.7273,26.4478,5.1843900000000005,12.8656,43.3561,20.2832,10.7573,36.7346,29.9745,25.7311,9.780619999999999,21.6896,43.9096,18.2428,24.6069
X1163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11060199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1164,1.13483,1.22193,0.0,0.0,1.57102,0.0,0.0,0.703665,0.6672939999999999,0.526285,0.498292,0.0,0.0,0.0,0.0,0.0,0.0
X1165,1.9528,1.54644,0.9626299999999999,0.0,0.0,0.0,0.0,1.10812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1166,1.68087,1.9565,6.80156,3.09528,1.59241,3.60575,4.52155,0.8438979999999999,2.7341,2.92614,6.44762,9.157910000000001,1.35027,14.6401,10.0917,4.34448,3.39509
X1167,16.9261,10.7124,7.74235,0.0,0.0,0.0,9.42905,0.0,11.3101,0.0,5.2467,4.4759400000000005,4.82144,0.0,0.0,0.0,11.5332
X1168,2.08929,8.17459,1.26165,6.594519999999999,2.59242,0.0,7.476710000000001,1.99613,16.6532,0.786503,19.4945,2.90652,20.4324,3.91059,2.1070599999999997,0.0,10.892999999999999
X1169,0.740645,0.919226,0.337352,6.62369,0.595345,0.0,2.58645,3.3274199999999996,3.30922,1.36614,1.34293,0.0,2.20587,0.0,0.0,1.6076,1.44341
X1170,0.0,0.0,0.0,0.0,0.0,1.15816,0.0,0.9700690000000001,0.0,0.931809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1171,108.984,113.181,68.895,285.931,133.404,138.111,122.443,228.59599999999998,202.072,174.766,146.42,183.549,169.049,178.217,165.574,182.899,175.942
X1172,166.75799999999998,189.044,125.37700000000001,388.879,227.831,194.623,214.24900000000002,344.47900000000004,295.824,296.659,228.407,240.16099999999997,217.422,250.57,262.556,244.628,247.394
X1173,0.0,0.0,0.0,1.01583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1174,0.0,0.0,0.0,2.04541,5.23519,2.3887099999999997,0.0,3.4834199999999997,0.7496149999999999,5.09856,2.87795,2.9356,1.07647,0.8675360000000001,1.54619,4.79019,1.11883
X1175,1.29341,3.77219,1.99117,17.2613,46.7969,16.1854,7.263160000000001,34.5106,7.96767,45.4213,4.0762599999999996,4.08664,2.906,8.82281,13.1622,16.2367,5.4387300000000005
X1176,0.148071,0.0,0.0,0.0,0.0,0.0,0.5055189999999999,0.0,0.31141399999999997,0.0,0.274256,0.276172,0.134208,0.0,0.0,0.0,0.0
X1177,1.0171700000000001,0.836512,0.0,15.7061,8.039480000000001,7.469869999999999,2.75592,17.3794,12.0547,10.9077,2.62857,0.0,0.8231120000000001,6.367719999999999,4.1799599999999995,6.32793,4.31029
X1178,0.0,0.176261,0.0,0.0,0.417879,0.0,3.16655,0.148525,6.454280000000001,0.9725459999999999,0.233131,0.0,0.6706850000000001,0.8418760000000001,0.458583,0.0963503,1.27339
X1179,0.0,0.22929000000000002,0.0,0.0,0.520774,0.0,3.28079,0.16047899999999998,7.70962,1.10096,0.271382,0.0,0.7891640000000001,1.0945,0.583699,0.12041500000000001,1.92009
X1180,1.13776,0.717677,0.224991,0.0,0.49082600000000004,1.1839899999999999,0.0,2.75905,2.23415,0.47961099999999995,1.1848,0.504841,1.7486599999999999,0.0,0.0,0.765521,0.545022
X1181,0.389292,0.0,0.0,0.0,0.0,0.460863,0.0,0.5167109999999999,0.0,0.41585900000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1182,0.0,0.0,0.0,0.0,7.70949,0.0,0.0,0.5939800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938284,1.26524,0.650889,0.6334069999999999,0.0,0.0,0.43136800000000003,0.0,0.9970700000000001,0.484467
X1184,0.0,0.0,0.0,9.27276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1185,0.0,0.0,0.0,2.08282,0.298981,0.0,0.0,0.898108,0.343457,0.0,0.0,0.0,0.0,2.34206,8.0,0.0,0.7087289999999999
X1186,24.8639,39.3538,28.1451,27.208000000000002,5.012519999999999,12.4913,41.8808,20.195,10.7975,35.6924,29.0953,24.5311,9.46877,21.4732,43.066,17.7827,24.9137
X1187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10893900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1188,0.8430479999999999,1.1264399999999999,0.0,0.0,1.2317200000000001,0.0,0.0,0.697663,0.0,0.49500200000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1189,1.66986,1.56334,0.7607079999999999,0.0,0.0,0.0,0.0,1.0004899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1190,2.02882,2.38709,7.8936399999999995,3.9256300000000004,1.87717,3.8731699999999996,5.07645,0.820882,2.9221,3.73769,7.7945,12.2953,1.47088,17.7797,13.2104,5.03405,3.36225
X1191,16.8947,10.6067,7.55813,0.0,0.0,0.0,9.04825,0.0,10.9595,0.0,4.95664,4.75553,4.68233,0.0,0.0,0.0,12.014000000000001
X1192,1.90012,8.50652,1.37533,6.38439,2.52465,0.0,7.26721,2.1194,15.9814,0.758446,19.3157,2.91466,19.6181,3.6041199999999995,2.1486099999999997,0.921658,10.9543
X1193,0.652692,0.928522,0.32257399999999997,6.09014,0.5266569999999999,0.0,2.3445400000000003,3.15651,3.02503,1.2177200000000001,1.23203,0.0,2.0084400000000002,0.0,0.0,1.53888,1.29043
X1194,0.0,0.0,0.0,0.0,0.0,1.12404,0.0,0.956277,0.0,0.880343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1195,98.9381,105.86200000000001,63.501999999999995,278.637,132.44,134.816,115.554,232.675,186.488,172.45,137.516,170.446,160.36,166.62400000000002,152.763,171.502,165.699
X1196,150.283,171.23,122.208,328.93300000000005,173.30200000000002,157.77200000000002,201.583,232.72400000000002,231.137,240.65200000000002,228.438,207.607,197.928,241.576,279.629,188.477,222.544
X1197,0.0,0.0,0.0,0.0,0.0,0.0,0.168229,0.0,0.521992,0.0,0.20702800000000002,0.134697,0.0,0.0,0.0,0.0,0.16076
X1198,0.8794299999999999,0.509916,0.0,16.2633,8.37622,7.66914,3.33766,17.0551,10.5296,10.5971,3.7635099999999997,0.0,0.0,7.21997,3.86845,7.8128,3.9730300000000005
X1199,0.0,0.0,0.0,0.0,12.2509,0.0,0.0,0.9089709999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1200,0.0,0.0,0.0,2.4222799999999998,0.0,0.0,0.0,1.04149,0.0,0.41634799999999994,0.13435999999999998,0.37317,1.0401200000000002,3.3084800000000003,13.149000000000001,0.0,2.0737
X1201,26.3057,45.0672,29.936999999999998,26.948,6.02007,14.1442,42.8,18.3551,10.3468,31.1875,27.2433,21.7706,10.4538,18.0201,43.9304,17.7227,23.4274
X1202,2.03504,2.28492,7.767010000000001,4.14226,1.7739599999999998,4.24063,4.10355,0.633814,3.0868,3.59292,6.980230000000001,10.8368,1.55162,16.9215,11.5229,4.6523699999999995,5.1384300000000005
X1203,17.0458,12.0388,8.31162,0.0,0.0,0.0,10.5106,0.0,11.7963,0.0,5.3268,4.51503,3.7383800000000003,0.0,0.0,0.0,11.1939
X1204,2.6488,7.2212,1.38877,7.009710000000001,2.62486,0.0,7.216139999999999,1.58627,16.7433,0.5843189999999999,20.5268,2.96061,19.8678,4.2384900000000005,2.1141799999999997,0.608194,11.062000000000001
X1205,0.853836,0.787183,0.0,9.33705,0.775993,1.14081,3.50081,5.29143,5.63806,2.61192,1.8140599999999998,0.8575389999999999,3.5456300000000005,1.9978200000000002,0.88275,2.3041099999999997,1.3502
X1206,70.4833,72.9042,52.9161,207.179,102.603,107.459,85.95,148.83100000000002,130.494,144.911,116.441,126.71700000000001,120.62299999999999,146.31,140.577,133.013,124.458
X1207,157.62,133.618,114.961,254.173,174.25900000000001,152.745,165.86,197.575,208.36,215.392,204.857,218.19400000000002,161.83700000000002,252.86700000000002,268.358,194.528,174.96200000000002
X1208,0.0,0.0,0.0,0.0,0.0,0.0,0.140292,0.0,0.0,0.0,0.0,0.13863399999999998,0.0,0.0,0.0,0.0,0.0
X1209,1.8841,1.22292,0.0,0.0,0.617121,1.58465,0.0,4.38821,3.7748,0.956549,2.20292,0.936298,2.49911,0.0,0.0,1.2388299999999999,0.5937319999999999
X1210,0.0,0.0,0.0,0.0,12.7409,0.0,0.0,0.979664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1211,1.75747,1.32418,1.01641,0.0,0.388887,0.0,0.585324,0.0,0.0,0.568263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1212,0.5975699999999999,0.825377,0.0,6.66948,0.587619,0.0,2.6168299999999998,3.4419699999999995,3.47667,1.47815,1.26276,0.0,2.17708,0.0,0.0,1.8687799999999999,1.27902
X1213,122.305,79.1459,70.0811,198.357,103.24700000000001,112.943,94.3622,142.032,135.718,151.394,127.958,146.437,123.51,170.06799999999998,159.875,146.188,125.63
X1214,0.0,0.6869430000000001,0.39614,3.06078,0.457729,0.0,0.0,0.0,0.0,0.617829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1215,0.0,0.675614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1216,10.8233,3.6986199999999996,8.790410000000001,0.0,0.0,0.0,9.0414,0.0,11.1929,6.91707,3.8049699999999995,13.9594,3.07616,13.3603,3.92165,3.7265699999999997,8.38251
X1217,10.8233,3.6667,8.790410000000001,0.0,0.0,0.0,5.88457,0.0,4.3811,6.568639999999999,3.4187,13.9291,2.97854,13.0894,3.9066199999999998,3.7162800000000002,6.95395
X1218,59.5067,87.1595,59.2648,121.47,96.1807,68.0605,107.758,132.31,71.7004,142.424,75.4079,64.9533,41.6941,76.0748,105.28,85.2571,73.3458
X1219,0.0,1.08275,0.0,10.2975,39.5104,2.5806400000000003,2.30155,35.3631,4.99213,34.2427,4.119669999999999,2.19659,0.0,3.14142,9.15744,2.55957,0.912681
X1220,0.740695,0.961736,0.0,17.0631,9.26736,7.33652,2.95412,19.3684,12.427999999999999,11.6483,3.6293,0.0,0.718011,6.41491,3.98221,6.96352,2.4166
X1221,0.0,0.0,0.0,0.0,6.1885900000000005,0.0,0.0,1.12234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1222,27.4258,47.6363,30.998,31.8865,7.04217,17.1375,51.3868,22.1519,14.7876,40.0437,35.4929,29.0182,12.7211,24.8604,48.7574,21.5022,27.5674
X1223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44536499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1224,0.0,0.0,0.438327,7.335160000000001,1.02544,1.37446,2.35913,3.12058,2.36183,1.78243,0.8415870000000001,0.0,3.11147,1.021,0.0,1.2963,0.0
X1225,3.6338199999999996,1.5314299999999998,1.00957,0.0,4.27578,0.0,0.706958,4.21274,0.5873079999999999,1.14509,0.0,0.799833,1.1352200000000001,2.59892,0.49313,2.20092,0.0
X1226,221.169,150.97899999999998,108.023,188.708,87.634,75.0229,160.196,151.056,198.11,160.662,149.99200000000002,134.546,134.828,173.74900000000002,235.858,148.204,155.596
X1227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659941,0.0,0.0,0.0,0.667235,1.1518899999999999,0.0,0.0
X1228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525267,0.0,0.0,0.0,0.0,0.0
X1229,1.07844,0.0,1.1072600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1230,0.0,0.741408,0.0,0.0,0.8261809999999999,0.0,4.6371,0.0,10.5496,1.54033,0.515081,0.0,1.18355,1.8597599999999999,0.533928,0.0,2.31806
X1231,0.0,0.365291,0.0,0.0,0.422224,0.0,3.2742400000000003,0.0,6.810230000000001,1.24432,0.32657600000000003,0.0,0.787011,0.8127909999999999,0.173833,0.0,1.16114
X1232,1.92842,1.12847,0.0,0.0,0.51344,1.6266200000000002,0.370676,3.1367,2.76975,0.877451,1.8848599999999998,0.769854,2.64296,0.0,0.0,0.81225,1.18334
X1233,0.0,0.0,0.0,0.0,12.9462,0.0,0.0,1.89513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X1234,0.0,0.0,0.0,11.6888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6882550000000001
