Taxon	Control_327	Control_328	Control_330	DSS_334	DSS_339	DSS_treatedp	D_Control	D_DSS	D_RCE	D_RCE_plus_DSS	RCE_318	RCE_319	RCE_322	RCE_plus_DSS_301	RCE_plus_DSS_305	RCE_plus_DSS_313	Start
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter sedentarius	2.202511583	3.085042978	2.167230525	2.890974265	3.75267346	2.890435846	2.664286189	2.940919719	3.509045816	2.661183857	3.203516798	2.593259972	3.667758678	2.592806861	1.921319051	2.829699285	3.237994253
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Pontibacter|s__Pontibacter russatus	2.495110524	2.991870677	2.133397776	3.426423624	3.950007892	2.970546419	2.682511857	3.544863294	3.97323309	2.852403609	3.453514099	2.935602878	3.901430048	2.760415893	2.506200459	3.181571704	3.615313279
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Pontibacter|s__Pontibacter actiniarum	2.372526237	2.757724423	2.068773136	2.909038396	2.93889103	2.150042982	2.501869278	2.92155944	3.755879032	2.460115003	3.229527536	2.417045744	3.582677996	2.331138258	2.158321388	2.543552128	3.608122291
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Rufibacter|s__Rufibacter radiotolerans	1.957850296	2.926235527	2.323119922	3.128779538	3.490830864	2.900386485	2.491569181	2.615073209	3.193301423	2.491348309	2.71949121	2.464264305	3.099596769	2.605347486	2.172818894	2.797274788	2.980773042
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Fibrella|s__Fibrella aestuarina	2.429068041	3.094509474	2.104137013	2.788448583	3.485226954	2.270022572	2.748878059	3.157753544	3.632945728	2.551856766	3.241507236	2.875324492	3.961786651	2.385469089	1.966399455	2.855424197	3.277382995
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Dyadobacter|s__Dyadobacter fermentans	2.294784192	2.920924361	1.971963423	3.248690599	3.556432961	2.678383643	2.638843906	3.006705128	3.935807444	2.633452762	3.327515376	2.605346594	3.761745024	2.485340589	2.199025094	2.865884911	3.381067602
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Fulvivirgaceae|g__Chryseolinea|s__Chryseolinea soli	2.519727634	3.317035783	2.408289673	3.642172443	4.054612536	3.26628958	3.011095321	3.494434272	3.900377181	2.94931123	3.721321858	3.193527174	4.193888406	2.687587497	2.421726082	3.052764868	3.797947852
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter gotjawali	1.967426769	2.894071225	2.62605099	3.215204646	4.004564464	3.16468344	2.78095034	2.656650429	2.920136532	2.528626303	2.305679291	2.48403713	2.268379695	2.542974373	1.862912417	3.054072353	2.851024781
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium spiritivorum	2.657733733	3.15457244	2.714958466	3.38400067	3.93775082	3.308002957	2.972731625	3.583358725	3.664968243	2.999658515	3.151859426	3.014765331	3.480759043	2.816621649	2.733468038	3.372883282	3.243308636
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Anseongella|s__Anseongella ginsenosidimutans	2.018990392	2.659096952	2.021180159	2.882872584	3.271800911	2.601174951	2.460220175	3.009764172	3.266246965	2.28502128	2.769990439	2.44645803	3.23684297	2.422161299	1.877737244	2.784728348	2.863157355
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga pinensis	2.665108721	3.048168165	2.386359495	3.665974019	3.768139329	3.16468344	2.902552133	3.553274106	4.159592476	3.142039252	3.635729376	3.204162821	4.090632143	3.02907074	3.110065641	3.038303787	3.600895281
d__Bacteria|p__Bacteroidetes|c__Saprospiria|o__Saprospirales|f__Haliscomenobacteraceae|g__Haliscomenobacter|s__Haliscomenobacter hydrossis	1.926280324	2.667578379	2.057715215	3.160961354	3.494554748	2.816164987	2.359036137	3.266614403	2.968458426	2.543603046	2.885739754	2.601328961	3.508541215	2.531338288	2.012802455	2.787875202	2.742620117
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium sp. YL32	9.880954789	8.403692412	9.079947276	6.608779524	7.046257953	7.401161543	8.37935026	6.951846391	7.76565311	8.152506655	8.214108094	8.831582748	8.465579823	8.549893984	9.210492443	8.315460422	7.941194528
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] scindens	7.713586907	6.409084961	7.128782086	5.594013071	5.271528549	5.872349578	6.310603421	5.348724606	5.958976237	6.36658853	6.365443806	6.643365613	6.429272203	6.988875332	7.497910086	6.536589276	6.004016354
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium phocaeense	7.703952133	6.179281614	7.16320571	5.481822397	5.122466627	5.566598333	6.321729518	5.133172863	5.752873703	6.234123264	6.058805757	6.742346108	6.280574165	6.562647346	7.107923789	6.20847775	5.938772734
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] hylemonae	6.173453498	4.825513998	5.543220288	4.681648138	3.9581218	4.531790515	5.046355246	4.279197605	4.672007529	5.107905608	5.029618221	5.329507866	4.976888931	5.641453441	6.093556449	5.178056434	4.591611879
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium phytofermentans	5.07841409	3.80615318	4.745164434	3.920663901	3.089298672	4.011355956	3.811013754	3.747198451	3.571699934	3.748896117	3.494135525	3.890893548	3.579599645	4.159571976	4.69537546	3.95472948	3.566328801
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia producta	8.146840664	6.60229492	7.35607374	5.652369495	5.248557251	6.087957889	6.771003464	5.625423092	6.274577795	6.462958779	6.579110043	6.88921859	6.65644123	6.779275333	7.466137368	6.535185525	6.345964175
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia sp. SC05B48	5.888338977	4.723960319	5.554818428	4.486273055	4.145052338	4.537380992	4.793162431	4.040576756	4.499889945	4.863915818	4.675062962	5.184308657	4.772355176	5.39850305	5.97637283	5.083265334	4.539643637
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia sp. LZLJ-3	5.502907446	4.057553049	4.9376549	3.529921082	3.116136471	3.658083376	4.122702636	3.404323321	3.869154639	3.989079002	3.885191145	4.295155754	3.958235595	4.400879336	5.076001534	4.144053221	3.724796726
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia argi	6.101347485	4.74615293	5.460362686	4.51473347	4.060905193	4.629247241	4.759218432	4.211728222	4.616683328	4.813318973	4.424905999	4.911246937	4.799068594	5.27616896	5.950662736	4.942104361	4.638247372
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia obeum	6.026879004	4.614164769	5.509631997	4.371536281	3.627684432	4.512457014	4.697264014	4.035332583	4.511677976	4.666740024	4.324700308	4.814351083	4.513939689	5.233719919	5.807224251	4.809814067	4.472217802
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia hansenii	5.865952953	4.579190703	5.445327253	4.370812326	3.758879718	4.744209855	4.643618984	4.507352225	4.587895453	4.842880861	4.261392528	4.698771975	4.564640355	5.34757587	5.915713846	4.805550796	4.608183566
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster bolteae	8.912181311	7.536358397	8.098462829	6.347840366	6.838900079	7.390941657	7.58594643	6.34051226	7.034462955	7.671705653	7.645378869	7.948032502	7.612563962	8.16469358	8.499825374	7.898944703	7.163984022
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster clostridioformis	6.762263618	5.236946185	5.839003228	4.159875528	3.724410095	4.405600636	5.370369435	3.856583775	4.706036729	4.838501878	4.914079441	5.477675158	5.331400898	5.359552141	6.019456314	5.040040522	5.058333863
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia intestinalis	8.171519123	6.662938324	7.491923122	5.805138042	5.572597093	6.094744572	6.639280633	5.663797305	6.24839727	6.312115862	6.023559627	6.665902157	6.376593523	6.905274473	7.576682293	6.561626002	6.397075245
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia hominis	7.28807303	5.897494087	6.583789225	5.328824226	4.819639862	5.57981653	5.861430074	4.908630056	5.568284884	5.835721237	5.503578604	6.217467166	5.762779838	6.365208072	7.076703977	6.136244508	5.662529625
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus catus	6.475316486	4.582558335	5.668898354	4.430392449	3.912919774	4.405600636	4.790013892	3.981814955	4.456501727	4.582230372	4.48011782	4.935385065	4.653690477	5.110102734	5.720451959	4.741665903	4.522807176
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus comes	6.176424106	4.932314014	6.005428396	4.28426776	4.034289582	4.499422558	5.091811623	4.325966875	4.721909568	4.853937413	4.545770263	5.101751344	4.702616739	5.346331252	5.86453667	5.023115907	4.744662492
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus sp. ART55/1	5.866432887	4.083931328	5.092976556	3.695184195	3.602023192	4.098214871	4.305798387	3.666149777	3.97607217	4.37875003	4.218744064	4.832030957	4.342937596	5.01643722	5.446400181	4.959651714	3.943809049
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora saccharolytica	7.092786469	5.961189322	6.469143563	5.22529705	4.982966237	5.607414506	5.885230643	5.170213827	5.616996215	5.893204956	5.733943047	6.266337492	5.918905408	6.312220454	6.704108799	5.922210142	5.660296497
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora sphenoides	5.495893646	4.313389412	4.918681139	3.831920334	3.404397009	4.118603732	4.264048819	3.633799527	4.034437532	4.234431863	4.071207133	4.39194534	4.308953889	4.726488956	5.27781347	4.348627264	4.130332857
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__[Ruminococcus] gnavus	6.816836833	5.301039293	6.199806343	4.841725865	4.246810736	5.079208482	5.564363598	4.568792607	5.275148075	5.560823782	5.767767094	6.431723614	5.875008989	6.315934262	6.968596578	6.040549658	5.456322121
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__[Ruminococcus] torques	6.040978363	4.636478544	5.400351913	3.957775918	3.439594355	4.239158533	4.604127233	3.747198451	4.354736218	4.541363521	4.288040421	4.826448566	4.494457961	4.984524784	5.619330625	4.696332154	4.263796721
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio fibrisolvens	6.278043286	4.918167248	5.734382017	4.786882075	4.702976755	4.845542682	4.915708187	4.372456224	4.539454422	4.866565111	4.506596557	5.060278076	4.666803877	5.473765239	5.791652826	5.256249665	4.734791865
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio proteoclasticus	4.862525113	3.398269121	4.407411759	3.373919869	3.07941435	3.443475921	3.567983553	3.195856309	3.503809015	3.567842191	3.462315493	4.000205985	3.524637195	4.134314248	4.588591726	3.877812107	3.449338443
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio hungatei	4.657065912	3.062709891	4.000674999	3.42502944	2.601736639	3.478770177	3.225153734	3.000567513	3.14197623	3.372924297	3.160898864	3.811389924	3.30179572	4.12949865	4.372200503	3.73430897	3.124499043
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes hadrus	5.793270559	4.374891182	5.373848653	3.898733417	3.269629269	3.941995992	4.324053503	3.453456339	4.136938047	3.990901378	3.822770644	4.152118907	4.170550164	4.586619823	5.197963786	4.260761893	4.22268549
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes caccae	5.314331278	3.982210353	4.72652006	3.584642852	3.128172359	3.880487737	4.229601929	3.581303944	3.763567753	4.109715095	3.914348334	4.005536102	4.141619187	4.497858119	4.868268776	4.206529977	3.743669556
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes rhamnosivorans	5.184863606	3.797484871	4.621076834	3.640971994	2.922397692	3.732381353	4.070892202	3.284406334	3.592816533	3.78715356	3.450568329	3.90888472	3.754938671	4.283098354	4.779879732	4.029083077	3.484545019
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum hallii	6.912429339	4.818390511	5.762534647	4.178197868	4.005869676	4.366652994	5.18983312	4.055455915	4.466630835	4.41630243	5.236167595	6.093340206	5.485720961	4.824793509	5.307406351	4.495885545	4.71866627
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna sedimenticola	5.38168422	4.083139032	5.296880885	3.801083164	3.303989262	3.902933989	4.048230697	3.595626327	3.796063039	4.007199991	3.846495944	4.28141083	4.18480096	4.434846353	5.003844909	4.085157307	4.05073119
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna sp. CTTW	5.264949335	3.79070666	4.772898174	3.768473487	3.175336247	3.853851275	3.83361625	3.535342147	3.446279161	3.935203155	3.539201274	3.986408856	3.629571146	4.402077793	4.927176049	4.154452554	3.649739985
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna cellulosilytica	4.890165608	3.563031665	4.470787471	3.622844348	3.193778386	3.777621654	3.646678155	3.255059768	3.316394764	3.60797607	3.371787703	3.770826989	3.416652482	4.078939452	4.613604363	3.991361878	3.474411961
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira eligens	5.808502594	4.497700152	5.658185287	4.178197868	3.840151485	4.546914553	4.541849994	4.021001555	4.137783474	4.753387424	4.175688538	4.609079981	4.404250503	5.143686863	5.919838096	5.138852111	4.147441119
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum umeaense	5.036095082	3.564167731	4.178368308	3.256550181	2.825197058	3.436654196	3.643192729	3.330398166	3.576696424	3.710334047	3.494135525	3.88264098	3.693616256	4.143897489	4.675575183	4.069080129	3.467616831
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Herbinix|s__Herbinix luporum	4.597410748	3.534335308	4.464521392	3.445802029	2.883163734	3.718387307	3.714674676	3.310689466	3.373497026	3.665397585	3.488402022	3.87267518	3.353174147	4.110562709	4.699970586	3.991361878	3.393071314
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum propionicum	4.523057146	3.030193559	4.352479572	3.118465886	3.111293859	3.16468344	3.703562153	3.143897796	3.397697485	3.447368807	2.949727565	3.267649045	3.015530398	3.940630499	3.828794331	2.959560669	3.511223634
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Pseudobutyrivibrio|s__Pseudobutyrivibrio xylanivorans	4.419590869	3.323759114	4.242030498	3.154245635	3.245522942	3.294860882	3.400548224	2.958441263	3.107867085	3.29245945	2.896603424	3.49254143	3.099596769	3.886856778	4.264080238	3.677755226	3.155835931
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Acutalibacter|s__Acutalibacter muris	9.54568765	8.338668296	9.044896936	6.97394677	7.991734386	7.707257813	8.288146203	7.355901803	7.807430373	8.251032317	7.884949426	8.576618758	7.975336565	8.661250013	9.352574773	8.454041743	7.89609428
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor plautii	8.030887618	7.221889218	7.5536743	6.370651558	6.908244264	7.140860871	7.748318711	6.73377549	7.454062158	7.932122505	6.658163604	7.627329631	6.87825134	8.184359408	8.619810325	7.779387448	7.12375951
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii	7.882268548	6.716161115	7.159897029	6.246507479	6.313550063	6.412607585	6.853374931	6.039885055	6.561217443	6.975622405	6.575903303	7.222937564	6.628599849	7.316735085	7.749292101	7.199871846	6.523811596
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter sp. NSJ-62	6.894344358	6.152529296	6.499340956	5.559802041	5.59575177	5.636728326	6.306018639	5.655276085	5.860498831	6.70421146	5.337313117	6.43016726	5.520649667	7.168157649	7.37327352	6.802175924	5.717024414
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter sp. PEA192	3.723777235	3.078697295	3.50521591	2.753328545	2.675765878	2.657999798	3.11874857	2.613063136	2.552766881	3.651639103	2.517552504	3.328458899	2.616589464	4.107137484	4.257860704	3.858485825	2.667521053
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter valericigenes	6.231485331	5.492815133	5.866591082	5.034612827	5.011836401	5.0228208	5.633915126	5.098751503	5.131019728	6.015518462	4.817347951	5.738370744	5.028032963	6.528576418	6.679889597	6.199939251	5.120662502
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus champanellensis	4.22224144	3.423526944	3.846976469	4.365734442	5.859592496	4.879266272	4.068295507	4.694356632	3.589112462	4.372239807	3.349821357	4.47662882	3.488985953	4.602693099	5.23470313	5.063601057	3.733320065
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans	3.685123675	2.853759827	3.553247779	4.033833744	5.884640945	4.330309842	3.351556377	4.532030484	3.278565028	3.78715356	3.20176596	3.800041623	3.307388891	3.971635377	4.502257208	4.623342919	3.621448582
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus albus	3.551431294	3.157586205	3.345035035	3.770670548	4.737170454	4.180139995	3.379755097	3.799396378	3.263150946	3.456190127	2.800388556	3.679456399	2.99025225	3.873094232	4.172064394	4.085796682	3.319503588
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. JE7A12	2.966708347	2.360062009	3.230303396	2.895008109	3.096667723	3.304260278	2.912237715	3.186424545	2.833038265	2.830859775	2.98272832	3.527895967	2.983280641	2.91616675	3.448699218	3.148903132	2.927296623
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans	5.190496538	4.381995192	4.730007074	4.380195525	4.382623807	4.260561833	4.567819944	4.634675149	4.276287959	5.452357936	4.347841339	4.99287084	4.234577446	5.50030694	5.659132623	6.191646952	4.351917714
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproiciproducens|s__Caproiciproducens sp. 7D4C2	4.314237935	3.603376736	3.907511269	3.090596817	3.42014638	3.429800061	3.84478608	2.98355318	3.350343207	3.753197389	3.396489265	4.056314647	3.47248495	4.05577431	4.343119161	3.805128822	3.39426621
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproiciproducens|s__Caproiciproducens sp. NJN-50	3.630413634	2.840693606	3.281104742	2.659225741	2.842832914	3.506722515	3.397793061	2.849970363	3.055141926	3.462333114	3.024926968	3.806163337	3.108167468	3.899358143	4.135524409	3.712118446	3.089518699
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter welbionis	4.924371966	4.099686556	4.622953589	3.436145362	3.850359268	3.848721428	4.270840588	3.757244268	3.756979932	4.639503854	3.281841325	4.336226338	3.488985953	4.894574396	5.472026492	4.696750761	3.761372919
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ethanoligenens|s__Ethanoligenens harbinense	3.890355034	3.125623227	3.410604629	2.918977145	3.159003694	2.965815825	3.311128639	2.992858591	3.193301423	3.35699796	3.20176596	3.740095227	3.273499907	3.553883449	4.107498967	3.436425242	3.016905889
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminiclostridium|s__Ruminiclostridium herbifermentans	2.65921175	2.665462692	2.742841843	3.479771871	3.039185615	3.270131938	2.470745714	3.16874312	2.236512508	2.633452762	2.344281872	2.516401293	1.958177522	2.492859483	2.84328116	2.770481941	2.391733051
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Thermoclostridium|s__Thermoclostridium stercorarium	2.691350813	2.396234366	2.551150916	2.620770566	3.29973875	2.968183061	2.603410568	2.758365965	2.552766881	2.616239782	2.46305091	2.888572747	2.249134084	2.863777289	3.014030849	2.946947327	2.567262463
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. SY8519	5.635151903	4.358614412	4.96528592	3.941291076	3.737039997	4.03300061	4.502638188	3.620853621	4.024415411	4.426213351	4.059653981	4.70486983	4.187836473	4.781245196	5.312325487	4.539478923	4.176900916
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium botulinum	4.650392938	4.50244898	5.210902756	5.000853714	4.528703242	5.180679523	4.661531797	5.13772425	4.094022256	4.403589254	4.707505429	4.33501713	4.031031746	3.79799794	4.224615893	4.277649452	4.340805193
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium pasteurianum	4.12237011	3.28569839	4.009310164	3.810724048	3.289057357	3.895490641	3.524441911	3.627838925	3.018889942	3.29048784	3.494135525	3.253638254	3.103888483	3.328718545	3.516576578	3.287639558	3.193387193
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium perfringens	3.99589406	3.942573476	4.667733122	4.642594764	3.680948939	4.707133899	4.316049696	5.326815529	3.948390844	4.363357251	4.457552537	3.925851316	4.24043684	3.730909237	4.345787277	4.377113751	4.090343909
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium butyricum	3.701714005	3.288450565	4.088864889	3.866227379	2.930667931	3.813609494	3.374159274	4.270296891	2.833038265	3.434034862	3.346655826	3.116797829	3.234887614	2.895892487	3.490772265	3.311888715	3.033872054
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium saccharoperbutylacetonicum	3.632672431	2.981703699	3.651216362	3.60078616	2.819270204	3.596679197	3.034342977	3.686364913	2.310360278	2.996033557	2.852649119	2.789647107	2.616589464	2.878776869	3.003255221	3.052764868	2.781495107
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium kluyveri	3.614502247	2.917372691	3.824318469	3.355009423	3.01605405	3.434943713	2.987466908	3.163258796	2.565389672	2.938020211	2.932939725	3.096960463	2.451281532	2.93174097	3.17871503	2.862903867	2.719926279
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium saccharobutylicum	2.992733355	2.713355378	3.517374626	3.080005539	2.132562073	3.05314724	2.673427804	3.382068702	2.194875062	2.503314297	2.61022147	2.154551578	2.353745476	2.027913954	2.279376006	2.322683366	2.598700405
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium beijerinckii	2.925541112	2.5208285	3.380967535	2.911031631	2.324708775	3.005539921	2.772467205	3.110090777	2.211031988	2.446013489	2.762883588	2.370591736	2.23355058	2.297186212	2.713774141	2.545412679	2.519877712
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium bornimense	2.707155786	2.743754457	3.038338958	3.597076782	2.545406385	3.672671753	2.367509859	3.772633325	2.004070838	2.673339734	2.06496933	2.322592025	2.225695248	1.93823454	2.573307282	2.415126367	2.208248296
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium baratii	2.65032085	2.919149619	3.122997122	3.962588769	2.866016965	4.133444845	2.746714341	4.415188819	2.42006495	3.258570029	2.786438201	2.322592025	2.957425915	2.141338288	2.996479352	2.946947327	2.445748168
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium gasigenes	2.260139463	2.571421967	2.438442442	3.5958382	2.587858926	3.886757918	2.119195229	3.991905222	1.713300948	2.833570414	2.451309756	2.129661745	2.701166465	1.86131867	2.690452908	2.736682809	2.074512079
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella hathewayi	6.368801403	5.201610792	5.785338284	4.340812961	4.080859213	4.947439429	5.254460796	4.398947523	4.833088375	5.213911496	5.027642943	5.57717098	5.036476987	5.466145905	6.064533482	5.072983078	4.95725968
