Treatment_Gropu	Control	Control	Control	DSS	DSS	DSS	Control	DSS	RCE	RCE+DSS	RCE	RCE	RCE	RCE+DSS	RCE+DSS	RCE+DSS	Start
Taxonomy	Control_327	Control_328	Control_330	DSS_334	DSS_339	DSS_treatedp	D_Control	D_DSS	D_RCE	D_RCE_plus_DSS	RCE_318	RCE_319	RCE_322	RCE_plus_DSS_301	RCE_plus_DSS_305	RCE_plus_DSS_313	Start
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Sporolactobacillaceae	0.003248746	0.001075849	0.001902225	0.00214414	0.000706033	0.00193787	0.001888769	0.002584975	0.002325801	0.002043298	0.002915855	0.004032854	0.003168618	0.004040528	0.005685792	0.002597434	0.002646129
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.36335343	0.097716305	0.217560142	0.519173114	0.054694055	0.116332104	0.261131982	0.915773752	0.435428721	0.389162101	0.480223462	0.305206394	0.394444194	0.560021304	0.438859842	0.888736057	0.3037495
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	0.013762274	0.003944779	0.00947489	0.196599129	0.017996007	0.042852888	0.00647578	0.143136639	0.023258011	0.131054178	0.076149437	0.071764638	0.065541645	0.11698688	0.115039264	0.090611358	0.010225166
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	0.090311865	0.031080081	0.057881976	0.064165382	0.028257026	0.035800641	0.040820543	0.048911776	0.030868548	0.043303146	0.04758596	0.069607061	0.05688888	0.098940586	0.118641899	0.077486273	0.047564989
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae	0.028193888	0.009536538	0.022881044	0.015220749	0.008221367	0.010288689	0.012720283	0.014445447	0.007558853	0.012567513	0.014162724	0.020285256	0.016281822	0.027718438	0.036442988	0.020066899	0.015027401
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	0.049922936	0.019750461	0.041667776	0.038912174	0.019910142	0.021935884	0.035713157	0.031948936	0.021927135	0.027522978	0.035684511	0.052487595	0.035439774	0.062952675	0.072812453	0.051879714	0.034840701
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	0.046070152	0.018116765	0.031069668	0.028032648	0.011892741	0.016441924	0.023937259	0.024278488	0.016035106	0.023067111	0.018903468	0.03135544	0.026982001	0.056148678	0.072175252	0.044409219	0.022851449
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	0.051588122	0.025355502	0.059711735	0.077109635	0.024005136	0.050264739	0.038469218	0.061650802	0.018360907	0.035745406	0.030844588	0.041901354	0.02183909	0.05487162	0.060043928	0.049558114	0.031247193
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae	0.029140759	0.015181424	0.032537098	0.040765135	0.015218943	0.026311074	0.020603003	0.027995445	0.014006491	0.019078987	0.018943139	0.024882709	0.019377318	0.033664084	0.03663905	0.031950732	0.019012928
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Gottschalkiaceae	0.007428037	0.004024472	0.011087252	0.013314846	0.003075168	0.008091105	0.005685581	0.00876864	0.002390407	0.003877343	0.004225014	0.006331581	0.002681138	0.005820034	0.006151439	0.005723548	0.004883905
d__Bacteria|p__Firmicutes|c__Tissierellia|g__Sedimentibacter|s__Sedimentibacter sp. zth1	0.014970351	0.00490109	0.010471293	0.01802666	0.003467409	0.011307568	0.005589215	0.013279674	0.002584223	0.007213088	0.004542386	0.006533224	0.003387984	0.008813793	0.012866556	0.009263414	0.005096249
d__Bacteria|p__Firmicutes|c__Tissierellia|g__Ezakiella|s__Ezakiella massiliensis	0.002546755	0.001646979	0.003460237	0.002223553	0.001239481	0.001658177	0.002351325	0.001841583	0.001434244	0.00226486	0.002618319	0.003851376	0.001657431	0.003977721	0.00678864	0.003241046	0.002401117
d__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales|f__Limnochordaceae	0.003950736	0.001195388	0.002391368	0.001958844	0.001208102	0.001038858	0.002370598	0.00160505	0.00161514	0.003446527	0.003074541	0.003609404	0.00385109	0.006803997	0.008504181	0.005010978	0.001862091
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae	4.027432474	8.4411241	8.396256205	0.18839316	8.399648176	16.0171907	1.789223377	3.859586877	1.066844944	5.271462599	0.897230394	3.887509989	1.684607951	2.68542253	0.914334226	0.370168773	1.556070988
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	0.090883252	0.051654031	0.065581457	0.087565628	0.047931824	0.046029395	0.064969807	0.075133219	0.062021361	0.065520935	0.07184508	0.096264226	0.095570394	0.127998888	0.126459864	0.11185055	0.089707047
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae	0.013794925	0.009642794	0.009402424	0.014506035	0.007123093	0.007032269	0.010561689	0.013279674	0.011073397	0.010782705	0.013646995	0.018006693	0.014234407	0.020537604	0.018356286	0.018825647	0.01522341
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae	0.011982811	0.006388683	0.008025576	0.011038352	0.007076024	0.005354114	0.007670716	0.00844763	0.006034162	0.00920715	0.012357671	0.014659424	0.014112537	0.018485937	0.015954529	0.014320364	0.010323171
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Cellulomonadaceae	0.011378773	0.005817554	0.006884241	0.007729493	0.005585509	0.004535014	0.007111794	0.006758104	0.006809429	0.007754685	0.011425391	0.015082874	0.013503188	0.014298862	0.013969404	0.011539041	0.009571801
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ornithinimicrobiaceae	0.009436055	0.004250267	0.007065406	0.008655973	0.005020682	0.004295278	0.00580122	0.006960847	0.005685291	0.008087029	0.005990396	0.009457043	0.008530895	0.011702875	0.012449925	0.011240222	0.008101729
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Promicromonosporaceae	0.009387079	0.006587915	0.007735713	0.00947657	0.007468265	0.006552796	0.008075452	0.006403303	0.006202136	0.007742376	0.009342637	0.011150841	0.01308883	0.015408437	0.012278371	0.015308768	0.008869433
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae	0.007983099	0.004502627	0.005181297	0.009873633	0.007013265	0.005074421	0.005974678	0.006994637	0.005956635	0.007028453	0.006684647	0.008892443	0.011212033	0.011200426	0.00926392	0.011562028	0.009196116
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ruaniaceae	0.005256764	0.00191262	0.002083389	0.002938266	0.00213379	0.001418441	0.00219714	0.00324389	0.002183669	0.002892621	0.003332406	0.003266612	0.005289155	0.005799099	0.005269161	0.004620214	0.003593509
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermatophilaceae	0.00481598	0.002975187	0.002844279	0.002038257	0.001035516	0.001378484	0.003199344	0.001571259	0.003191516	0.002203315	0.004621729	0.003750554	0.004557935	0.004040528	0.004754499	0.003378962	0.003789518
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermacoccaceae	0.004130315	0.003718984	0.003876915	0.007464784	0.004926544	0.00437519	0.003854631	0.003852119	0.002506697	0.003840415	0.003332406	0.005444353	0.005045415	0.008290409	0.006421024	0.007424523	0.005504602
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Bogoriellaceae	0.00319977	0.00152744	0.002808046	0.002038257	0.001129653	0.001378484	0.001965862	0.001774002	0.001628061	0.002351024	0.002360454	0.003972361	0.00336361	0.005129167	0.004411391	0.003585838	0.002319447
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae	0.00253043	0.001301644	0.00197469	0.001270602	0.000611896	0.000639297	0.001946589	0.001368516	0.001666824	0.001329375	0.003015034	0.003548912	0.002973626	0.004187075	0.003994759	0.002528475	0.001470072
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Beutenbergiaceae	0.001518258	0.001142259	0.001068869	0.001932373	0.001129653	0.000299671	0.00146476	0.001165773	0.00149885	0.001427847	0.001626531	0.003145626	0.002413024	0.00221915	0.002720358	0.002068752	0.001845757
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Kytococcaceae	0.001436631	0.000743797	0.00076089	0.001773548	0.001192412	0.000539407	0.000809473	0.001689526	0.001343796	0.001206284	0.000991787	0.000967885	0.002681138	0.002009796	0.00193611	0.002252642	0.001176057
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	0.75310496	0.384423407	0.230821364	0.216266983	0.252430481	0.549835511	0.193714484	1.193092542	0.6987094	0.322779535	0.765858234	0.386145775	0.839318162	0.347757528	0.327374198	0.580606871	0.327074639
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae	0.116954845	0.061695288	0.071433062	0.094527466	0.059102842	0.053041686	0.07684207	0.094005224	0.087256303	0.080894905	0.108521378	0.134455354	0.137518022	0.148159655	0.140796883	0.131940435	0.11925549
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	0.105608723	0.063820422	0.081741307	0.106889361	0.069520757	0.05971435	0.073584907	0.089004227	0.081997408	0.078937771	0.098186953	0.11923133	0.125599143	0.143553872	0.135674769	0.136031967	0.111121093
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae	0.061807795	0.036671839	0.041685893	0.061624178	0.039632009	0.031285605	0.042343122	0.047053298	0.041683523	0.046429638	0.05607566	0.061218724	0.077119287	0.082652864	0.079993216	0.07773912	0.060158604
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae	0.014856073	0.010267052	0.009964033	0.017338418	0.009178434	0.009010094	0.010966425	0.012232168	0.009768364	0.010758087	0.012397343	0.016131416	0.022350944	0.019888607	0.015292821	0.019745093	0.014537377
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Dietziaceae	0.003216095	0.00223139	0.00222832	0.002567674	0.002290686	0.001738089	0.002621149	0.00295667	0.002803882	0.002511041	0.004879594	0.003972361	0.009408358	0.005673487	0.005244653	0.004804103	0.0027278
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|g__Tomitella	0.003167119	0.001554004	0.002010923	0.002567674	0.001019826	0.001298572	0.00219714	0.001807793	0.002106142	0.002067916	0.002578647	0.003488419	0.002656764	0.002910017	0.002867404	0.002712364	0.002744134
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Tsukamurellaceae	0.002416153	0.001447747	0.001594245	0.00182649	0.001161033	0.00121866	0.001426213	0.001740212	0.001395481	0.002043298	0.001467845	0.001875277	0.001949919	0.002784405	0.002793881	0.002045766	0.00197643
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Segniliparaceae	0.001191751	0.000332052	0.000742773	0.001297072	0.000282413	0.00091899	0.000578195	0.000574439	0.000658977	0.000492361	0.003808464	0.001552649	0.004460439	0.001779507	0.001691033	0.000804515	0.000669699
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	0.311193921	0.157857589	0.20794032	0.251949712	0.164458717	0.163600138	0.200595001	0.218168486	0.175055293	0.257061656	0.237671934	0.321700767	0.291244743	0.422413078	0.421385833	0.358078065	0.249258839
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	0.049269922	0.027029044	0.033334221	0.049129929	0.029449438	0.025052457	0.033014915	0.037980543	0.030674732	0.035991586	0.042884887	0.050027554	0.056084539	0.068898322	0.068450078	0.060154724	0.042926096
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	0.043066287	0.02324365	0.036812575	0.035073899	0.026735132	0.021716125	0.037004458	0.030884534	0.026333236	0.034846847	0.040643448	0.049563776	0.043068831	0.059561144	0.052446533	0.055787358	0.040590315
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Kribbellaceae	0.002628382	0.001182106	0.001394965	0.001985315	0.001898445	0.001478375	0.002042954	0.002568079	0.001602219	0.002560277	0.002915855	0.003851376	0.00336361	0.003244983	0.00301445	0.002781323	0.002090769
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Actinopolymorphaceae	0.001420306	0.001407901	0.000833356	0.001270602	0.001223791	0.000938968	0.00146476	0.001858479	0.001938168	0.001538628	0.002261275	0.001713963	0.001584309	0.001716701	0.001960618	0.001379168	0.003038148
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	0.074215065	0.039872821	0.052265885	0.057574136	0.035615463	0.034741805	0.04733487	0.051598123	0.052265918	0.048288301	0.054667322	0.072873673	0.070002084	0.098647491	0.100040536	0.082520237	0.065450863
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae	0.060991527	0.033550549	0.042011988	0.054529986	0.034360293	0.033043672	0.041360191	0.050381664	0.043505401	0.050590088	0.056928597	0.071724309	0.064006084	0.081417677	0.080752956	0.079095302	0.063033411
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae	0.059734475	0.030987106	0.043896097	0.053921156	0.036509772	0.030526439	0.042767132	0.041545443	0.03840156	0.049420731	0.04837939	0.067550305	0.05737636	0.085039497	0.083865437	0.081485861	0.05084815
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae	0.011868533	0.00617617	0.00744585	0.009370687	0.007295679	0.005833587	0.008460915	0.008971383	0.008049856	0.011262757	0.013230444	0.01615158	0.014624391	0.018297518	0.018503333	0.015101893	0.011433892
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Thermomonosporaceae	0.009044247	0.004157293	0.005924071	0.008655973	0.004283269	0.005653784	0.006148137	0.007585972	0.005297658	0.008210119	0.006783826	0.009235236	0.007239073	0.014571022	0.013430234	0.013768697	0.006598989
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Nocardiopsaceae	0.008423883	0.004662012	0.005253763	0.007120663	0.004016546	0.004894619	0.005666308	0.005913341	0.006563927	0.006733036	0.007002019	0.009618357	0.008945252	0.011598198	0.010219722	0.010573624	0.007415695
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales|f__Frankiaceae	0.008032075	0.004037754	0.00572479	0.007041251	0.003687063	0.003616025	0.004240094	0.005034787	0.00427689	0.006474547	0.005236637	0.0092554	0.006824716	0.009588402	0.011445108	0.008596816	0.005194254
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Candidatus Nanopelagicales|f__Candidatus Nanopelagicaceae	0.006938276	0.003413496	0.006576262	0.007305959	0.003545857	0.00549396	0.005666308	0.005457169	0.004431943	0.004775901	0.005415159	0.00689618	0.005727886	0.01027927	0.00926392	0.009332372	0.00601096
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales|f__Nakamurellaceae	0.00484863	0.003161136	0.002789929	0.004711814	0.003577236	0.003396266	0.003854631	0.004088653	0.003824651	0.004652811	0.005375488	0.005726653	0.005898504	0.0075158	0.007180764	0.006780911	0.004818569
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae	0.00484863	0.002178262	0.003170374	0.004526518	0.002714306	0.002896815	0.002351325	0.003226995	0.001744351	0.003852724	0.003114212	0.004496632	0.00372922	0.006008453	0.006151439	0.0069648	0.002923809
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales|f__Jiangellaceae	0.002938564	0.001394619	0.002210204	0.003123562	0.001898445	0.001138748	0.002389871	0.002416022	0.001770193	0.002498732	0.002003411	0.003488419	0.002705512	0.003014694	0.003798697	0.005562646	0.002760468
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Glycomycetales|f__Glycomycetaceae	0.002481454	0.001341491	0.00202904	0.002700028	0.002039652	0.001458397	0.001272028	0.001621945	0.000839873	0.002437187	0.001428174	0.002964148	0.002364277	0.005150102	0.004828022	0.003401948	0.002090769
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales|f__Catenulisporaceae	0.001975368	0.000943028	0.00101452	0.000582359	0.000611896	0.000659275	0.000848019	0.000726496	0.001162901	0.000947795	0.001348831	0.001330842	0.001608683	0.00249131	0.002083157	0.001884863	0.001339399
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.126309273	0.062837548	0.082085519	0.122877764	0.061911286	0.058975163	0.104961604	0.124180158	0.084271525	0.109414914	0.098266296	0.118444923	0.118091956	0.168173874	0.165696733	0.131802518	0.107184568
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	0.056681633	0.025249245	0.036486479	0.042776921	0.021196692	0.029667384	0.035327694	0.065874617	0.069799874	0.051771755	0.05514338	0.056097	0.100347695	0.094586028	0.102736386	0.096495809	0.037192816
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0.020014885	0.009416999	0.014927934	0.0228973	0.010041364	0.010088908	0.013645394	0.016962841	0.011293056	0.015817096	0.012675043	0.021555605	0.016379318	0.032261414	0.032252167	0.032157608	0.011515562
d__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae	0.008848343	0.004276832	0.005380578	0.009185391	0.004848096	0.005414048	0.006417961	0.010356794	0.00913523	0.008616317	0.008945922	0.014235975	0.010042082	0.015240954	0.017032869	0.014113489	0.009588135
d__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Baekduiaceae	0.001632536	0.000929746	0.001322499	0.001667665	0.001631722	0.00091899	0.001291301	0.00131783	0.001124137	0.002215624	0.001567024	0.002923819	0.002096163	0.004291752	0.00431336	0.003447921	0.00169875
d__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae	0.001338679	0.001540722	0.000670308	0.001800019	0.001490515	0.000699231	0.001252755	0.001909164	0.001537613	0.001267829	0.001844725	0.001875277	0.002486146	0.001653895	0.000833263	0.001976808	0.002760468
d__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae	0.001338679	0.001049285	0.001322499	0.004711814	0.002949651	0.00223754	0.001426213	0.001807793	0.001072453	0.002351024	0.002201768	0.002802834	0.001852423	0.003768368	0.004754499	0.003953616	0.001845757
d__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales|f__Euzebyaceae	0.00182844	0.00095631	0.001702944	0.001800019	0.001317929	0.001078814	0.001329848	0.001672631	0.001317954	0.001674027	0.002122425	0.003327105	0.001876797	0.002930953	0.003382066	0.002436531	0.001911093
d__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egibacterales|f__Egibacteraceae	0.001191751	0.000690668	0.000833356	0.001852961	0.000894309	0.000839078	0.000848019	0.001452992	0.000762346	0.001181666	0.000892609	0.001351006	0.001145577	0.002281956	0.002499788	0.002137711	0.00130673
d__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egicoccales|f__Egicoccaceae	0.001061148	0.000903182	0.000942054	0.001297072	0.000737413	0.000679253	0.000886565	0.001351621	0.000943242	0.001317066	0.001150473	0.001814784	0.001584309	0.002428504	0.002034141	0.001792919	0.001208726
d__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae	0.003918085	0.001646979	0.002427601	0.002964737	0.002353445	0.001658177	0.00183095	0.001942955	0.001744351	0.002535659	0.002360454	0.003185955	0.00287613	0.003244983	0.003455589	0.00393063	0.002956478
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus	0.051898304	0.032687213	0.041178633	0.049738759	0.033842535	0.028288899	0.038469218	0.043251864	0.037174054	0.03695169	0.051890317	0.056157493	0.062031791	0.074048424	0.065680705	0.068475706	0.048479701
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Cyanobium	0.003999712	0.002151698	0.002971094	0.002832383	0.00213379	0.001678155	0.002890973	0.002500498	0.003113989	0.003200346	0.003114212	0.004174004	0.00311987	0.005882841	0.005440715	0.004987992	0.004410215
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Thermosynechococcus	0.002661033	0.001182106	0.002173971	0.001932373	0.001098274	0.001478375	0.00177313	0.002061222	0.001317954	0.002203315	0.002003411	0.001976098	0.003631724	0.003056565	0.002744865	0.00291924	0.002025432
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochloraceae|g__Prochlorococcus	0.012766428	0.005897246	0.016739576	0.008920682	0.004706889	0.007511742	0.010638782	0.007264962	0.006240899	0.006708418	0.012397343	0.012864804	0.007263447	0.01140978	0.010905938	0.011653972	0.010453844
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Leptolyngbyaceae|g__Leptolyngbya	0.011591002	0.003944779	0.009293726	0.012600133	0.006542576	0.004075519	0.00580122	0.007011533	0.004561154	0.006991526	0.007339227	0.010263614	0.009067122	0.011221361	0.013552772	0.013079113	0.007954722
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Pseudanabaenaceae|g__Pseudanabaena	0.006301587	0.002191544	0.005036366	0.002832383	0.00128655	0.001957848	0.00250551	0.002483603	0.001369638	0.00176019	0.002439797	0.003851376	0.001876797	0.002910017	0.004656468	0.00262042	0.002319447
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Merismopediaceae|g__Synechocystis	0.002612057	0.000823489	0.00222832	0.000741184	0.000580516	0.001598243	0.001426213	0.001706421	0.000723583	0.001526319	0.000971952	0.001250185	0.001145577	0.002449439	0.003308543	0.002252642	0.001535408
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Acaryochloridaceae|g__Acaryochloris	0.002399827	0.001102413	0.002155855	0.001085306	0.00083155	0.001478375	0.001676765	0.000878553	0.00149885	0.001538628	0.003887807	0.002903655	0.004021707	0.003852109	0.003161497	0.002712364	0.001437404
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Oculatellaceae|g__Thermoleptolyngbya	0.001991693	0.001248516	0.001485547	0.002223553	0.000470689	0.000659275	0.001445487	0.000861658	0.002480854	0.001243211	0.001963739	0.002621355	0.003461106	0.002951888	0.003921236	0.002528475	0.002711466
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochlorotrichaceae|g__Halomicronema	0.00182844	0.001115695	0.001394965	0.001085306	0.000768792	0.001038858	0.001811677	0.001131982	0.001653903	0.002572586	0.002777005	0.002056756	0.001876797	0.003035629	0.002744865	0.00160903	0.002466454
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Chamaesiphonaceae|g__Chamaesiphon	0.001730488	0.000929746	0.001648595	0.00060883	0.001396377	0.000719209	0.001233482	0.001115087	0.001162901	0.001107812	0.000833101	0.001149363	0.002900504	0.001214252	0.00107834	0.002896253	0.001666081
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc	0.035572949	0.013454753	0.036033568	0.019800208	0.01236343	0.016401968	0.022973601	0.019835035	0.013580094	0.016863363	0.025746801	0.025044024	0.020986001	0.029895717	0.033134445	0.029077465	0.024893216
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Anabaena	0.004179291	0.00184621	0.005108832	0.001614723	0.000564827	0.001678155	0.003334256	0.001824688	0.001460086	0.001157048	0.00396715	0.003185955	0.002827382	0.002009796	0.00355362	0.002850281	0.004001862
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Cylindrospermum	0.001583559	0.000464873	0.001594245	0.000952951	0.000941378	0.000879034	0.000867292	0.000709601	0.000542687	0.000984722	0.003054705	0.001734127	0.004314195	0.001172381	0.001642018	0.001563057	0.001045384
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae|g__Calothrix	0.021059708	0.008048944	0.020362861	0.0134472	0.009539296	0.010908008	0.014319954	0.011387405	0.008657148	0.011188903	0.017098415	0.01671618	0.012503854	0.023531362	0.021321721	0.020319746	0.014700718
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae|g__Anabaenopsis	0.002105971	0.001421183	0.003279073	0.002250024	0.00083155	0.002057738	0.002177867	0.001621945	0.000956163	0.001550937	0.003034869	0.003347269	0.003826716	0.002972823	0.002352742	0.004206463	0.00169875
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae|g__Sphaerospermopsis	0.001779464	0.001434465	0.001322499	0.004102984	0.000721723	0.002477276	0.001060024	0.002162593	0.000684819	0.000676996	0.000852937	0.000705749	0.000560602	0.001151446	0.000931294	0.003310004	0.000882043
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Scytonema	0.00597508	0.00159385	0.003351539	0.001985315	0.000517758	0.001518331	0.002466964	0.001334726	0.001485928	0.000947795	0.002479469	0.002540698	0.00372922	0.001256123	0.002107664	0.001333196	0.002417451
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Brasilonema	0.002089645	0.000943028	0.003858798	0.001138247	0.000376551	0.000938968	0.002678969	0.001419202	0.000658977	0.001501701	0.001924068	0.001471992	0.001974293	0.002177279	0.001543987	0.001815905	0.001813089
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Rivularia	0.002661033	0.001673543	0.004565339	0.002038257	0.001066895	0.001378484	0.003025885	0.00228086	0.00149885	0.001747881	0.003253063	0.003710226	0.003582976	0.002742534	0.004926053	0.003103129	0.003234158
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Microchaete	0.001648861	0.000491437	0.001666711	0.002170611	0.000674654	0.001078814	0.000944385	0.003666271	0.000788188	0.001292448	0.000872773	0.001008214	0.000341236	0.002198214	0.002058649	0.001356182	0.000865709
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae|g__Fischerella	0.003020191	0.001607132	0.003822566	0.002038257	0.000768792	0.002177606	0.002794608	0.001385411	0.001162901	0.001587864	0.002697662	0.002560862	0.001779301	0.002135408	0.002181188	0.001953822	0.002891141
d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae|g__Gloeothece	0.004016037	0.002364211	0.006069002	0.005241232	0.002416203	0.002717013	0.004375006	0.002534289	0.00173143	0.003446527	0.004780415	0.004214332	0.002120537	0.004647653	0.005759316	0.005148895	0.004214206
d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae|g__Halothece	0.001697837	0.000664104	0.001159451	0.001085306	0.000894309	0.000719209	0.001310575	0.00131783	0.001421323	0.000467743	0.001567024	0.001391335	0.002193659	0.002072602	0.001151863	0.001241251	0.001159723
