Treatment_Group	Control	Control	Control	DSS	DSS	RCE	RCE	RCE	RCE+DSS	RCE+DSS	RCE+DSS
Taxa	Control_328	Control_330	Control_327	DSS_334	DSS_339	RCE_322	RCE_318	RCE_319	RCE_plus_DSS_305	RCE_plus_DSS_313	RCE_plus_DSS_301
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Caloramator	2.975752454	3.867805562	2.940804018	2.928119931	2.614953049	1.863812898	2.12428671	2.438684231	3.000210413	2.502298987	2.462652292
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Sarcina	2.666756592	2.936193239	2.365057836	3.659680328	2.579604722	1.964824284	2.22240665	2.328222508	2.88181996	2.55502169	2.386698978
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hathewaya	2.432959407	2.825098348	1.948816659	3.005412389	2.047862572	1.828507208	2.250586926	2.290706482	2.328738572	2.339016373	2.159785662
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Flintibacter|s__Flintibacter sp. KGMB00164	6.954002387	7.319053252	7.611823869	6.095643278	6.557988606	6.288482965	6.025230771	7.097579164	8.719799192	7.385818343	8.391510234
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Massilistercora|s__Massilistercora timonensis	6.229780167	7.036248393	7.509170219	5.722872736	5.075794335	5.76812027	5.767297284	6.222450868	7.472038889	6.606461197	6.973368585
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Intestinimonas|s__Intestinimonas butyriciproducens	6.553565301	7.044649635	7.353114905	5.604735895	5.949847413	5.936759694	5.712633497	6.75890578	7.911430546	7.039058525	7.565844305
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales Family XIII. Incertae Sedis|g__Aminipila	4.521469577	5.328672347	5.383680638	4.848530889	4.846470266	4.31598132	4.201454134	4.781519302	5.627357133	4.971209421	5.191555257
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales Family XIII. Incertae Sedis|g__Mogibacterium	2.396890153	2.880213567	3.521688222	2.569398347	2.266861944	2.263378166	2.349446166	2.637073873	3.346806981	2.833680436	2.966682648
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Monoglobus|s__Monoglobus pectinilyticus	3.011972642	3.827865754	4.05645915	3.342374434	3.542817973	2.744530506	2.781558098	3.235352067	3.823480899	3.627786519	3.678981185
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales Family XVII. Incertae Sedis|g__Thermaerobacter	2.957295549	2.970461445	3.42483076	2.617288411	2.801843771	3.065833389	2.607273219	3.018404895	3.594366382	3.232037566	3.482476728
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales Family XVI. Incertae Sedis|g__Carboxydocella	1.779609932	2.212126061	2.091287161	1.736048296	1.620976421	1.677952892	1.668368312	1.656600546	2.199898074	1.798225894	1.968629753
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Clostridioides	6.549463819	7.449294989	7.396458487	6.166491634	6.723864236	6.331677541	6.29249675	6.55130727	7.212304237	7.02831903	6.962592776
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia	6.40457392	4.861561311	5.468452119	7.607335973	6.455164403	6.668106592	6.644537967	5.568569285	6.78013999	6.042794214	6.656019934
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptoclostridium	3.280461478	3.506414597	3.985241612	2.214908999	2.548601164	2.994355926	2.791182924	2.855798987	3.515345262	3.40715434	3.314475086
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Acetoanaerobium	2.544320516	3.028539335	3.409800077	3.142646087	2.359094042	1.329650846	1.869534941	2.095657292	2.233202859	2.129016777	2.244981241
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptacetobacter	3.224966365	4.171368142	3.110300928	3.794552917	2.752814786	2.365441045	3.131424599	3.302863309	3.501743796	3.032689781	3.47685202
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium	3.403722186	3.844898494	2.772405411	4.055405904	2.955506799	2.089365715	2.599990194	2.628077168	2.786882092	2.658032614	2.521207756
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Filifactor	2.023846742	2.874192607	2.746317984	2.7867818	1.964186993	1.964824284	2.345096516	2.305830161	2.902670061	2.141999692	2.173759586
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paraclostridium	2.814208593	3.411906375	2.380559434	3.459264403	2.382724971	1.877696754	2.379531965	2.21662108	2.642509596	2.249877771	2.380687376
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium	6.179245629	6.872423884	7.227162896	5.715890911	5.493726171	5.685187375	5.554906223	6.187919766	7.159008054	6.220585681	6.441409018
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Acetobacterium	3.350497247	4.059081686	4.453080535	3.549548066	3.035951824	2.994355926	2.768624291	3.118158441	3.83301663	3.199288106	3.303395287
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Alkalibacter	2.017921908	2.404039999	2.900511066	2.163050811	2.062568321	1.724791418	1.756166589	2.248279838	2.614346893	2.261821667	2.512986797
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Desulfitobacterium	4.09592442	4.548398814	4.817792712	3.841131149	3.792589424	3.809665228	3.698442901	4.072932243	4.695986139	4.06727787	4.376227896
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Desulfosporosinus	3.588964431	4.026878083	4.44499342	3.638738163	3.431096363	3.17386891	3.126364113	3.439411268	4.260034301	3.705637625	3.864878941
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Dehalobacter	2.837943242	3.777140936	3.943058813	2.533542791	2.423169994	2.394703166	2.474187474	3.272392467	4.049469464	3.527467215	3.686310907
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Desulfotomaculum	3.401448435	3.86477222	3.89745186	3.515488903	3.313069373	3.145458697	3.651658863	3.699134464	4.415914319	3.790537349	3.870252229
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Dehalobacterium	2.441837559	3.29733373	3.40828836	1.961921702	2.077125682	2.24742634	2.198495166	2.666664042	3.153770332	2.512332375	2.791976759
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Desulfallas	2.401448435	3.514179129	3.405260165	1.751737849	2.168328254	2.0592237	2.474187474	2.525223425	3.084745634	2.639842174	2.879843101
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Syntrophobotulus	2.659163443	2.921671046	3.338567558	3.398269609	2.911507809	2.404326783	2.336357676	2.952664529	3.503451009	2.754176012	3.035258102
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Thermoanaerosceptrum	2.331514144	2.412373881	2.470225998	2.059699589	1.979766164	2.289578741	2.250586926	2.751958574	2.703192192	2.102695099	2.248286605
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Desulfofarcimen	2.212050477	3.133085585	2.352535505	2.365265881	1.995178896	1.57945117	1.618781658	1.864956644	2.536442511	2.327697213	2.26143285
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Thermincola	1.647698256	1.755481309	1.845366328	2.163050811	1.496538001	1.203040575	1.030864887	1.608621429	2.03499656	1.580264405	1.72942113
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Candidatus Desulforudis	1.387730153	1.708879656	1.748331615	1.646566299	1.274524588	1.527557848	1.47490828	1.849558225	1.942377792	1.660651291	1.936205634
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella	4.840463234	5.127607339	5.717953085	4.687573332	4.647469857	4.672213757	4.408437311	5.118304079	5.898811766	5.234256961	5.451297071
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Vallitaleaceae|g__Petrocella	2.674309986	3.62589502	3.393083422	2.732466834	2.147787424	2.095319277	2.139436912	2.435249863	3.298458591	2.55178237	2.948509164
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Heliobacteriaceae|g__Heliobacterium	2.076102979	2.05599322	2.478893601	1.663254012	1.987493112	1.898275185	1.875579399	2.21662108	2.863325615	2.56790672	2.731852972
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Heliobacteriaceae|g__Heliorestis	1.011972642	1.358293601	1.591989528	1.077905705	1.274524588	1.637724577	1.332763789	1.341404899	1.7254785	1.245353141	1.442509801
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Symbiobacteriaceae|g__Symbiobacterium	2.540192631	2.412373881	2.87008443	2.220557618	2.706749283	2.409114624	2.255230584	2.643040659	3.337266057	2.45799611	2.755274963
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Syntrophomonadaceae|g__Syntrophomonas	1.519374159	1.639580944	1.649424668	1.102587379	0.918112955	1.014839099	1.155329268	1.558991637	1.731317984	1.411825084	1.564201894
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Syntrophomonadaceae|g__Candidatus Syntrophocurvum	1.61667136	2.461390813	1.31055922	1.857032056	1.474713289	0.812875388	1.155329268	1.494452705	1.577733427	1.488371201	1.710373551
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Syntrophomonadaceae|g__Syntrophothermus	1.519374159	1.154792886	1.297552622	0.774242615	0.632948242	1.536337397	1.288144754	1.45429643	1.641142358	1.137123166	0.93608676
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales Family III. Incertae Sedis|g__Caldicellulosiruptor	4.451760605	5.072142621	4.771508504	4.384614513	4.106463568	3.447263262	3.894242731	4.065176252	4.15967309	4.322374887	4.276960401
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales Family III. Incertae Sedis|g__Thermoanaerobacterium	3.9084927	4.719350119	4.563821714	4.225171635	3.765880742	3.065833389	3.465836147	3.822566641	4.121273819	3.90412438	4.106223085
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter	3.109917692	3.762547251	3.715059818	3.746420565	3.201228564	2.654656503	2.822809686	3.120298697	3.44779256	3.242121165	3.282590003
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Moorella	2.779609932	2.711499128	3.150641122	2.420297727	2.347131824	2.740737182	2.681604124	2.692786024	3.098365509	2.748528012	2.836578757
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Ammonifex	1.396890153	1.184291853	1.52660978	1.477592461	0.901849734	1.214026313	1.165232417	1.289094039	1.760166038	1.567489761	1.738851436
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermacetogenium	1.906890596	1.729036393	2.139462745	1.150718976	1.287101557	1.500894005	1.213753446	1.391885195	2.178685269	1.702150086	1.903036005
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Caldanaerobacter	1.827819025	1.856664711	1.919402212	1.72018624	1.883663052	1.518724543	1.426322919	1.620766626	2.015985877	2.025398309	2.17723202
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Carboxydothermus	1.476813697	1.748915386	1.61838019	1.409987107	1.600967848	1.278239917	1.514182461	1.565289536	2.025522532	1.736794446	1.695920995
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales Family IV. Incertae Sedis|g__Mahella	2.523561956	2.378745553	2.702584972	3.136683384	2.659164249	1.545063842	1.838926849	2.26385245	2.697237511	2.408712935	2.419322344
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermodesulfobiaceae|g__Thermodesulfobium	1.655351829	1.625312611	1.822847827	2.168905746	1.650478404	1.38901921	1.466923497	1.426890868	1.243695948	1.237309997	1.031259169
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halanaerobium	2.61667136	3.012182846	2.758234415	3.151544189	2.188580728	1.784967274	2.193664941	2.244360278	2.499280145	2.180261815	2.035202611
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halocella	2.196397213	3.326289946	2.29479973	1.927798842	1.528668236	1.527557848	1.857369518	2.073736477	1.885906832	1.99709724	1.976623186
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halothermothrix	1.821029859	2.082346954	1.543234578	2.097027712	1.57042486	1.027348998	1.213753446	1.226891231	1.937334439	1.624105367	1.515652778
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halobacteroidaceae|g__Acetohalobium	1.415037499	1.9569229	1.719364934	1.560103369	1.287101557	1.38901921	1.52959758	1.377641585	1.398508008	1.330988922	1.264606112
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halobacteroidaceae|g__Halobacteroides	1.36923381	2.007308292	1.498468844	2.139390524	1.430047698	0.676563682	1.094438887	1.145165469	1.597050436	1.46100385	1.163190293
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|g__Anoxybacter|s__Anoxybacter fermentans	2.247927513	2.580809264	2.076134333	2.084692007	2.532845902	1.709346924	2.06204297	2.037955291	2.187207856	2.146301497	2.095171918
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales|f__Tepidanaerobacteraceae|g__Biomaibacter	2.14839184	2.543356449	2.955369631	2.617288411	2.445782346	2.225879108	1.807655276	2.275422581	2.738413193	2.225689174	2.523937699
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales|f__Tepidanaerobacteraceae|g__Tepidanaerobacter	1.814208593	2.077114579	2.102548244	1.533120685	1.726322425	1.740072324	1.625970669	1.780864605	1.942377792	1.660651291	1.766778051
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales|f__Thermosediminibacteraceae|g__Thermosediminibacter	1.273018494	1.474285045	1.699725572	1.663254012	1.528668236	1.35964039	1.49074648	1.83920054	1.906698376	1.702150086	1.821060048
d__Bacteria|p__Firmicutes|c__Clostridia|o__Koleobacterales|f__Koleobacteraceae|g__Koleobacter	1.729734025	2.158637264	1.969465761	1.743914401	2.33506959	1.518724543	1.85124812	2.167790947	2.620652953	1.943724488	2.507480016
d__Bacteria|p__Firmicutes|c__Clostridia|o__Natranaerobiales|f__Natranaerobiaceae|g__Natranaerobius	1.081794091	1.781450196	1.153397871	1.712189329	1.580677871	0.963685678	1.482849115	1.614706808	1.7254785	1.501862626	1.626492673
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	10.42110054	9.137091291	10.41856822	5.314437975	7.487842588	7.888561127	7.310012747	8.191694783	7.476717648	5.492579722	8.081560247
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus	9.116213983	8.727337372	8.974839637	3.750330803	7.664218497	6.130760227	5.543561922	6.636393586	6.280919276	5.6035056	7.264078298
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus	9.272513152	7.586347138	8.537284922	6.804377823	9.822454563	5.570196307	7.574251293	6.130678724	5.249106854	4.975446645	5.451297071
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella	3.48112669	3.905193828	3.735698854	3.591566535	3.475729997	2.721619497	2.982555996	3.041176038	3.274662949	3.40715434	3.208162687
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus	3.560714954	4.255995714	3.687904541	3.540543953	2.823590513	2.541470577	3.286913894	3.020698251	3.376920721	3.114006435	2.722376657
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc	3.570867671	4.051097926	3.612450105	3.924824506	3.115677013	2.871378814	3.304942718	3.341903873	3.380641124	3.144431788	3.211553392
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	3.038553241	3.258569194	3.228087539	3.370592702	3.331400808	1.918564211	2.39644629	2.628077168	3.123006157	2.836345333	2.82997573
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus	2.670538232	2.981705654	3.21084758	2.767617488	2.832198248	2.537103072	2.742403537	2.822009212	3.274662949	2.956347734	3.14217727
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus	3.126532406	3.326289946	3.01419359	2.931567999	3.10150539	2.597076765	2.596334847	3.081279721	3.105127531	3.269985967	3.012111868
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus	2.552541023	2.936193239	2.856845404	3.050509642	2.456956989	1.784967274	1.99143657	2.346620913	2.764275897	2.55502169	2.344082026
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus	2.556633778	2.82197377	2.672675323	3.066280164	2.388572715	2.159236487	2.227141754	2.180154295	2.657921208	2.55502169	2.532096668
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Loigolactobacillus	2.242856524	2.092755115	2.595070398	2.168905746	1.66017984	2.37526118	2.282782961	2.134294479	2.499280145	2.192793628	2.008161258
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus	2.212050477	2.812559228	2.579035596	2.454255676	2.729965887	1.905069946	2.236565593	2.393386807	2.820140776	2.538751866	2.669114173
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus	2.169925001	2.741575509	2.461506006	2.302735679	1.824496742	2.022201802	2.09867737	2.324514503	2.457616882	2.043961887	1.968629753
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Paucilactobacillus	2.159198595	2.547145787	2.401985598	2.846450948	1.883663052	1.55373782	1.618781658	1.748021918	2.293649856	1.748160125	2.000341139
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Oenococcus	2.242856524	2.666917684	2.389781068	2.072249917	1.807136626	1.446040762	1.838926849	2.005901816	2.863325615	2.50899566	2.293783731
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Schleiferilactobacillus	1.678071905	1.89879458	1.977643352	2.203544976	2.09153762	1.436692308	1.426322919	2.042476772	2.081455355	1.987538819	2.180696117
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Fructilactobacillus	1.834576391	2.113348846	1.694773672	2.226184207	1.36034434	1.052047997	1.401402561	1.326651478	1.291908379	1.330988922	1.170177705
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Bombilactobacillus	1.180572246	1.93395185	1.543234578	0.774242615	0.59298737	1.339716786	1.52959758	1.234814838	1.243695948	0.671854768	0.616147476
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Furfurilactobacillus	1.242856524	1.482223956	1.498468844	0.877964266	1.324187698	1.349712981	1.073557287	1.10249826	1.7254785	1.204681365	1.30959938
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Secundilactobacillus	1.552541023	1.973914303	1.373889365	1.743914401	1.549697616	0.897082805	0.846215276	1.461067243	1.916982852	1.592926926	1.023563587
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Apilactobacillus	1.359895945	1.708879656	1.317018808	2.180544811	1.383954965	1.088321311	1.332763789	1.022365524	1.353783332	1.029456263	1.296886704
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lapidilactobacillus	0.987927168	1.49011942	0.968817751	0.920230856	0.671832014	0.707987631	1.604295264	1.119716862	1.013874535	0.933157427	0.902914367
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Acetilactobacillus	1.321928095	1.474285045	0.849124104	1.014288433	0.885401089	0.660591251	0.770386872	0.927775824	1.02342511	1.01070387	0.87752473
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	6.77016832	7.778312657	7.737985076	7.095661144	6.186840917	6.283602753	6.076967574	6.666546882	7.195108871	6.393853679	6.449867461
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus	3.129283017	3.816921091	3.664033751	3.970795405	2.927663126	2.501678718	3.069494745	3.276236704	3.730331311	3.236079467	3.037170297
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Tetragenococcus	2.604862058	3.199600871	2.891883024	2.907256651	2.055234183	1.621313821	2.227141754	2.396922168	2.800833172	2.437080552	2.046638382
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Melissococcus	1.975752454	2.62450581	2.045342697	2.014893185	0.868762743	1.100212538	2.077857471	1.319217801	1.737133927	1.535049327	1.251488883
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	7.038736127	7.569678065	7.65484951	7.024588786	6.830010835	6.395193416	6.506750818	6.716739987	7.287429413	6.977317652	6.912298925
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	4.119632847	4.960781207	4.589394423	4.683488998	3.534930207	3.733454554	3.963981123	4.101380574	4.613811975	4.234191288	4.212424363
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium	3.385431037	3.937312629	3.774939127	3.985799181	3.194568064	2.541470577	2.922516153	3.009194839	3.57338861	3.098549707	3.277745874
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Jeotgalibaca	2.765534746	3.480887325	3.52866221	2.935007846	2.959440959	2.14782383	2.650215765	2.811451109	3.27065857	2.948979135	3.027583878
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Dolosigranulum	2.153805336	2.793543806	2.238064607	2.040666982	1.169755219	1.536337397	2.231861368	1.849558225	1.937334439	1.908702255	1.621403275
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Marinilactibacillus	1.023846742	1.566784822	1.342571766	1.468126359	1.056777448	0.976645074	1.030864887	1.319217801	1.142150516	1.029456263	1.224891119
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus	2.662965013	3.025826099	2.697642893	2.931567999	1.841650444	2.289578741	2.437884342	2.712781088	2.990504392	2.408712935	2.504718723
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus	7.560460219	8.217176087	8.007026487	7.674726325	7.305139794	7.018177532	7.40892358	7.345379974	7.850444231	7.505235747	7.513836667
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus	4.341036918	5.06224631	4.917334383	4.371980347	3.668302968	3.430877469	4.143772076	4.266050194	4.215941824	3.996370636	4.214115711
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus	4.165911939	4.863082158	4.480674115	4.714844219	3.982417306	3.561338771	4.11084342	4.067396507	4.558225715	3.992791841	3.991578335
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Priestia	3.94016675	4.826911403	4.434634725	3.924824506	3.319205768	3.328450837	3.913465523	3.680399324	3.887637442	3.543864075	3.351829669
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus	3.910093028	3.893334674	4.284515043	3.485306238	3.65137853	3.759932839	3.773195084	4.031455754	4.304778505	3.831184296	3.834412994
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Metabacillus	3.26052755	3.767428234	3.933631741	3.284226091	3.153946107	2.748313882	2.895999664	2.974123809	3.038394392	3.190983249	3.225037078
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Alkalihalobacillus	3.68182404	4.082771252	3.90818751	4.252999391	4.134573127	2.829132544	3.205276023	3.395904872	4.029465363	3.969917621	3.811133756
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus	3.047305715	3.650762798	3.827915823	2.972314542	2.440162398	2.860932656	3.087833858	3.383484228	3.737602543	2.98304844	2.976680977
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Peribacillus	3.457244059	4.218466933	3.608505949	3.440025202	3.184519301	3.062798212	3.284644367	3.26273682	3.766326444	3.39635931	3.490872886
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Weizmannia	2.628384781	3.256256163	3.374623408	2.027837639	2.017993588	3.03208998	2.813394243	2.776593676	3.043097106	2.365087417	2.892573389
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus	3.107129875	3.544825999	3.281910499	3.139667816	2.729965887	2.418642902	2.942808331	3.137307395	3.730331311	3.021024411	2.705641837
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Neobacillus	2.662965013	3.390973874	3.110300928	2.968962609	2.720724031	2.506154623	2.685049935	3.032110665	3.019428726	2.878327528	2.840964044
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Halobacillus	2.564784619	2.837529423	2.807235628	2.651145416	2.788636621	1.724791418	1.794954352	1.982562467	2.407438482	2.265781093	2.350247781
