Treatment_Group	Control	Control	Control	DSS	DSS	RCE	RCE	RCE	RCE+DSS	RCE+DSS	RCE+DSS
Taxa	Control_328	Control_330	Control_327	DSS_334	DSS_339	RCE_322	RCE_318	RCE_319	RCE_plus_DSS_305	RCE_plus_DSS_313	RCE_plus_DSS_301
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Caenibius	1.115477217	0.906042461	0.794622148	1.328633695	1.979766164	1.637724577	1.442700514	1.273792955	1.004260314	1.277084668	1.465412838
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bartonellaceae|g__Bartonella	4.236492618	4.726051672	4.117866048	4.285699301	4.567244465	3.646924918	4.115958545	3.893107685	3.952815579	4.237219256	4.312920346
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Stappiaceae|g__Labrenzia	2.935459748	2.809407345	2.91122406	2.995562519	3.227567262	3.513231725	3.090434804	2.881263046	2.910411812	3.060307738	3.201357276
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Stappiaceae|g__Stappia	1.282933963	1.083521628	1.965359517	1.458597736	1.833099088	2.231296161	2.02445402	1.51411933	1.609786231	1.433107297	1.537432104
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Stappiaceae|g__Pseudovibrio	2.121015401	2.03455804	1.664699938	1.663254012	1.875357836	1.784967274	1.567429816	1.39895461	1.427572292	1.867607297	1.686204892
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Stappiaceae|g__Pannonibacter	1.608809243	1.174525729	1.398462992	1.805345343	2.098689957	1.770156981	1.647325232	1.895269026	1.78283622	1.963361978	1.923856219
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae|g__Pseudolabrys	1.751320887	1.296602326	1.537714237	1.612600384	1.590858529	1.35964039	1.863465053	1.608621429	1.413113339	1.40466067	1.757529114
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae|g__Starkeya	1.552541023	1.42571168	1.40454155	1.409987107	1.798377598	2.225879108	1.596997152	2.015132851	1.413113339	1.573891222	1.504638566
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae|g__Ancylobacter	1.321928095	1.073046395	1.348889909	0.743184659	1.169755219	1.545063842	0.906496562	0.956809546	1.383753303	0.962727944	1.264606112
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae|g__Labrys	1.493988841	1.340935052	1.317018808	1.185792337	1.640711289	1.877696754	1.506412691	1.405989553	1.283984032	1.508561319	1.156168875
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae|g__Xanthobacter	1.282933963	1.008545653	1.31055922	1.242417179	1.348392528	1.629542533	1.923044461	1.419957354	1.477067075	1.066245278	1.37153484
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae|g__Azorhizobium	0.736965594	0.882239982	1.237526698	0.678987963	0.551888022	0.869556188	0.997995511	1.170172943	0.984837502	0.683741587	1.061637455
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aurantimonadaceae|g__Martelella	2.258016331	2.245160018	2.527050031	2.63431623	2.604941593	2.519499619	2.05673271	2.371990756	2.579162068	2.822971347	2.585341539
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aurantimonadaceae|g__Aureimonas	2.222392421	2.071863158	2.124810093	1.92087634	2.594860178	2.519499619	1.887592867	2.331921007	2.429157559	2.502298987	2.389695411
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Brucella	3.05600541	2.787149225	2.891883024	2.868205615	2.81926731	3.209985051	3.010291332	2.782011482	2.836486949	2.862727019	2.952567547
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae|g__Methylocystis	2.109917692	1.904713945	2.323956417	2.139390524	2.644577204	2.763348943	2.134404501	2.328222508	2.803607272	2.651994582	2.688710618
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae|g__Methylosinus	1.312277925	1.083521628	1.428602866	1.31813422	1.209940577	1.637724577	1.279052929	1.426890868	1.609786231	1.433107297	1.691071123
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae|g__Methylocella	2.612745657	2.231095124	1.81830164	2.410446815	3.083592828	1.849794131	2.291851383	2.302064078	1.75444239	2.522296467	2.529382136
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae|g__Beijerinckia	0.793549123	0.662295474	0.993223635	0.594503829	0.652521124	1.799627073	0.941492215	0.908090235	0.894046008	0.85120482	0.743407717
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae|g__Methylovirgula	0.502500341	0.676204428	0.497570581	1.114771656	1.452553341	0.963685678	1.084035867	0.816021692	0.830180209	1.119727465	0.771247117
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|g__Hartmannibacter|s__Hartmannibacter diazotrophicus	0.707819249	0.717144372	1.14616057	1.307557772	0.901849734	0.976645074	1.426322919	1.178413358	1.185332947	1.102119447	1.315913955
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|g__Nordella|s__Nordella sp. HKS 07	0.987927168	0.941025667	1.009267829	1.253480252	1.056777448	1.100212538	0.88268544	1.405989553	1.448992594	1.323410531	1.30959938
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Parvibaculaceae|g__Pyruvatibacter	1.640003864	1.269333691	1.373889365	1.439349583	2.388572715	1.24649035	1.232713971	1.281463782	0.92494906	1.803683006	1.521128511
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Parvibaculaceae|g__Parvibaculum	1.058893689	0.662295474	0.875621923	0.758797212	0.632948242	1.777581132	1.10476743	0.917966605	0.705202296	0.85120482	0.960474904
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Cohaesibacteraceae|g__Cohaesibacter	2.076102979	1.715629908	1.487056954	1.899907278	2.175110717	2.299927177	1.801318791	1.304234542	1.124509017	1.928818941	1.30959938
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Cohaesibacteraceae|g__Breoghania	1.023846742	0.743806162	0.875621923	0.541331804	0.728260601	1.135309223	1.13531667	1.602510274	1.34619254	0.882485117	1.054102642
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Chelatococcaceae|g__Chelatococcus	2.005998741	1.755481309	1.684818588	1.743914401	1.833099088	1.446040762	1.582289229	1.880192445	1.456062597	1.666653276	1.860471901
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas	5.410522018	5.002089399	5.172389603	5.481946676	5.778946305	5.776481521	5.476542202	5.53607278	5.030910818	5.337093666	5.239678101
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium	4.268035087	3.91841988	4.284515043	3.975814021	4.182484292	4.52118674	4.238275303	4.312651817	3.896759719	4.066143114	3.932190299
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis	3.580949438	3.180210331	3.497721278	3.393276776	3.624375231	4.65013881	4.162433007	3.76490887	3.537177747	3.502517119	3.566966914
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium	3.763765654	3.401478089	3.412818768	3.447270002	3.80357374	4.171299551	3.845804315	3.451361582	3.036037274	3.440815267	3.226713712
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Zymomonas	2.392317423	2.580809264	2.193121725	2.139390524	2.31678501	1.39868069	1.466923497	1.708735912	1.398508008	1.992325945	1.834317322
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingorhabdus	2.14839184	1.874871221	1.940473549	1.864266998	2.154666914	2.857433728	2.417314087	2.410977606	1.805155672	2.01131717	2.008161258
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingosinithalassobacter	1.841302254	1.093921348	1.52660978	1.603982469	1.474713289	2.34559794	1.769212058	1.433791219	1.470099506	1.548113165	1.585265739
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Parasphingopyxis	1.321928095	0.845783335	1.13888678	1.629683299	1.249036865	1.938571859	1.367491337	1.289094039	1.497770127	1.284909686	1.646672601
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Blastomonas	1.126532406	0.89419031	0.93562074	1.871465839	1.640711289	1.621313821	0.757352071	1.202855906	1.315423561	2.141999692	1.63661792
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Rhizorhabdus	1.14839184	0.590665224	0.607049145	0.961294327	0.398054023	1.076331256	1.47490828	1.433791219	1.251844073	0.991704516	1.156168875
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter	3.263034406	2.58450162	3.095347526	3.075660386	3.112147137	3.758057565	3.349053062	3.160371683	3.00985157	2.903959255	3.118892207
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Porphyrobacter	2.317111079	1.715629908	2.248240191	1.842452407	2.522245986	2.650619013	2.040683638	1.626801096	1.952411913	2.167620191	1.789644261
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Altererythrobacter	2.715161224	2.465401365	2.584400356	2.515275208	3.009632089	2.997538401	2.797563985	2.969382589	2.485525646	2.269729682	2.534806103
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Croceicoccus	2.247927513	1.646662539	1.902320714	2.519863834	2.388572715	2.310201911	2.14445183	2.001264054	2.058412962	2.401533011	2.166789543
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Qipengyuania	1.527737632	1.589011915	1.822847827	1.339057311	1.867004532	2.284376554	1.826499441	1.963615265	1.832578009	1.968229867	1.681322191
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Tsuneonella	1.450661409	1.030367889	1.463958742	1.419841148	2.692637844	2.52392066	2.36241698	2.167790947	2.122026347	2.241859882	2.284154408
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Aurantiacibacter	0.834576391	0.782897152	1.271182269	0.974726464	0.834899082	1.039751353	1.223264857	0.888132316	0.819255532	0.707225382	0.695780578
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Pelagerythrobacter	1.485426827	0.906042461	0.918731316	0.711443358	0.302174535	1.536337397	1.434534956	1.807673696	1.088565353	0.683741587	1.084008621
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingosinicellaceae|g__Sphingosinicella	1.685566442	1.260128396	1.31055922	1.595312765	1.590858529	2.497188883	2.349446166	2.037955291	1.713728143	1.898537736	1.72942113
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus	3.955746762	3.769051565	3.952424684	4.172231	4.222321479	4.049328712	3.85654006	3.974625466	4.157506164	4.003501703	4.140425188
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter	3.285402219	3.120424175	3.699075367	3.517784701	3.644063977	3.626513655	3.479791114	3.479978204	3.397265219	3.324151178	3.541596578
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Phaeobacter	3.03562391	2.649397339	2.949145224	2.871799712	2.663994005	3.154040659	2.762113645	2.760217104	2.833775416	2.655016757	2.864847717
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Celeribacter	2.674309986	2.550925199	2.78876421	2.226184207	2.400197572	3.550545357	3.121285814	2.695659484	2.691258151	2.45799611	2.553630995
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseovarius	2.674309986	2.554694735	2.66256604	2.655322217	3.187876672	2.789289064	2.664250523	2.701389292	2.220803488	2.798581234	2.580104615
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobacter	2.704134202	2.295588999	2.361937429	2.463812926	3.087193177	3.053654179	2.813394243	2.689906829	2.195680392	2.485420036	2.482436028
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Salipiger	2.153805336	1.838225499	2.207100015	1.782614169	1.698346077	2.225879108	2.14445183	2.361172548	2.245496569	1.913757785	1.915564155
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Cereibacter	2.729734025	2.428898595	2.132155021	2.779146596	3.174400055	1.732452103	1.963332802	2.368393692	2.229081565	2.787607404	2.566928529
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Ruegeria	1.906890596	1.874871221	2.033624266	1.712189329	2.09153762	1.918564211	2.029884204	1.802351584	2.212477639	2.034709956	2.039024615
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Octadecabacter	2.502500341	2.416522837	1.985774852	2.242933497	2.770836882	1.945179886	1.78214062	2.317069779	2.152811201	2.430040769	2.526662486
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodovulum	1.670538232	1.332176821	1.644296758	1.359681291	1.726322425	1.884588897	1.749599351	2.060422311	1.323177545	1.37564184	1.334693525
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Leisingera	1.485426827	1.466302205	1.57052381	1.577815476	1.875357836	1.740072324	1.567429816	1.608621429	1.748695944	1.713790888	1.873373505
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Ketogulonicigenium	1.011972642	1.409150212	1.554212291	1.871465839	1.916413906	1.747652507	1.125205296	1.963615265	1.470099506	1.830663166	1.807679818
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseobacter	1.779609932	1.433921661	1.532172693	1.89284931	2.234759355	0.937412336	1.019991424	1.405989553	1.799608097	1.78724935	1.886160756
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseivivax	1.874469118	1.260128396	1.498468844	0.961294327	1.348392528	1.55373782	0.986870502	1.058530626	1.243695948	1.237309997	1.277605151
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paraoceanicella	1.729734025	1.610901753	1.422625054	1.04007294	1.590858529	1.191970541	1.260695564	1.467806428	1.524920003	1.630261007	1.626492673
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Antarctobacter	1.169925001	1.019498031	1.367679996	1.496340346	1.735528601	1.203040575	1.175068051	1.067432004	1.150891024	1.37564184	1.149113117
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Thioclava	1.201633861	0.782897152	1.223841514	1.052794416	1.441344404	1.500894005	1.145357669	1.058530626	1.013874535	1.292692491	1.149113117
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Epibacterium	1.450661409	0.952500733	1.216949931	0.711443358	1.430047698	2.053118984	1.640242107	1.210912255	1.004260314	1.102119447	0.807549869
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Pelagovum	1.331514144	0.952500733	1.189049601	0.934048953	1.57042486	1.637724577	1.482849115	1.348725416	1.133356732	1.245353141	1.499099766
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Pseudorhodobacter	1.093109404	0.858038198	1.13888678	1.679750901	1.236122133	1.500894005	1.251428537	1.266081124	0.965149629	1.353488131	1.054102642
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Marinovum	1.312277925	0.820956824	1.131576131	1.014288433	1.824496742	1.473728067	1.145357669	1.119716862	1.210635306	1.308133266	1.476729439
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Yoonia	0.821029859	1.073046395	1.131576131	2.001831535	1.798377598	0.950608815	0.576222792	1.003937225	1.441887772	1.261306143	1.504638566
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Profundibacter	1.10433666	0.986388258	1.124228247	0.906279129	1.128418372	1.180814908	1.466923497	1.384780968	1.524920003	1.212907965	1.465412838
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Tabrizicola	1.252980741	0.963885247	1.116842748	0.974726464	0.53089078	1.669996468	1.125205296	0.898145787	0.841022781	0.547267601	0.55339853
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Parasedimentitalea	0.975752454	1.041156461	1.101957348	0.892191161	0.868762743	0.435050083	0.402918353	0.69487847	1.777201984	1.31579212	1.353231779
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Boseongicola	1.647698256	0.882239982	1.101957348	0.241383989	0.398054023	1.732452103	1.019991424	0.360187674	1.413113339	0.797514951	0.842961506
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Actibacterium	1.40599236	1.213199717	1.086916761	1.339057311	1.630877599	0.707987631	0.605612286	0.706321588	0.581352492	1.102119447	0.902914367
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Dinoroseobacter	1.647698256	1.203627978	1.056356844	1.899907278	2.405975062	1.24649035	0.858474721	1.596373121	0.90442075	1.719576256	1.585265739
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Polymorphum	0.793549123	0.858038198	0.976999006	1.185792337	1.995178896	0.910651633	0.808799212	0.947196414	1.235501542	1.323410531	1.340899449
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Mameliella	0.793549123	0.808381498	0.960589837	0.920230856	1.956333863	0.897082805	1.019991424	1.031492146	1.032912877	1.346027314	1.184051814
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Pseudopuniceibacterium	0.415037499	0.703626399	0.960589837	0.523163203	0.690887832	0.950608815	0.833850762	1.210912255	1.06100745	1.128451535	0.902914367
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Brevirhabdus	1.282933963	1.008545653	0.952314728	1.114771656	0.728260601	1.436692308	1.175068051	1.552666126	1.227260326	0.952938295	1.091389247
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sagittula	0.722466024	0.917798037	0.901641825	1.065404695	0.800221411	0.937412336	0.808799212	1.058530626	1.013874535	0.991704516	0.911279247
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Pontivivens	0.693022247	0.689980566	0.875621923	1.13883578	1.100187454	0.989489094	1.125205296	1.003937225	1.159578896	0.923164348	1.054102642
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Thalassococcus	0.662965013	0.756954533	0.866843282	1.126853891	0.851930268	1.027348998	0.821379362	1.058530626	1.330890077	0.829968033	0.976507597
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Cognatishimia	0.485426827	0.351591926	0.596467655	1.126853891	1.507327783	1.180814908	0.906496562	1.370466696	1.124509017	1.277084668	1.476729439
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter	3.824428435	3.666525807	3.774939127	3.661757921	3.814475055	4.300603704	4.07452056	3.674585373	3.505156203	3.550370993	3.821156603
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter	2.857980995	2.599177263	2.867886345	3.148584249	3.379175543	3.107668725	3.040196706	2.863485507	3.064071656	3.028034946	3.180746285
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas	2.857980995	2.4694008	2.770053224	2.014893185	2.353125331	2.563111949	2.904892756	3.063593345	2.978279312	2.621419444	2.89045946
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter	2.9510904	2.501003296	2.709966491	2.875384878	2.939661989	2.320403987	2.255230584	2.236489067	2.277776673	2.468341267	2.63416654
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Kozakia	1.744161096	1.114498557	1.674794332	2.115335728	1.979766164	1.951757785	1.288144754	1.73131588	1.6839266	1.508561319	1.838709479
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Oecophyllibacter	2.175258446	1.618125175	1.581296592	1.842452407	2.273197623	1.482840335	1.084035867	1.311745623	1.133356732	1.742488478	1.532018019
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Granulibacter	1.821029859	1.49797191	1.554212291	1.79780801	1.735528601	2.136320171	1.980260672	1.849558225	1.816187234	1.690414592	1.626492673
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium	1.624490865	1.184291853	1.458125939	0.920230856	1.452553341	1.89144827	1.596997152	1.656600546	1.719615284	1.642494047	1.499099766
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidibrevibacterium	1.350497247	2.045315439	1.40454155	0.988034693	1.348392528	1.427282883	1.125205296	1.890260985	0.528673832	1.047968033	0.944262035
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Neokomagataea	1.180572246	2.202547172	1.373889365	0.727401301	0.652521124	1.24649035	1.426322919	1.15354955	0.528673832	0.80841396	0.509996469
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseococcus	1.14839184	1.260128396	1.251083286	0.834421923	0.981392259	1.052047997	1.063002041	0.917966605	1.448992594	1.261306143	1.296886704
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Entomobacter	1.814208593	1.536605763	1.189049601	1.477592461	1.807136626	1.821341192	1.521910609	1.242695165	0.894046008	1.433107297	1.499099766
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Asaia	1.662965013	0.730536856	1.116842748	1.477592461	1.707731934	1.587921443	1.332763789	1.076278796	0.914721417	1.179716301	1.436726776
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Lichenicola	0.874469118	0.756954533	1.071717718	0.678987963	0.851930268	0.827255722	0.941492215	1.296684152	0.774710277	0.892762962	0.724545114
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Stella	0.900464326	0.975180627	1.056356844	0.947735956	1.156107448	1.629542533	1.442700514	1.186606973	1.283984032	1.01070387	1.499099766
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Parasaccharibacter	1.047305715	0.782897152	0.993223635	0.695306925	0.572584045	1.518724543	1.251428537	1.194754316	0.431587793	0.623303201	0.666430846
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Commensalibacter	0.632268215	1.269333691	0.985134129	0.711443358	0.728260601	0.883385146	1.743002081	0.947196414	0.914721417	1.020110534	1.091389247
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Neoasaia	0.807354922	0.689980566	0.813019192	1.197296501	0.70969523	1.446040762	0.870630867	1.234814838	0.705202296	1.171297679	0.626345333
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Bombella	0.584962501	1.124678137	0.728319732	0.849082542	1.196669441	0.753876314	0.796108398	0.805419517	0.819255532	1.001235469	1.365459584
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum	3.849665727	3.847973866	4.13075686	3.919625018	4.155301612	4.473985138	4.17228768	4.195737031	4.236617693	4.072938302	4.236756933
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Thalassospira	2.670538232	2.793543806	2.894044877	3.040963912	3.343493626	3.086902695	2.810242057	2.99059644	3.232052142	3.071660985	3.362545024
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Magnetospirillum	3.05600541	2.956281813	2.891883024	2.864602542	3.30999136	2.702245069	2.39644629	2.709941561	2.800833172	2.939095423	3.106196671
