Treatment_Gropu	Control	Control	Control	DSS	DSS	DSS	Control	DSS	RCE	RCE+DSS	RCE	RCE	RCE	RCE+DSS	RCE+DSS	RCE+DSS	Start
Taxonomy	Control_327	Control_328	Control_330	DSS_334	DSS_339	DSS_treatedp	D_Control	D_DSS	D_RCE	D_RCE_plus_DSS	RCE_318	RCE_319	RCE_322	RCE_plus_DSS_301	RCE_plus_DSS_305	RCE_plus_DSS_313	Start
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus	0.01123668	0.004597182	0.009926865	0.011818921	0.003928213	0.007471359	0.00603146	0.009961341	0.003291783	0.005672844	0.005887804	0.006481679	0.004085587	0.011038998	0.01619634	0.010016991	0.005190459
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Salinicoccus	0.003352473	0.001779554	0.003271983	0.00353745	0.00078893	0.001583603	0.002475453	0.002429169	0.003384323	0.00231442	0.00542084	0.005449564	0.00764481	0.005041432	0.005500644	0.003568999	0.0034324
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus	0.003251393	0.00229185	0.002310723	0.006224815	0.002268173	0.00420264	0.002829089	0.005609808	0.002035882	0.003609992	0.003796618	0.004458734	0.003408833	0.004650287	0.00527145	0.003664172	0.00279615
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Abyssicoccus	0.002510143	0.001253777	0.002680438	0.004689177	0.001084778	0.002050563	0.001277019	0.003862204	0.001150141	0.002264106	0.001400891	0.002394506	0.000927403	0.001564582	0.003870823	0.002569679	0.001942236
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina	0.031974841	0.012133324	0.023384514	0.030932118	0.01720853	0.02009958	0.015245645	0.02156543	0.010536349	0.017521667	0.01275014	0.021695046	0.011855721	0.033660251	0.036900153	0.030717186	0.014282134
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planococcus	0.030846119	0.011445769	0.026453153	0.021444075	0.008596047	0.013277905	0.017112058	0.016864376	0.010496689	0.014339339	0.017622805	0.024812031	0.015815983	0.032247781	0.040796442	0.025054374	0.015671837
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Solibacillus	0.009231935	0.002170517	0.006950654	0.005731217	0.001495679	0.00334993	0.003398836	0.003897156	0.001916902	0.002817554	0.004446307	0.004231669	0.003108054	0.00697543	0.006926737	0.005734192	0.003666808
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Kurthia	0.00732827	0.001752591	0.005490277	0.005319886	0.001791528	0.003248417	0.00271121	0.005120479	0.002128422	0.003333268	0.003228141	0.00388075	0.0024313	0.004498174	0.010059048	0.004592112	0.003583091
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Rummeliibacillus	0.006452247	0.003343405	0.008115258	0.003592294	0.003155719	0.002842365	0.005324188	0.002009744	0.001797922	0.001899334	0.002700269	0.003529831	0.002080391	0.006171408	0.00282672	0.005662812	0.003800755
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Paenisporosarcina	0.00633432	0.002089628	0.003567756	0.004908554	0.000821802	0.002720549	0.002495099	0.004648626	0.001956562	0.003371003	0.003126627	0.003571116	0.001403637	0.004563365	0.007461522	0.003687966	0.003516117
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Ureibacillus	0.005272985	0.002615405	0.005749078	0.007047477	0.001643604	0.003289022	0.003261311	0.004369009	0.002948063	0.003408738	0.003045416	0.00487158	0.003133119	0.005823723	0.008301898	0.005520052	0.004738387
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Jeotgalibacillus	0.005222445	0.00173911	0.004325673	0.006910367	0.003089975	0.003634167	0.002082524	0.004526294	0.001295561	0.004125705	0.003938738	0.004912865	0.005313769	0.00771426	0.01161247	0.005972125	0.00274592
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planomicrobium	0.003773638	0.001348147	0.00341987	0.002166345	0.001446371	0.001136946	0.002259342	0.000856326	0.001665721	0.001270415	0.002314516	0.002951847	0.002556625	0.003737613	0.005016791	0.002379333	0.001724572
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Viridibacillus	0.003672558	0.000660592	0.002791353	0.002851897	0.001216267	0.001786629	0.001473484	0.001572843	0.000846081	0.001660345	0.001035441	0.002002302	0.000726884	0.002498986	0.003285107	0.002522093	0.001239013
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium|s__Exiguobacterium sp. N4-1P	0.015751568	0.027704424	0.028671447	0.001480793	0.027694721	0.045112391	0.004597269	0.010573003	0.002432482	0.018691455	0.00359359	0.010713348	0.004787405	0.008996349	0.003285107	0.00121346	0.004838847
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium|s__Exiguobacterium sp. AT1b	0.001364574	0.001065036	0.001367948	0.002330878	0.00087111	0.002212984	0.001650302	0.003233067	0.001388101	0.002037696	0.000812111	0.002043587	0.000927403	0.003759344	0.002139139	0.002831406	0.001523651
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella haemolysans	0.004127416	0.002494072	0.005970907	0.008583114	0.001380627	0.005664427	0.00481338	0.007759361	0.001573181	0.003647727	0.004040251	0.005759199	0.00273208	0.004432983	0.006570214	0.005091772	0.002980328
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella morbillorum	0.003655711	0.001941332	0.003142583	0.0047166	0.001101214	0.002943878	0.002141463	0.004386485	0.000951841	0.002679192	0.002355121	0.002415148	0.001378572	0.002672828	0.005602508	0.003878312	0.002260361
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella sanguinis	0.001987898	0.001536888	0.002551038	0.006416769	0.001331319	0.003532653	0.001886059	0.003862204	0.000806421	0.002201214	0.001563313	0.002745424	0.001579092	0.001238628	0.000993172	0.002188986	0.001439934
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Alicyclobacillus	0.015599949	0.006821624	0.009557149	0.014506286	0.006705903	0.007755596	0.009783932	0.009996293	0.007905567	0.00832688	0.014496179	0.014903733	0.01742014	0.017688473	0.021314995	0.015489456	0.009794898
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Kyrpidia	0.009012929	0.002467109	0.004011415	0.001809858	0.00190658	0.001583603	0.003300604	0.002708786	0.003014163	0.002440203	0.004872665	0.00639911	0.007018186	0.007475227	0.007104998	0.004711079	0.003181249
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Tumebacillus	0.007193497	0.002723257	0.003512298	0.006608724	0.003287207	0.003857495	0.003889997	0.007741885	0.003833803	0.007119356	0.004710243	0.009392241	0.009073512	0.012951265	0.015432362	0.011706317	0.004587696
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Effusibacillus	0.003857871	0.000903259	0.002273751	0.004085891	0.002054505	0.002395708	0.002121817	0.002708786	0.000951841	0.002440203	0.001603919	0.002497717	0.002155586	0.005367387	0.00621369	0.004259006	0.001908749
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria	0.030526033	0.012295102	0.027192585	0.031645092	0.009795878	0.020180791	0.016110089	0.024641213	0.009214348	0.017018532	0.015044353	0.021777615	0.013033774	0.028379786	0.03830078	0.021985034	0.015688581
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Brochothrix	0.002830228	0.001038073	0.002957725	0.006965211	0.002284609	0.003045391	0.001866413	0.003600064	0.001123701	0.003408738	0.002233305	0.003756897	0.002456365	0.004020107	0.007486988	0.003283479	0.001925493
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Kroppenstedtia	0.007092417	0.002494072	0.004436588	0.003784248	0.001397063	0.00241601	0.003163079	0.003198115	0.001718601	0.004138283	0.002233305	0.004231669	0.002932599	0.008496552	0.00904041	0.006376612	0.002712433
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Staphylospora	0.004615968	0.001779554	0.002403152	0.001508215	0.001199831	0.000974525	0.00271121	0.002551501	0.002062322	0.002251528	0.003187535	0.004458734	0.004235976	0.005693341	0.007486988	0.005258325	0.004202597
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Novibacillus	0.003655711	0.001725628	0.001589777	0.002303456	0.000295849	0.000974525	0.00149313	0.001887412	0.002313502	0.001270415	0.003228141	0.002332579	0.003684548	0.003042244	0.005016791	0.00192726	0.00396819
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoactinomyces	0.002745995	0.000889777	0.001700692	0.006252237	0.002547586	0.002740852	0.001512777	0.003407827	0.001176581	0.003132014	0.001786644	0.002869278	0.002130521	0.00556296	0.007639783	0.003354859	0.001975723
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Laceyella	0.001701506	0.001429036	0.00166372	0.003756826	0.001577859	0.001603906	0.00149313	0.003512683	0.001136921	0.002163479	0.001644524	0.002600928	0.001829741	0.004693747	0.006086361	0.003973486	0.001724572
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Sporolactobacillaceae|g__Sporolactobacillus	0.003352473	0.001091999	0.001941007	0.002221189	0.000739622	0.001969353	0.001925352	0.002673834	0.002379602	0.002088009	0.002984507	0.004128458	0.003258443	0.00419395	0.005908099	0.002688646	0.002712433
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	0.237149542	0.045971817	0.123817765	0.082979246	0.0237172	0.04300092	0.071945301	0.076178047	0.041695916	0.070099245	0.06103013	0.126681727	0.077550954	0.149830493	0.186028721	0.109520686	0.05960656
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea	0.035832711	0.009814511	0.021110763	0.007678185	0.004207625	0.006902886	0.011434234	0.018507123	0.009624168	0.00963503	0.009461091	0.012777577	0.013359618	0.016645418	0.028649187	0.023055734	0.016257857
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum	0.024174866	0.009652733	0.005730592	0.361560262	0.00991093	0.021662881	0.138291364	0.745230658	0.364013014	0.267164535	0.386118102	0.118672519	0.278596914	0.352791595	0.124834058	0.721770585	0.194709181
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium	0.018969268	0.007886661	0.019225213	0.014232065	0.004799323	0.012729734	0.01361499	0.015413865	0.005856465	0.008880328	0.008608375	0.013520699	0.008522083	0.014472387	0.021569655	0.015489456	0.008488912
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelothrix	0.016105346	0.008911253	0.016267488	0.021882828	0.005440328	0.014272732	0.010078629	0.026773289	0.006966946	0.014842474	0.009481394	0.015564286	0.008196239	0.016276003	0.036747357	0.020628815	0.011586444
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Intestinibaculum	0.012382249	0.002682813	0.009538663	0.006060282	0.001446371	0.002781457	0.003673886	0.008580734	0.002657222	0.004276645	0.002720571	0.004355523	0.00268195	0.007388306	0.015228635	0.007114205	0.003449144
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longibaculum	0.008574918	0.004300589	0.006063336	0.006060282	0.000854674	0.002172379	0.004243633	0.007881693	0.002234182	0.003584835	0.004202674	0.004582588	0.007469355	0.004606826	0.009320536	0.003212099	0.004637926
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus	0.002796535	0.001267258	0.002772867	0.004113314	0.000805366	0.001827235	0.002298635	0.005662236	0.001189801	0.002050274	0.001380588	0.001816521	0.001052728	0.003324738	0.003437902	0.001594153	0.001439934
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia	0.002358524	0.000754962	0.001608263	0.00315354	0.001380627	0.002172379	0.001787827	0.003093259	0.001335221	0.002163479	0.002497241	0.003963319	0.001854806	0.003237816	0.00646835	0.004615906	0.001858519
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter	0.014201681	0.004003997	0.009668064	0.203663866	0.018852134	0.04354909	0.006601207	0.148056988	0.023796021	0.133921884	0.077942339	0.073465906	0.067399649	0.121428977	0.119537141	0.093793296	0.010481378
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas	0.063831755	0.021435539	0.036564876	0.037047244	0.020298505	0.021480157	0.028428414	0.030251021	0.024430581	0.032427033	0.035042583	0.051956641	0.048500677	0.073665753	0.086686073	0.058769519	0.034926765
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas	0.017065603	0.006942958	0.013901308	0.018647021	0.006278566	0.010273119	0.007603176	0.015309009	0.004005663	0.00739608	0.00769475	0.010837202	0.006090783	0.013798747	0.020449153	0.011920457	0.008455425
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Pectinatus	0.012146396	0.003127701	0.008484974	0.010722037	0.002991359	0.004628994	0.005461713	0.004963195	0.003080263	0.00438985	0.005928409	0.008380769	0.003834937	0.015167757	0.015941681	0.009422158	0.005307663
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Pelosinus	0.016475972	0.004988144	0.011886358	0.007678185	0.003829596	0.004994441	0.006227925	0.007217603	0.003133143	0.005433855	0.005969015	0.007720216	0.005890263	0.012234165	0.016629261	0.009636298	0.008455425
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Sporomusa	0.00633432	0.001846962	0.005065104	0.004552067	0.00285987	0.003146904	0.003280957	0.003233067	0.001665721	0.003899294	0.003512379	0.00559406	0.00496286	0.007540418	0.009218672	0.004235212	0.002394308
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Methylomusa	0.006199548	0.002682813	0.006303652	0.00315354	0.001840836	0.002030261	0.003241664	0.003600064	0.002789422	0.002981073	0.004629032	0.006646817	0.005589484	0.008518282	0.009091342	0.006067298	0.004102137
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera	0.019862138	0.008304586	0.016101116	0.020347191	0.010486191	0.009887369	0.012416557	0.01583329	0.010033989	0.012993454	0.013217104	0.019383109	0.017069231	0.030835311	0.032494545	0.024007467	0.013595654
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	0.018093245	0.008264142	0.016156573	0.012915805	0.006212822	0.008750423	0.011827163	0.008161309	0.006596786	0.007823745	0.010577744	0.014263822	0.009123642	0.017275597	0.019914368	0.016631536	0.010179997
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	0.012887647	0.003316442	0.009926865	0.006937789	0.004059701	0.003613864	0.011964688	0.008877827	0.005658165	0.007207405	0.012628324	0.019672101	0.01002598	0.016949642	0.022410031	0.01280081	0.011737134
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus	0.025421514	0.010690807	0.017543007	0.010009063	0.006064897	0.007390149	0.013968626	0.011673993	0.008103867	0.013886518	0.008933219	0.017422092	0.01235702	0.032617196	0.042579058	0.02467368	0.012457101
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.022119582	0.007684439	0.014141623	0.018427645	0.006377182	0.009298594	0.010412619	0.013369169	0.008288947	0.009685343	0.010313808	0.014552814	0.015389879	0.025598306	0.032392681	0.021295028	0.010899964
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus	0.016543358	0.007320439	0.016452346	0.022924868	0.00816871	0.014516363	0.012043274	0.018297411	0.005235125	0.010666456	0.009785936	0.013107853	0.005714808	0.015080836	0.015101305	0.013823923	0.009928846
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus	0.012112703	0.004165775	0.008133744	0.015959657	0.006130642	0.009359501	0.006778025	0.012827411	0.004574124	0.008892906	0.00578629	0.010197291	0.005915328	0.017710203	0.021416859	0.01515635	0.006262037
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia	0.008895003	0.005001626	0.012755189	0.015383793	0.003698108	0.011024315	0.008899842	0.01195361	0.003199243	0.005220023	0.005908106	0.007369297	0.003634418	0.006736396	0.009931718	0.007328345	0.005793222
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas	0.008035827	0.00577007	0.016415374	0.017851781	0.004963683	0.011349157	0.007662116	0.013456549	0.003622283	0.005534482	0.006395373	0.006832598	0.003433898	0.008713855	0.006952203	0.007566278	0.006195064
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Murdochiella	0.006822872	0.002925479	0.00508359	0.006471613	0.002120249	0.004121429	0.002848735	0.00639623	0.001916902	0.005383541	0.002395727	0.004789011	0.003458963	0.00769253	0.008021772	0.006162472	0.002662203
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Tissierella	0.014875545	0.007711402	0.017469064	0.020621412	0.009647953	0.012425195	0.011277062	0.010083674	0.008011327	0.009031268	0.007613539	0.011828032	0.010351824	0.020426492	0.017800695	0.017940169	0.010046049
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Schnuerera	0.005491991	0.002480591	0.006155765	0.005786061	0.0018244	0.004141732	0.003359543	0.005085527	0.002128422	0.003018808	0.004344793	0.003922035	0.00253156	0.00417222	0.007486988	0.005163152	0.003197992
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Keratinibaculum	0.005104519	0.002628887	0.005231476	0.009981641	0.001923016	0.005522309	0.0035953	0.007182651	0.001678941	0.00369804	0.00337026	0.004789011	0.002230781	0.004020107	0.006442884	0.003949692	0.003214736
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Gudongella	0.004498041	0.002440146	0.004140815	0.005292463	0.001972324	0.0038981	0.002612978	0.006099137	0.002406042	0.003094279	0.003979343	0.004396808	0.004637016	0.005302196	0.006060895	0.004949012	0.002829637
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Gottschalkiaceae|g__Gottschalkia	0.007665202	0.004084886	0.011313298	0.013793311	0.003221463	0.008222556	0.005795703	0.009070063	0.002445702	0.003962186	0.00432449	0.006481679	0.002757144	0.006041026	0.006391952	0.005924539	0.005006281
d__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales|f__Limnochordaceae|g__Limnochorda	0.004076876	0.001213332	0.002440123	0.002029235	0.001265575	0.001055736	0.002416513	0.001660224	0.001652501	0.003521943	0.00314693	0.00369497	0.003960262	0.007062351	0.008836683	0.005186945	0.001908749
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium	4.03396813	8.496629902	8.482496645	0.072558851	8.724100094	16.21124537	1.729752074	3.884031813	0.996008879	5.292499255	0.800071303	3.822126222	1.584982085	2.62082759	0.785191452	0.226131783	1.471394628
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium	0.04969746	0.026356276	0.029965452	0.043326903	0.023947305	0.022637406	0.036699569	0.040124982	0.041643036	0.037169077	0.051589342	0.063103477	0.064091076	0.064582484	0.066822637	0.057841579	0.049192155
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter	0.008170599	0.00540607	0.00661791	0.010996258	0.007659193	0.005278678	0.005952874	0.010171054	0.004944284	0.007345767	0.00783687	0.010568852	0.01012624	0.01471142	0.012401915	0.012610463	0.008991214
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia	0.006907105	0.003141183	0.003623213	0.004606911	0.002235301	0.003167207	0.00365424	0.003844728	0.003476863	0.004251488	0.004486912	0.006481679	0.004436496	0.007062351	0.008301898	0.007090412	0.004688156
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter	0.005475144	0.004219701	0.005453306	0.00721201	0.005358148	0.004425968	0.005127724	0.006728274	0.004653444	0.004817515	0.005969015	0.008525265	0.006416627	0.009496146	0.008200034	0.009874231	0.006195064
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Salinibacterium	0.005289831	0.005446514	0.007246426	0.009871953	0.007856425	0.00576594	0.007288833	0.005295239	0.004058543	0.004653996	0.004547821	0.008711046	0.004461561	0.009039809	0.003896289	0.010040784	0.005776478
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agromyces	0.004919206	0.00238622	0.002735896	0.006416769	0.003829596	0.002558128	0.003182725	0.004753482	0.003119923	0.004125705	0.00432449	0.006213329	0.006191043	0.005975835	0.006315554	0.005924539	0.003700295
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Aurantimicrobium	0.004329575	0.001725628	0.001423405	0.000877507	0.000739622	0.000730894	0.00182712	0.001450511	0.002630782	0.000943378	0.001583616	0.001341749	0.00228091	0.002694559	0.002648458	0.002212779	0.001691085
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Cryobacterium	0.003554632	0.001914369	0.002902268	0.00301643	0.002432533	0.001888142	0.002554039	0.002411693	0.001903682	0.002565987	0.002334819	0.004004604	0.003233378	0.006845048	0.008683887	0.005186945	0.003415657
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Clavibacter	0.003470399	0.002359257	0.004750846	0.00353745	0.002728382	0.001888142	0.002789796	0.003722396	0.004084984	0.002792398	0.003776315	0.004128458	0.004210912	0.004498174	0.003030447	0.005781779	0.005123485
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Rhodoluna	0.00153304	0.000741481	0.000924289	0.000712974	0.000410901	0.001421182	0.001139494	0.001031086	0.001440981	0.001044005	0.001847552	0.002064229	0.00238117	0.001673234	0.003132311	0.001832086	0.001590624
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus	0.002257444	0.001065036	0.001423405	0.00183728	0.001495679	0.001238459	0.001375252	0.001520415	0.001335221	0.001949647	0.001766341	0.00288992	0.00258169	0.002607637	0.002037276	0.002260366	0.00210967
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microterricola	0.001735199	0.001118962	0.001220062	0.002577676	0.001446371	0.001116643	0.001237726	0.002306837	0.000779981	0.001710658	0.00168513	0.002022944	0.001503897	0.003737613	0.002775788	0.002522093	0.00142319
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Mycetocola	0.001701506	0.000620148	0.000683974	0.001042039	0.000739622	0.000487263	0.000707272	0.001135942	0.000925401	0.00108174	0.00205058	0.001837164	0.003433898	0.001760155	0.003004981	0.002165193	0.001188783
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Frondihabitans	0.001650966	0.000957184	0.000961261	0.00183728	0.001216267	0.001644511	0.001532423	0.002359265	0.001361661	0.001798707	0.001502405	0.003447262	0.002105456	0.002259952	0.003055913	0.002855199	0.001992466
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Humibacter	0.001465654	0.000566222	0.000924289	0.000712974	0.00095329	0.000771499	0.001080555	0.00083885	0.001136921	0.001245258	0.001136955	0.002848636	0.000927403	0.002390334	0.001527957	0.001951053	0.0012725
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Diaminobutyricimonas	0.001364574	0.001105481	0.000887318	0.001919546	0.000525953	0.001035433	0.001807473	0.001537891	0.001983002	0.000566027	0.001360286	0.001135326	0.002456365	0.001238628	0.001477025	0.001189666	0.001841776
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Plantibacter	0.001196108	0.000606666	0.000739431	0.001398527	0.00078893	0.000487263	0.001257373	0.001048562	0.001070821	0.000754702	0.001847552	0.002250009	0.001503897	0.002281683	0.001680752	0.001451393	0.001456677
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microcella	0.00074125	0.000862814	0.000573059	0.002934164	0.001232703	0.001279064	0.00094303	0.001607795	0.0003966	0.001282994	0.000507569	0.001011472	0.001629222	0.001282088	0.001986344	0.001832086	0.001088322
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter	0.033726887	0.01988517	0.026268296	0.035840672	0.018194692	0.017379031	0.023968669	0.028083992	0.021204898	0.021798312	0.024870895	0.033151516	0.033035604	0.046220371	0.040465385	0.041376596	0.031343674
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia	0.011051367	0.006309329	0.007819486	0.011297901	0.005736177	0.006375018	0.008271156	0.008633162	0.007218126	0.007773431	0.008750494	0.014284464	0.011855721	0.015602363	0.01657833	0.011682524	0.011084141
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Pseudarthrobacter	0.010967134	0.005338663	0.007338855	0.010913992	0.005456764	0.004568086	0.00636545	0.010240958	0.006543906	0.00855329	0.0087911	0.009887656	0.012106371	0.014059511	0.015814351	0.012134597	0.01014651
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Kocuria	0.010428043	0.004556737	0.00591545	0.008473426	0.006360746	0.006131387	0.008035398	0.008528306	0.006702546	0.009660187	0.008527164	0.012240877	0.011103773	0.018405573	0.018641071	0.014918416	0.009359569
