feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X1216	DSS_only	TRUE	-0.693357865213279	0.227037401874965	12	9	0.0184804825601222	0.147946149876236
X1217	DSS_only	TRUE	-0.706108570658975	0.231230802658917	12	9	0.0184867485971847	0.147946149876236
X1489	RCEwDSS_only	TRUE	0.745380347769763	0.244154559852376	12	3	0.0185073839299989	0.147946149876236
X1657	RCE_only	TRUE	1.09680477505186	0.35879820377518	12	9	0.0184039449566175	0.147946149876236
X1912	RCEwDSS_only	TRUE	0.324653002738367	0.106316545340153	12	12	0.0184880715552471	0.147946149876236
X2070	RCE_only	TRUE	0.918373821011004	0.300694618485191	12	12	0.0184742988443368	0.147946149876236
X2276	RCE_only	TRUE	1.09680477505186	0.35879820377518	12	9	0.0184039449566175	0.147946149876236
X825	RCEwDSS_only	TRUE	-0.766822290299124	0.251498812428337	12	6	0.0186091583312679	0.148092374885456
X1071	Sex	M	-1.35347276996573	0.443863758272551	12	4	0.0186016060164113	0.148092374885456
X1524	RCEwDSS_only	TRUE	1.23320254520357	0.404593213000329	12	9	0.0186354838462031	0.148092374885456
X1682	RCE_only	TRUE	-0.394195354377747	0.129358893335135	12	6	0.018654027683174	0.148092374885456
X2301	RCE_only	TRUE	-0.394195354377747	0.129358893335135	12	6	0.018654027683174	0.148092374885456
X1532	RCE_only	TRUE	-1.24508418212432	0.408915663469786	12	4	0.0187187021767973	0.148431398951223
X1768	RCE_only	TRUE	-0.423780024193717	0.139270574586733	12	6	0.018771254407328	0.148673616384417
X1910	Sex	M	1.09527586999701	0.360241994984053	12	6	0.0188365802358116	0.148842030494904
X1911	Sex	M	1.09511814673662	0.36013098703763	12	6	0.0188233297016604	0.148842030494904
X924	RCE_only	TRUE	-0.694440991737196	0.228975601082631	12	3	0.0190387972413877	0.150088814659061
X2036	RCE_only	TRUE	-0.694440991737196	0.228975601082631	12	3	0.0190387972413877	0.150088814659061
X949	RCEwDSS_only	TRUE	1.11109987979327	0.366627862241659	12	8	0.0190986073915858	0.150209768961064
X1172	DSS_only	TRUE	0.214946616951085	0.0709231728572666	12	12	0.0190958202781805	0.150209768961064
X1116	Sex	M	-0.607296668978997	0.200498601901196	12	2	0.0191434169789308	0.150212456573353
X1286	Sex	M	-0.607296668978997	0.200498601901196	12	2	0.0191434169789308	0.150212456573353
X1973	Sex	M	-1.35216336243517	0.446725176670275	12	4	0.0192001576704881	0.150482906289812
X1761	DSS_only	TRUE	-0.733888934937738	0.243117394328163	12	3	0.0194230155555168	0.152053178555124
X404	RCEwDSS_only	TRUE	0.388904677677764	0.128910667045531	12	12	0.0194726401337474	0.152198334416066
X1802	DSS_only	TRUE	-0.650731286962768	0.215793453751655	12	8	0.019509141149247	0.152198334416066
X2134	RCEwDSS_only	TRUE	1.06728850533555	0.353917304251787	12	11	0.0195059622902184	0.152198334416066
X209	RCE_only	TRUE	0.963457838996752	0.319707591187432	12	9	0.0195634850460522	0.152446257175465
X678	RCEwDSS_only	TRUE	1.09638188300801	0.364423195861117	12	5	0.0197027451478529	0.152651085113411
X1955	DSS_only	TRUE	1.01861715126046	0.338424511094333	12	10	0.0196654737191127	0.152651085113411
X2068	Sex	M	-0.617163134454614	0.205066709024537	12	3	0.019674020303978	0.152651085113411
X2079	RCE_only	TRUE	-1.14592063743561	0.380779401136321	12	5	0.0196785915360466	0.152651085113411
X2263	RCE_only	TRUE	-1.42824996826349	0.474724079966477	12	7	0.0197013708403393	0.152651085113411
X1907	Sex	M	-0.611867195750979	0.203490714029543	12	2	0.0197497245056346	0.15283979239412
X228	DSS_only	TRUE	-0.684157805103484	0.227873689983235	12	6	0.019875798848245	0.15315634519574
X984	RCEwDSS_only	TRUE	0.890497045479509	0.296708903870592	12	7	0.0199069498699276	0.15315634519574
X1077	RCEwDSS_only	TRUE	1.07065579906861	0.356684149002133	12	11	0.0198944688295761	0.15315634519574
X1498	RCE_only	TRUE	-0.864155104404824	0.287999002685188	12	6	0.0199266470436731	0.15315634519574
X1979	RCEwDSS_only	TRUE	1.06896511925855	0.35581294242078	12	11	0.0198215079385399	0.15315634519574
X1986	RCEwDSS_only	TRUE	0.296306054619959	0.0986458426406718	12	12	0.0198370347109276	0.15315634519574
X209	DSS_only	TRUE	0.531377619226284	0.177341863566364	12	9	0.0200454804561743	0.153719938662785
X794	RCEwDSS_only	TRUE	1.10727890850217	0.369486987609445	12	5	0.0200325897808311	0.153719938662785
X406	RCEwDSS_only	TRUE	1.21522032574796	0.406284574169308	12	10	0.0201961019314902	0.154335410696362
X1240	RCEwDSS_only	TRUE	-0.986370996544117	0.329769410065556	12	8	0.0201950711911372	0.154335410696362
X1269	RCEwDSS_only	TRUE	1.15388161173746	0.385871975254383	12	8	0.0202171164100474	0.154335410696362
X1633	Sex	M	-0.614943968587295	0.205504934660772	12	2	0.0201589934543273	0.154335410696362
X1966	RCE_only	TRUE	1.31354068762263	0.439457857456569	12	9	0.0202549285208387	0.15444954524468
X226	RCEwDSS_only	TRUE	-1.00463543091028	0.336648769787889	12	8	0.0203924576868326	0.155162849573533
X1206	RCEwDSS_only	TRUE	0.310945684374507	0.104198842144818	12	12	0.0203944065158818	0.155162849573533
X2245	RCE_only	TRUE	0.862228453459053	0.289161982602284	12	3	0.0204620839143638	0.155502630962252
X991	RCE_only	TRUE	-0.754214965630268	0.253011334229493	12	5	0.0204871730908163	0.155518361125343
X261	RCE_only	TRUE	0.896242822457353	0.301191242388058	12	12	0.0206414257334995	0.156399144641049
X2088	RCEwDSS_only	TRUE	1.07157958929146	0.360148294755546	12	11	0.0206495022231818	0.156399144641049
X24	RCEwDSS_only	TRUE	0.773649375788399	0.260930206505665	12	7	0.0209568334624719	0.157705946784186
X714	RCE_only	TRUE	1.18503377579558	0.399702481453688	12	9	0.020962098906483	0.157705946784186
X965	RCEwDSS_only	TRUE	-0.642005498453002	0.216542694174329	12	4	0.0209618294005461	0.157705946784186
X1065	RCEwDSS_only	TRUE	0.833588506766114	0.281110702914037	12	12	0.0209457699496303	0.157705946784186
X1319	RCEwDSS_only	TRUE	1.07107915971996	0.361088142132065	12	11	0.0209185949242098	0.157705946784186
X1764	RCEwDSS_only	TRUE	-0.757838853568486	0.25551107569857	12	7	0.0209269479181523	0.157705946784186
X42	DSS_only	TRUE	0.781966872961644	0.263991342684235	12	8	0.0210424647501098	0.157840306245999
X288	RCE_only	TRUE	-0.410055815641038	0.13847365661479	12	6	0.0210674985126914	0.157840306245999
X824	Sex	M	-0.536678929065854	0.181245704116324	12	8	0.0210734097445073	0.157840306245999
X2182	DSS_only	TRUE	0.631744313932598	0.213262907076674	12	8	0.0210368957709444	0.157840306245999
